PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32918633","Early Life Stress and the Development of the Infant Gut Microbiota: Implications for Mental Health and Neurocognitive Development","Vogel SC, Brito NH, Callaghan BL.","Curr Psychiatry Rep. 2020 Sep 12;22(11):61. doi: 10.1007/s11920-020-01186-9.","Vogel SC","Curr Psychiatry Rep","2020","2020/09/12","","","10.1007/s11920-020-01186-9"
"32130662","Current Perspectives on Gut Microbiome Dysbiosis and Depression","Capuco A, Urits I, Hasoon J, Chun R, Gerald B, Wang JK, Kassem H, Ngo AL, Abd-Elsayed A, Simopoulos T, Kaye AD, Viswanath O.","Adv Ther. 2020 Apr;37(4):1328-1346. doi: 10.1007/s12325-020-01272-7. Epub 2020 Mar 4.","Capuco A","Adv Ther","2020","2020/03/05","PMC7140737","","10.1007/s12325-020-01272-7"
"32459708","The role of the gut microbiota in the pathophysiology of mental and neurological disorders","Pusceddu MM, Del Bas JM.","Psychiatr Genet. 2020 Aug;30(4):87-100. doi: 10.1097/YPG.0000000000000255.","Pusceddu MM","Psychiatr Genet","2020","2020/05/28","","","10.1097/YPG.0000000000000255"
"33171595","PROVIT: Supplementary Probiotic Treatment and Vitamin B7 in Depression-A Randomized Controlled Trial","Reininghaus EZ, Platzer M, Kohlhammer-Dohr A, Hamm C, Mörkl S, Bengesser SA, Fellendorf FT, Lahousen-Luxenberger T, Leitner-Afschar B, Schöggl H, Amberger-Otti D, Wurm W, Queissner R, Birner A, Falzberger VS, Painold A, Fitz W, Wagner-Skacel J, Brunnmayr M, Rieger A, Maget A, Unterweger R, Schwalsberger K, Reininghaus B, Lenger M, Bastiaanssen TFS, Dalkner N.","Nutrients. 2020 Nov 8;12(11):3422. doi: 10.3390/nu12113422.","Reininghaus EZ","Nutrients","2020","2020/11/11","PMC7695208","","10.3390/nu12113422"
"32819434","The gut microbiota regulates autism-like behavior by mediating vitamin B(6) homeostasis in EphB6-deficient mice","Li Y, Luo ZY, Hu YY, Bi YW, Yang JM, Zou WJ, Song YL, Li S, Shen T, Li SJ, Huang L, Zhou AJ, Gao TM, Li JM.","Microbiome. 2020 Aug 20;8(1):120. doi: 10.1186/s40168-020-00884-z.","Li Y","Microbiome","2020","2020/08/22","PMC7441571","","10.1186/s40168-020-00884-z"
"33301807","Spinal cord injury and gut microbiota: A review","Jing Y, Bai F, Yu Y.","Life Sci. 2021 Feb 1;266:118865. doi: 10.1016/j.lfs.2020.118865. Epub 2020 Dec 7.","Jing Y","Life Sci","2021","2020/12/10","","","10.1016/j.lfs.2020.118865"
"33287442","The Gut Microbiota: A Potential Gateway to Improved Health Outcomes in Breast Cancer Treatment and Survivorship","Sampsell K, Hao D, Reimer RA.","Int J Mol Sci. 2020 Dec 3;21(23):9239. doi: 10.3390/ijms21239239.","Sampsell K","Int J Mol Sci","2020","2020/12/08","PMC7731103","","10.3390/ijms21239239"
"33271210","A systematic review of microbiome changes and impact of probiotic supplementation in children and adolescents with neuropsychiatric disorders","Ligezka AN, Sonmez AI, Corral-Frias MP, Golebiowski R, Lynch B, Croarkin PE, Romanowicz M.","Prog Neuropsychopharmacol Biol Psychiatry. 2021 Jun 8;108:110187. doi: 10.1016/j.pnpbp.2020.110187. Epub 2020 Dec 1.","Ligezka AN","Prog Neuropsychopharmacol Biol Psychiatry","2021","2020/12/03","PMC8138744","NIHMS1699971","10.1016/j.pnpbp.2020.110187"
"31255682","Altered gut microbiota and mucosal immunity in patients with schizophrenia","Xu R, Wu B, Liang J, He F, Gu W, Li K, Luo Y, Chen J, Gao Y, Wu Z, Wang Y, Zhou W, Wang M.","Brain Behav Immun. 2020 Mar;85:120-127. doi: 10.1016/j.bbi.2019.06.039. Epub 2019 Jun 27.","Xu R","Brain Behav Immun","2020","2019/07/01","","","10.1016/j.bbi.2019.06.039"
"32062351","Gut microbiota composition during infancy and subsequent behavioural outcomes","Loughman A, Ponsonby AL, O'Hely M, Symeonides C, Collier F, Tang MLK, Carlin J, Ranganathan S, Allen K, Pezic A, Saffery R, Jacka F, Harrison LC, Sly PD, Vuillermin P; BIS Investigator Group.","EBioMedicine. 2020 Feb;52:102640. doi: 10.1016/j.ebiom.2020.102640. Epub 2020 Feb 12.","Loughman A","EBioMedicine","2020","2020/02/17","PMC7016366","","10.1016/j.ebiom.2020.102640"
"31821833","The connection between microbiome and schizophrenia","Golofast B, Vales K.","Neurosci Biobehav Rev. 2020 Jan;108:712-731. doi: 10.1016/j.neubiorev.2019.12.011. Epub 2019 Dec 9.","Golofast B","Neurosci Biobehav Rev","2020","2019/12/11","","","10.1016/j.neubiorev.2019.12.011"
"33318317","Mental awareness improved mild cognitive impairment and modulated gut microbiome","Khine WWT, Voong ML, Ng TKS, Feng L, Rane GA, Kumar AP, Kua EH, Mahendran R, Mahendran R, Lee YK.","Aging (Albany NY). 2020 Dec 9;12(23):24371-24393. doi: 10.18632/aging.202277. Epub 2020 Dec 9.","Khine WWT","Aging (Albany NY)","2020","2020/12/15","PMC7762482","","10.18632/aging.202277"
"32056905","Reduced anti-inflammatory gut microbiota are associated with depression and anhedonia","Mason BL, Li Q, Minhajuddin A, Czysz AH, Coughlin LA, Hussain SK, Koh AY, Trivedi MH.","J Affect Disord. 2020 Apr 1;266:394-401. doi: 10.1016/j.jad.2020.01.137. Epub 2020 Jan 30.","Mason BL","J Affect Disord","2020","2020/02/15","","","10.1016/j.jad.2020.01.137"
"33177907","Gut Microbiota Changes and Their Relationship with Inflammation in Patients with Acute and Chronic Insomnia","Li Y, Zhang B, Zhou Y, Wang D, Liu X, Li L, Wang T, Zhang Y, Jiang M, Tang H, Amsel LV, Fan F, Hoven CW.","Nat Sci Sleep. 2020 Nov 5;12:895-905. doi: 10.2147/NSS.S271927. eCollection 2020.","Li Y","Nat Sci Sleep","2020","2020/11/12","PMC7652227","","10.2147/NSS.S271927"
"32032668","Maternal Obesity as a Risk Factor for Brain Development and Mental Health in the Offspring","Cirulli F, Musillo C, Berry A.","Neuroscience. 2020 Nov 1;447:122-135. doi: 10.1016/j.neuroscience.2020.01.023. Epub 2020 Feb 5.","Cirulli F","Neuroscience","2020","2020/02/08","","","10.1016/j.neuroscience.2020.01.023"
"31726457","Gut Microbiota: A Perspective for Psychiatrists","Rea K, Dinan TG, Cryan JF.","Neuropsychobiology. 2020;79(1):50-62. doi: 10.1159/000504495. Epub 2019 Nov 14.","Rea K","Neuropsychobiology","2020","2019/11/15","","","10.1159/000504495"
"32056910","Feeling down? A systematic review of the gut microbiota in anxiety/depression and irritable bowel syndrome","Simpson CA, Mu A, Haslam N, Schwartz OS, Simmons JG.","J Affect Disord. 2020 Apr 1;266:429-446. doi: 10.1016/j.jad.2020.01.124. Epub 2020 Jan 22.","Simpson CA","J Affect Disord","2020","2020/02/15","","","10.1016/j.jad.2020.01.124"
"32469834","The human gut microbiota and depression: widely reviewed, yet poorly understood","Simpson CA, Schwartz OS, Simmons JG.","J Affect Disord. 2020 Sep 1;274:73-75. doi: 10.1016/j.jad.2020.05.115. Epub 2020 May 23.","Simpson CA","J Affect Disord","2020","2020/05/30","","","10.1016/j.jad.2020.05.115"
"33206326","Gut-Brain-Skin Axis in Psoriasis: A Review","Chen G, Chen ZM, Fan XY, Jin YL, Li X, Wu SR, Ge WW, Lv CH, Wang YK, Chen JG.","Dermatol Ther (Heidelb). 2021 Feb;11(1):25-38. doi: 10.1007/s13555-020-00466-9. Epub 2020 Nov 18.","Chen G","Dermatol Ther (Heidelb)","2021","2020/11/18","PMC7859123","","10.1007/s13555-020-00466-9"
"32506238","Gut Microbiome Dysbiosis and Depression: a Comprehensive Review","Capuco A, Urits I, Hasoon J, Chun R, Gerald B, Wang JK, Ngo AL, Simopoulos T, Kaye AD, Colontonio MM, Parker-Actlis TQ, Fuller MC, Viswanath O.","Curr Pain Headache Rep. 2020 Jun 6;24(7):36. doi: 10.1007/s11916-020-00871-x.","Capuco A","Curr Pain Headache Rep","2020","2020/06/08","","","10.1007/s11916-020-00871-x"
"33005892","Gut dysbiosis in Huntington's disease: associations among gut microbiota, cognitive performance and clinical outcomes","Wasser CI, Mercieca EC, Kong G, Hannan AJ, McKeown SJ, Glikmann-Johnston Y, Stout JC.","Brain Commun. 2020 Jul 24;2(2):fcaa110. doi: 10.1093/braincomms/fcaa110. eCollection 2020.","Wasser CI","Brain Commun","2020","2020/10/02","PMC7519724","","10.1093/braincomms/fcaa110"
"31722343","The Gut Microbiome in Bipolar Disorder and Pharmacotherapy Management","Flowers SA, Ward KM, Clark CT.","Neuropsychobiology. 2020;79(1):43-49. doi: 10.1159/000504496. Epub 2019 Nov 13.","Flowers SA","Neuropsychobiology","2020","2019/11/14","","","10.1159/000504496"
"31750916","Dietary fiber and its associations with depression and inflammation","Swann OG, Kilpatrick M, Breslin M, Oddy WH.","Nutr Rev. 2020 May 1;78(5):394-411. doi: 10.1093/nutrit/nuz072.","Swann OG","Nutr Rev","2020","2019/11/22","","","10.1093/nutrit/nuz072"
"32983561","Retracted: Exploring the microbiome and mindfulness connection","Beri K.","Future Sci OA. 2020 Jun 25;6(8):FSO593. doi: 10.2144/fsoa-2020-0006.","Beri K","Future Sci OA","2020","2020/09/28","PMC7491047","","10.2144/fsoa-2020-0006"
"33287416","Bacterial Metabolites of Human Gut Microbiota Correlating with Depression","Averina OV, Zorkina YA, Yunes RA, Kovtun AS, Ushakova VM, Morozova AY, Kostyuk GP, Danilenko VN, Chekhonin VP.","Int J Mol Sci. 2020 Dec 3;21(23):9234. doi: 10.3390/ijms21239234.","Averina OV","Int J Mol Sci","2020","2020/12/08","PMC7730936","","10.3390/ijms21239234"
"32389857","Targeting the microbiota in pharmacology of psychiatric disorders","Pascale A, Marchesi N, Govoni S, Barbieri A.","Pharmacol Res. 2020 Jul;157:104856. doi: 10.1016/j.phrs.2020.104856. Epub 2020 May 8.","Pascale A","Pharmacol Res","2020","2020/05/12","","","10.1016/j.phrs.2020.104856"
"30466372","An intermittent hypercaloric diet alters gut microbiota, prefrontal cortical gene expression and social behaviours in rats","Reichelt AC, Loughman A, Bernard A, Raipuria M, Abbott KN, Dachtler J, Van TTH, Moore RJ.","Nutr Neurosci. 2020 Aug;23(8):613-627. doi: 10.1080/1028415X.2018.1537169. Epub 2018 Nov 22.","Reichelt AC","Nutr Neurosci","2020","2018/11/24","","","10.1080/1028415X.2018.1537169"
"32979562","Shotgun metagenomics reveals both taxonomic and tryptophan pathway differences of gut microbiota in bipolar disorder with current major depressive episode patients","Lai WT, Zhao J, Xu SX, Deng WF, Xu D, Wang MB, He FS, Liu YH, Guo YY, Ye SW, Yang QF, Zhang YL, Wang S, Li MZ, Yang YJ, Liu TB, Tan ZM, Xie XH, Rong H.","J Affect Disord. 2021 Jan 1;278:311-319. doi: 10.1016/j.jad.2020.09.010. Epub 2020 Sep 8.","Lai WT","J Affect Disord","2021","2020/09/26","","","10.1016/j.jad.2020.09.010"
"31955786","Neuroactive compounds in foods: Occurrence, mechanism and potential health effects","Yılmaz C, Gökmen V.","Food Res Int. 2020 Feb;128:108744. doi: 10.1016/j.foodres.2019.108744. Epub 2019 Oct 31.","Yılmaz C","Food Res Int","2020","2020/01/21","","","10.1016/j.foodres.2019.108744"
"30818031","Impact of chemotherapy on the association between fear of cancer recurrence and the gut microbiota in breast cancer survivors","Okubo R, Kinoshita T, Katsumata N, Uezono Y, Xiao J, Matsuoka YJ.","Brain Behav Immun. 2020 Mar;85:186-191. doi: 10.1016/j.bbi.2019.02.025. Epub 2019 Feb 25.","Okubo R","Brain Behav Immun","2020","2019/03/01","","","10.1016/j.bbi.2019.02.025"
"33139656","Gut Biofactory-Neurocompetent Metabolites within the Gastrointestinal Tract. A Scoping Review","Skonieczna-Żydecka K, Jakubczyk K, Maciejewska-Markiewicz D, Janda K, Kaźmierczak-Siedlecka K, Kaczmarczyk M, Łoniewski I, Marlicz W.","Nutrients. 2020 Nov 1;12(11):3369. doi: 10.3390/nu12113369.","Skonieczna-Żydecka K","Nutrients","2020","2020/11/03","PMC7693392","","10.3390/nu12113369"
"32518376","A key role of the subdiaphragmatic vagus nerve in the depression-like phenotype and abnormal composition of gut microbiota in mice after lipopolysaccharide administration","Zhang J, Ma L, Chang L, Pu Y, Qu Y, Hashimoto K.","Transl Psychiatry. 2020 Jun 9;10(1):186. doi: 10.1038/s41398-020-00878-3.","Zhang J","Transl Psychiatry","2020","2020/06/11","PMC7283282","","10.1038/s41398-020-00878-3"
"33105830","Probiotics in Treatment of Viral Respiratory Infections and Neuroinflammatory Disorders","Shahbazi R, Yasavoli-Sharahi H, Alsadi N, Ismail N, Matar C.","Molecules. 2020 Oct 22;25(21):4891. doi: 10.3390/molecules25214891.","Shahbazi R","Molecules","2020","2020/10/27","PMC7660077","","10.3390/molecules25214891"
"33389842","The emerging role of mood disorders in inflammatory bowel diseases","Kuźnicki P, Kempiński R, Neubauer K.","Adv Clin Exp Med. 2020 Dec;29(12):1505-1510. doi: 10.17219/acem/127676.","Kuźnicki P","Adv Clin Exp Med","2020","2021/01/03","","","10.17219/acem/127676"
"31917834","Adolescence and Aging: Impact of Adolescence Inflammatory Stress and Microbiota Alterations on Brain Development, Aging, and Neurodegeneration","Yahfoufi N, Matar C, Ismail N.","J Gerontol A Biol Sci Med Sci. 2020 Jun 18;75(7):1251-1257. doi: 10.1093/gerona/glaa006.","Yahfoufi N","J Gerontol A Biol Sci Med Sci","2020","2020/01/10","PMC7302172","","10.1093/gerona/glaa006"
"33244049","Emotional well-being and gut microbiome profiles by enterotype","Lee SH, Yoon SH, Jung Y, Kim N, Min U, Chun J, Choi I.","Sci Rep. 2020 Nov 26;10(1):20736. doi: 10.1038/s41598-020-77673-z.","Lee SH","Sci Rep","2020","2020/11/27","PMC7691370","","10.1038/s41598-020-77673-z"
"33327540","Ketogenic Diet: A Dietary Modification as an Anxiolytic Approach?","Włodarczyk A, Cubała WJ, Wielewicka A.","Nutrients. 2020 Dec 14;12(12):3822. doi: 10.3390/nu12123822.","Włodarczyk A","Nutrients","2020","2020/12/17","PMC7765029","","10.3390/nu12123822"
"32188376","Diet and Neurocognition in Mood Disorders - An Overview of the Overlooked","Balanzá-Martínez V, Shansis FM, Tatay-Manteiga A, López-García P.","Curr Pharm Des. 2020;26(20):2353-2362. doi: 10.2174/1381612826666200318152530.","Balanzá-Martínez V","Curr Pharm Des","2020","2020/03/20","","","10.2174/1381612826666200318152530"
"32890382","From Family Surroundings to Intestinal Flora, A Literature Review Concerning Epigenetic Processes in Psychiatric Disorders","Dubois T, Reynaert C, Jacques D, Lepiece B, Zdanowicz N.","Psychiatr Danub. 2020 Sep;32(Suppl 1):158-163.","Dubois T","Psychiatr Danub","2020","2020/09/05","","",""
"33045322","Targeting the microbiome-gut-brain axis for improving cognition in schizophrenia and major mood disorders: A narrative review","Bioque M, González-Rodríguez A, Garcia-Rizo C, Cobo J, Monreal JA, Usall J, Soria V; PNECAT Group; Labad J.","Prog Neuropsychopharmacol Biol Psychiatry. 2021 Mar 8;105:110130. doi: 10.1016/j.pnpbp.2020.110130. Epub 2020 Oct 9.","Bioque M","Prog Neuropsychopharmacol Biol Psychiatry","2021","2020/10/12","","","10.1016/j.pnpbp.2020.110130"
"31610228","Plasma cytokine levels in patients with chronic alcohol overconsumption: Relations to gut microbiota markers and clinical correlates","Bjørkhaug ST, Neupane SP, Bramness JG, Aanes H, Skar V, Medhus AW, Valeur J.","Alcohol. 2020 Jun;85:35-40. doi: 10.1016/j.alcohol.2019.10.002. Epub 2019 Oct 11.","Bjørkhaug ST","Alcohol","2020","2019/10/15","","","10.1016/j.alcohol.2019.10.002"
"33035575","Psychedelics as a novel approach to treating autoimmune conditions","Thompson C, Szabo A.","Immunol Lett. 2020 Dec;228:45-54. doi: 10.1016/j.imlet.2020.10.001. Epub 2020 Oct 7.","Thompson C","Immunol Lett","2020","2020/10/09","","","10.1016/j.imlet.2020.10.001"
"31952911","Gut microbial changes of patients with psychotic and affective disorders: A systematic review","Vindegaard N, Speyer H, Nordentoft M, Rasmussen S, Benros ME.","Schizophr Res. 2021 Aug;234:1-10. doi: 10.1016/j.schres.2019.12.014. Epub 2020 Jan 14.","Vindegaard N","Schizophr Res","2021","2020/01/19","","","10.1016/j.schres.2019.12.014"
"32224141","Molecular mechanisms of the rapid-acting and long-lasting antidepressant actions of (R)-ketamine","Hashimoto K.","Biochem Pharmacol. 2020 Jul;177:113935. doi: 10.1016/j.bcp.2020.113935. Epub 2020 Mar 26.","Hashimoto K","Biochem Pharmacol","2020","2020/04/01","","","10.1016/j.bcp.2020.113935"
"33307114","Possible use of fermented foods in rehabilitation of anorexia nervosa: the gut microbiota as a modulator","Rocks T, West M, Hockey M, Aslam H, Lane M, Loughman A, Jacka FN, Ruusunen A.","Prog Neuropsychopharmacol Biol Psychiatry. 2021 Apr 20;107:110201. doi: 10.1016/j.pnpbp.2020.110201. Epub 2020 Dec 9.","Rocks T","Prog Neuropsychopharmacol Biol Psychiatry","2021","2020/12/11","","","10.1016/j.pnpbp.2020.110201"
"33194817","Multiomics Study of Gut Bacteria and Host Metabolism in Irritable Bowel Syndrome and Depression Patients","Xu C, Jia Q, Zhang L, Wang Z, Zhu S, Wang X, Liu Y, Li M, Zhang J, Wang X, Zhang J, Sun Q, Wang K, Zhu H, Duan L.","Front Cell Infect Microbiol. 2020 Oct 29;10:580980. doi: 10.3389/fcimb.2020.580980. eCollection 2020.","Xu C","Front Cell Infect Microbiol","2020","2020/11/16","PMC7658686","","10.3389/fcimb.2020.580980"
"31154909","Unravelled facets of milk derived opioid peptides: a focus on gut physiology, fractures and obesity","Aslam H, Ruusunen A, Berk M, Loughman A, Rivera L, Pasco JA, Jacka FN.","Int J Food Sci Nutr. 2020 Feb;71(1):36-49. doi: 10.1080/09637486.2019.1614540. Epub 2019 Jun 3.","Aslam H","Int J Food Sci Nutr","2020","2019/06/04","","","10.1080/09637486.2019.1614540"
"32279681","Infant microbiota in colic: predictive associations with problem crying and subsequent child behavior","Loughman A, Quinn T, Nation ML, Reichelt A, Moore RJ, Van TTH, Sung V, Tang MLK.","J Dev Orig Health Dis. 2021 Apr;12(2):260-270. doi: 10.1017/S2040174420000227. Epub 2020 Apr 13.","Loughman A","J Dev Orig Health Dis","2021","2020/04/14","","","10.1017/S2040174420000227"
"33334010","Food Addiction and Tobacco Use Disorder: Common Liability and Shared Mechanisms","Zawertailo L, Attwells S, deRuiter WK, Le TL, Dawson D, Selby P.","Nutrients. 2020 Dec 15;12(12):3834. doi: 10.3390/nu12123834.","Zawertailo L","Nutrients","2020","2020/12/18","PMC7765398","","10.3390/nu12123834"
"33094505","Gut dysbiosis associated with the rats' responses in methamphetamine-induced conditioned place preference","Yang C, Fu X, Hao W, Xiang X, Liu T, Yang BZ, Zhang X.","Addict Biol. 2021 Jul;26(4):e12975. doi: 10.1111/adb.12975. Epub 2020 Oct 22.","Yang C","Addict Biol","2021","2020/10/23","","","10.1111/adb.12975"
"33087994","Human Gut Microbiome Response to Short-Term Bifidobacterium-Based Probiotic Treatment","Naumova N, Alikina T, Tupikin A, Kalmykova A, Soldatova G, Vlassov V, Kabilov M.","Indian J Microbiol. 2020 Dec;60(4):451-457. doi: 10.1007/s12088-020-00888-1. Epub 2020 May 25.","Naumova N","Indian J Microbiol","2020","2020/10/22","PMC7539239","","10.1007/s12088-020-00888-1"
"33181474","Gut microbiota composition in children with obstructive sleep apnoea syndrome: a pilot study","Valentini F, Evangelisti M, Arpinelli M, Di Nardo G, Borro M, Simmaco M, Villa MP.","Sleep Med. 2020 Dec;76:140-147. doi: 10.1016/j.sleep.2020.10.017. Epub 2020 Oct 17.","Valentini F","Sleep Med","2020","2020/11/12","","","10.1016/j.sleep.2020.10.017"
"33249563","Microbiota-immune alterations in adolescents following early life adversity: A proof of concept study","Reid BM, Horne R, Donzella B, Szamosi JC, Coe CL, Foster JA, Gunnar MR.","Dev Psychobiol. 2021 Jul;63(5):851-863. doi: 10.1002/dev.22061. Epub 2020 Nov 29.","Reid BM","Dev Psychobiol","2021","2020/11/29","","","10.1002/dev.22061"
"30794085","Associations among diet, the gastrointestinal microbiota, and negative emotional states in adults","Taylor AM, Thompson SV, Edwards CG, Musaad SMA, Khan NA, Holscher HD.","Nutr Neurosci. 2020 Dec;23(12):983-992. doi: 10.1080/1028415X.2019.1582578. Epub 2019 Feb 22.","Taylor AM","Nutr Neurosci","2020","2019/02/23","","","10.1080/1028415X.2019.1582578"
"32605552","The study protocol for a pseudo-randomised pre-post designed controlled intervention trial to study the effects of a 7-week cooking program on self-efficacy and biomarkers of health: the ECU lifestyle and biomarkers get connected study (ECULABJMOF) including the Jamie's Ministry of Food WA participant experience","Rees J, Christophersen CC, Lewis JR, Lo J, Sambell R, Costello L, Walker C, Byrne MF, Boyce MC, Newton RU, Devine A.","BMC Public Health. 2020 Jun 30;20(1):1037. doi: 10.1186/s12889-020-09124-3.","Rees J","BMC Public Health","2020","2020/07/02","PMC7325354","","10.1186/s12889-020-09124-3"
"33067643","Profiling the differences of gut microbial structure between schizophrenia patients with and without violent behaviors based on 16S rRNA gene sequencing","Chen X, Xu J, Wang H, Luo J, Wang Z, Chen G, Jiang D, Cao R, Huang H, Luo D, Xiao X, Hu J.","Int J Legal Med. 2021 Jan;135(1):131-141. doi: 10.1007/s00414-020-02439-1. Epub 2020 Oct 16.","Chen X","Int J Legal Med","2021","2020/10/17","","","10.1007/s00414-020-02439-1"
"33005148","Sensitivity to Morphine Reward Associates With Gut Dysbiosis in Rats With Morphine-Induced Conditioned Place Preference","Zhang J, Yang J, Yang C, Chen T, Wang Z, Li J, Qin F, Deng Q, Zhang X.","Front Psychiatry. 2020 Aug 28;11:631. doi: 10.3389/fpsyt.2020.00631. eCollection 2020.","Zhang J","Front Psychiatry","2020","2020/10/02","PMC7484999","","10.3389/fpsyt.2020.00631"
"32763534","Analysis of the diversity of intestinal microbiome and its potential value as a biomarker in patients with schizophrenia: A cohort study","Pan R, Zhang X, Gao J, Yi W, Wei Q, Su H.","Psychiatry Res. 2020 Sep;291:113260. doi: 10.1016/j.psychres.2020.113260. Epub 2020 Jun 27.","Pan R","Psychiatry Res","2020","2020/08/09","","","10.1016/j.psychres.2020.113260"
"31704402","Naturally-diverse airborne environmental microbial exposures modulate the gut microbiome and may provide anxiolytic benefits in mice","Liddicoat C, Sydnor H, Cando-Dumancela C, Dresken R, Liu J, Gellie NJC, Mills JG, Young JM, Weyrich LS, Hutchinson MR, Weinstein P, Breed MF.","Sci Total Environ. 2020 Jan 20;701:134684. doi: 10.1016/j.scitotenv.2019.134684. Epub 2019 Oct 28.","Liddicoat C","Sci Total Environ","2020","2019/11/10","","","10.1016/j.scitotenv.2019.134684"
"34589852","Nutritional psychiatry in the treatment of psychotic disorders: Current hypotheses and research challenges","Teasdale S, Mörkl S, Müller-Stierlin AS.","Brain Behav Immun Health. 2020 Apr 19;5:100070. doi: 10.1016/j.bbih.2020.100070. eCollection 2020 May.","Teasdale S","Brain Behav Immun Health","2020","2021/09/30","PMC8474162","","10.1016/j.bbih.2020.100070"
"32046750","Treating impulsivity with probiotics in adults (PROBIA): study protocol of a multicenter, double-blind, randomized, placebo-controlled trial","Arteaga-Henríquez G, Rosales-Ortiz SK, Arias-Vásquez A, Bitter I, Ginsberg Y, Ibañez-Jimenez P, Kilencz T, Lavebratt C, Matura S, Reif A, Rethelyi J, Richarte V, Rommelse N, Siegl A, Ramos-Quiroga JA.","Trials. 2020 Feb 11;21(1):161. doi: 10.1186/s13063-019-4040-x.","Arteaga-Henríquez G","Trials","2020","2020/02/13","PMC7014653","","10.1186/s13063-019-4040-x"
