PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39106786","Gut microbiota modulates neurotransmitter and gut-brain signaling","Qu S, Yu Z, Zhou Y, Wang S, Jia M, Chen T, Zhang X.","Microbiol Res. 2024 Oct;287:127858. doi: 10.1016/j.micres.2024.127858. Epub 2024 Jul 26.","Qu S","Microbiol Res","2024","2024/08/06","","","10.1016/j.micres.2024.127858"
"38803488","Gut microbiota, inflammatory proteins and COVID-19: a Mendelian randomisation study","Chen Y, Chen C.","Front Immunol. 2024 May 13;15:1406291. doi: 10.3389/fimmu.2024.1406291. eCollection 2024.","Chen Y","Front Immunol","2024","2024/05/28","PMC11128586","","10.3389/fimmu.2024.1406291"
"39378456","Gut Microbiota and Mood Disorders: How Bottom-Up Techniques Can Improve Mental Health","Lepri A.","Psychiatr Danub. 2024 Sep;36(Suppl 2):83-85.","Lepri A","Psychiatr Danub","2024","2024/10/08","","",""
"38891970","Human Gut Microbiota for Diagnosis and Treatment of Depression","Averina OV, Poluektova EU, Zorkina YA, Kovtun AS, Danilenko VN.","Int J Mol Sci. 2024 May 26;25(11):5782. doi: 10.3390/ijms25115782.","Averina OV","Int J Mol Sci","2024","2024/06/19","PMC11171505","","10.3390/ijms25115782"
"38576868","Bipolar disorder and the gut microbiota: a bibliometric analysis","Lin X, Huang J, Wang S, Zhang K.","Front Neurosci. 2024 Mar 21;18:1290826. doi: 10.3389/fnins.2024.1290826. eCollection 2024.","Lin X","Front Neurosci","2024","2024/04/05","PMC10991819","","10.3389/fnins.2024.1290826"
"39139979","Effects of kefir consumption on gut microbiota and health outcomes in women with polycystic ovary syndrome","Çıtar Dazıroğlu ME, Acar Tek N, Cevher Akdulum MF, Yılmaz C, Yalınay AM.","Food Sci Nutr. 2024 May 15;12(8):5632-5646. doi: 10.1002/fsn3.4212. eCollection 2024 Aug.","Çıtar Dazıroğlu ME","Food Sci Nutr","2024","2024/08/14","PMC11317752","","10.1002/fsn3.4212"
"38735387","Association of intestinal anti-inflammatory drug target genes with psychiatric Disorders: A Mendelian randomization study","Zhao G, Lu Z, Liao Y, Sun Y, Zhang Y, Kang Z, Feng X, Sun J, Yue W.","J Adv Res. 2024 May 11:S2090-1232(24)00179-6. doi: 10.1016/j.jare.2024.05.002. Online ahead of print.","Zhao G","J Adv Res","2024","2024/05/12","","","10.1016/j.jare.2024.05.002"
"39317918","Dysbiosis and fecal microbiota transplant: Contemplating progress in health, neurodegeneration and longevity","Ahmadi S, Hasani A, Khabbaz A, Poortahmasbe V, Hosseini S, Yasdchi M, Mehdizadehfar E, Mousavi Z, Hasani R, Nabizadeh E, Nezhadi J.","Biogerontology. 2024 Nov;25(6):957-983. doi: 10.1007/s10522-024-10136-4. Epub 2024 Sep 24.","Ahmadi S","Biogerontology","2024","2024/09/24","","","10.1007/s10522-024-10136-4"
"38390241","Gut microbiota-derived short-chain fatty acids and depression: deep insight into biological mechanisms and potential applications","Cheng J, Hu H, Ju Y, Liu J, Wang M, Liu B, Zhang Y.","Gen Psychiatr. 2024 Feb 19;37(1):e101374. doi: 10.1136/gpsych-2023-101374. eCollection 2024.","Cheng J","Gen Psychiatr","2024","2024/02/23","PMC10882305","","10.1136/gpsych-2023-101374"
"38732060","The Role of Prebiotics in Modulating Gut Microbiota: Implications for Human Health","Yoo S, Jung SC, Kwak K, Kim JS.","Int J Mol Sci. 2024 Apr 29;25(9):4834. doi: 10.3390/ijms25094834.","Yoo S","Int J Mol Sci","2024","2024/05/11","PMC11084426","","10.3390/ijms25094834"
"39476179","The interplay of gut microbiota, obesity, and depression: insights and interventions","Halabitska I, Petakh P, Kamyshna I, Oksenych V, Kainov DE, Kamyshnyi O.","Cell Mol Life Sci. 2024 Oct 30;81(1):443. doi: 10.1007/s00018-024-05476-w.","Halabitska I","Cell Mol Life Sci","2024","2024/10/30","","","10.1007/s00018-024-05476-w"
"38426291","The microbiota-gut-brain axis in Huntington's disease: pathogenic mechanisms and therapeutic targets","Ekwudo MN, Gubert C, Hannan AJ.","FEBS J. 2024 Mar 1. doi: 10.1111/febs.17102. Online ahead of print.","Ekwudo MN","FEBS J","2024","2024/03/01","","","10.1111/febs.17102"
"37307822","Brain-Gut-Microbiota Axis in Amyotrophic Lateral Sclerosis: A Historical Overview and Future Directions","Chen S, Cai X, Lao L, Wang Y, Su H, Sun H.","Aging Dis. 2024 Feb 1;15(1):74-95. doi: 10.14336/AD.2023.0524.","Chen S","Aging Dis","2024","2023/06/12","PMC10796086","","10.14336/AD.2023.0524"
"39287570","Diet and the gut microbiota-immune axis in the context of perinatal mental health: Protocol for a prospective cohort study","Wallace CJ, Audet MC.","Womens Health (Lond). 2024 Jan-Dec;20:17455057241277072. doi: 10.1177/17455057241277072.","Wallace CJ","Womens Health (Lond)","2024","2024/09/17","PMC11409294","","10.1177/17455057241277072"
"38960582","Integrated metagenomic and metabolomic analysis reveals distinctive stage-specific gut-microbiome-derived metabolites in intracranial aneurysms","Sun H, Sun K, Tian H, Chen X, Su S, Tu Y, Chen S, Wang J, Peng M, Zeng M, Li X, Luo Y, Xie Y, Feng X, Li Z, Zhang X, Li X, Liu Y, Ye W, Chen Z, Zhu Z, Li Y, Xia F, Zhou H, Duan C.","Gut. 2024 Sep 9;73(10):1662-1674. doi: 10.1136/gutjnl-2024-332245.","Sun H","Gut","2024","2024/07/03","","","10.1136/gutjnl-2024-332245"
"38914414","Exploring the gut-brain Axis: Potential therapeutic impact of Psychobiotics on mental health","Cocean AM, Vodnar DC.","Prog Neuropsychopharmacol Biol Psychiatry. 2024 Aug 30;134:111073. doi: 10.1016/j.pnpbp.2024.111073. Epub 2024 Jun 22.","Cocean AM","Prog Neuropsychopharmacol Biol Psychiatry","2024","2024/06/24","","","10.1016/j.pnpbp.2024.111073"
"38421192","Sleep deprivation-induced anxiety-like behaviors are associated with alterations in the gut microbiota and metabolites","Zhang N, Gao X, Li D, Xu L, Zhou G, Xu M, Peng L, Sun G, Pan F, Li Y, Ren R, Huang R, Yang Y, Wang Z.","Microbiol Spectr. 2024 Apr 2;12(4):e0143723. doi: 10.1128/spectrum.01437-23. Epub 2024 Feb 29.","Zhang N","Microbiol Spectr","2024","2024/02/29","PMC10986621","","10.1128/spectrum.01437-23"
"38908788","Gut microbiota dynamics and association with chronic kidney disease: A longitudinal study within the PREDIMED-Plus trial","Atzeni A, Díaz-López A, Cacho AH, Babio N, García-Gavilán JF, Cornejo-Pareja I, Belzer C, Fitó M, Tinahones FJ, Salas-Salvadó J.","Life Sci. 2024 Aug 15;351:122863. doi: 10.1016/j.lfs.2024.122863. Epub 2024 Jun 21.","Atzeni A","Life Sci","2024","2024/06/22","","","10.1016/j.lfs.2024.122863"
"39375584","Animal and plant protein intake association with mental health, tryptophan metabolites pathways, and gut microbiota in healthy women: a cross-sectional study","Soveid N, Barkhidarian B, Samadi M, Hatami M, Gholami F, Yekaninejad MS, Saedisomeolia A, Karbasian M, Siadat SD, Mirzaei K.","BMC Microbiol. 2024 Oct 7;24(1):390. doi: 10.1186/s12866-024-03534-8.","Soveid N","BMC Microbiol","2024","2024/10/07","PMC11457455","","10.1186/s12866-024-03534-8"
"38302874","Chronic intestinal pseudo-obstruction: associations with gut microbiota and genes expression of intestinal serotonergic pathway","Radocchia G, Marazzato M, Harbi KB, Capuzzo E, Pantanella F, De Giorgio R, Guarino M, Costanzini A, Zenzeri L, Parisi P, Ferretti A, Felici E, Palamara AT, Di Nardo G, Schippa S.","BMC Microbiol. 2024 Feb 2;24(1):48. doi: 10.1186/s12866-024-03200-z.","Radocchia G","BMC Microbiol","2024","2024/02/01","PMC10835911","","10.1186/s12866-024-03200-z"
"38508549","Along the microbiota-gut-brain axis: Use of plant polysaccharides to improve mental disorders","Gao J, Liang Y, Liu P.","Int J Biol Macromol. 2024 Apr;265(Pt 2):130903. doi: 10.1016/j.ijbiomac.2024.130903. Epub 2024 Mar 19.","Gao J","Int J Biol Macromol","2024","2024/03/20","","","10.1016/j.ijbiomac.2024.130903"
"39417049","Challenges in integrating traditional Chinese medicine and gut microbiota research for insomnia treatment","Bilal M, Nashwan AJ.","World J Clin Cases. 2024 Oct 16;12(29):6271-6274. doi: 10.12998/wjcc.v12.i29.6271.","Bilal M","World J Clin Cases","2024","2024/10/17","PMC11372532","","10.12998/wjcc.v12.i29.6271"
"38700338","Association between gut microbiota dysbiosis and poor functional outcomes in acute ischemic stroke patients with COVID-19 infection","Chen J, Gao X, Liang J, Wu Q, Shen L, Zheng Y, Ma Y, Peng Y, He Y, Yin J.","mSystems. 2024 Jun 18;9(6):e0018524. doi: 10.1128/msystems.00185-24. Epub 2024 May 3.","Chen J","mSystems","2024","2024/05/03","PMC11237522","","10.1128/msystems.00185-24"
"38975363","Dissecting the association between gut microbiota, body mass index and specific depressive symptoms: a mediation Mendelian randomisation study","Yu T, Chen C, Yang Y, Wang M, Yang Y, Feng W, Yuan S, Ma X, Li J, Zhang B.","Gen Psychiatr. 2024 Jul 2;37(4):e101412. doi: 10.1136/gpsych-2023-101412. eCollection 2024.","Yu T","Gen Psychiatr","2024","2024/07/08","PMC11227829","","10.1136/gpsych-2023-101412"
"38901183","Diverse mechanisms by which chemical pollutant exposure alters gut microbiota metabolism and inflammation","Teffera M, Veith AC, Ronnekleiv-Kelly S, Bradfield CA, Nikodemova M, Tussing-Humphreys L, Malecki K.","Environ Int. 2024 Aug;190:108805. doi: 10.1016/j.envint.2024.108805. Epub 2024 Jun 10.","Teffera M","Environ Int","2024","2024/06/20","","","10.1016/j.envint.2024.108805"
"39375215","Association of the newly proposed dietary index for gut microbiota and depression: the mediation effect of phenotypic age and body mass index","Zhang X, Yang Q, Huang J, Lin H, Luo N, Tang H.","Eur Arch Psychiatry Clin Neurosci. 2024 Oct 8. doi: 10.1007/s00406-024-01912-x. Online ahead of print.","Zhang X","Eur Arch Psychiatry Clin Neurosci","2024","2024/10/07","","","10.1007/s00406-024-01912-x"
"38984896","Advances in the study of the relationship between gut microbiota and erectile dysfunction","Su Q, Tang Q, Ma C, Wang K.","Sex Med Rev. 2024 Sep 25;12(4):664-669. doi: 10.1093/sxmrev/qeae049.","Su Q","Sex Med Rev","2024","2024/07/10","","","10.1093/sxmrev/qeae049"
"38436218","Roles of Diet-Associated Gut Microbial Metabolites on Brain Health: Cell-to-Cell Interactions between Gut Bacteria and the Central Nervous System","Kim CS.","Adv Nutr. 2024 Jan;15(1):100136. doi: 10.1016/j.advnut.2023.10.008. Epub 2023 Oct 29.","Kim CS","Adv Nutr","2024","2024/03/04","PMC10694655","","10.1016/j.advnut.2023.10.008"
"38410510","Exploring the interplay between posttraumatic stress disorder, gut microbiota, and inflammatory biomarkers: a comprehensive meta-analysis","Petakh P, Oksenych V, Kamyshna I, Boisak I, Lyubomirskaya K, Kamyshnyi O.","Front Immunol. 2024 Feb 12;15:1349883. doi: 10.3389/fimmu.2024.1349883. eCollection 2024.","Petakh P","Front Immunol","2024","2024/02/27","PMC10895958","","10.3389/fimmu.2024.1349883"
"38582194","Evolution and the critical role of the microbiota in the reduced mental and physical health associated with low socioeconomic status (SES)","Rook GAW.","Neurosci Biobehav Rev. 2024 Jun;161:105653. doi: 10.1016/j.neubiorev.2024.105653. Epub 2024 Apr 4.","Rook GAW","Neurosci Biobehav Rev","2024","2024/04/06","","","10.1016/j.neubiorev.2024.105653"
"38318337","Exploring the interplay between running exercises, microbial diversity, and tryptophan metabolism along the microbiota-gut-brain axis","Vazquez-Medina A, Rodriguez-Trujillo N, Ayuso-Rodriguez K, Marini-Martinez F, Angeli-Morales R, Caussade-Silvestrini G, Godoy-Vitorino F, Chorna N.","Front Microbiol. 2024 Jan 22;15:1326584. doi: 10.3389/fmicb.2024.1326584. eCollection 2024.","Vazquez-Medina A","Front Microbiol","2024","2024/02/06","PMC10838991","","10.3389/fmicb.2024.1326584"
"38422755","Gut microbiota disturbances in hospitalized older adults with malnutrition and clinical outcomes","Muñoz-Fernandez SS, Garcez FB, Alencar JCG, Bastos AA, Morley JE, Cederholm T, Aprahamian I, de Souza HP, Avelino-Silva TJ, Bindels LB, Ribeiro SML.","Nutrition. 2024 Jun;122:112369. doi: 10.1016/j.nut.2024.112369. Epub 2024 Feb 1.","Muñoz-Fernandez SS","Nutrition","2024","2024/02/29","","","10.1016/j.nut.2024.112369"
"39299582","Causal effects of gut microbiota, metabolites, immune cells, liposomes, and inflammatory proteins on anorexia nervosa: A mediation joint multi-omics Mendelian randomization analysis","Li Z, Bi T.","J Affect Disord. 2024 Sep 17;368:343-358. doi: 10.1016/j.jad.2024.09.115. Online ahead of print.","Li Z","J Affect Disord","2024","2024/09/19","","","10.1016/j.jad.2024.09.115"
"39458270","Depressive Symptoms and Gut Microbiota after Bowel Preparation and Colonoscopy: A Pre-Post Intervention Study","McGuinness AJ, O'Hely M, Stupart D, Watters D, Dawson SL, Hair C, Berk M, Mohebbi M, Loughman A, Guest G, Jacka FN.","Microorganisms. 2024 Sep 27;12(10):1960. doi: 10.3390/microorganisms12101960.","McGuinness AJ","Microorganisms","2024","2024/10/26","PMC11509487","","10.3390/microorganisms12101960"
"38892694","A Cross Talking between the Gut Microbiota and Metabolites of Participants in a Confined Environment","Song X, Wang Z, Xia Y, Chen Z, Wang G, Yang Y, Zhu B, Ai L, Xu H, Wang C.","Nutrients. 2024 Jun 4;16(11):1761. doi: 10.3390/nu16111761.","Song X","Nutrients","2024","2024/06/19","PMC11175105","","10.3390/nu16111761"
"39335452","Prior Appendicectomy and Gut Microbiota Re-Establishment in Adults after Bowel Preparation and Colonoscopy","McGuinness AJ, O'Hely M, Stupart D, Watters D, Dawson SL, Hair C, Berk M, Mohebbi M, Loughman A, Guest G, Jacka FN.","Biomedicines. 2024 Aug 23;12(9):1938. doi: 10.3390/biomedicines12091938.","McGuinness AJ","Biomedicines","2024","2024/09/28","PMC11429235","","10.3390/biomedicines12091938"
"39260135","Microbiota-gut-brain axis: Natural antidepressants molecular mechanism","Lu Y, Yu X, Wang Z, Kong L, Jiang Z, Shang R, Zhong X, Lv S, Zhang G, Gao H, Yang N.","Phytomedicine. 2024 Nov;134:156012. doi: 10.1016/j.phymed.2024.156012. Epub 2024 Aug 31.","Lu Y","Phytomedicine","2024","2024/09/11","","","10.1016/j.phymed.2024.156012"
"39092201","Stress and the gut-brain axis: an inflammatory perspective","Morys J, Małecki A, Nowacka-Chmielewska M.","Front Mol Neurosci. 2024 Jul 18;17:1415567. doi: 10.3389/fnmol.2024.1415567. eCollection 2024.","Morys J","Front Mol Neurosci","2024","2024/08/02","PMC11292226","","10.3389/fnmol.2024.1415567"
"39339804","Balancing the Oral-Gut-Brain Axis with Diet","Kerstens R, Ng YZ, Pettersson S, Jayaraman A.","Nutrients. 2024 Sep 22;16(18):3206. doi: 10.3390/nu16183206.","Kerstens R","Nutrients","2024","2024/09/28","PMC11435118","","10.3390/nu16183206"
"38922485","Characterization of Gut Microbiota in Rats and Rhesus Monkeys After Methamphetamine Self-administration","He L, Zhou JH, Li H, Zhang WL, Liu TQ, Jiang HF, Zhai RW, Zhang XJ.","Mol Neurobiol. 2024 Jun 26. doi: 10.1007/s12035-024-04318-x. Online ahead of print.","He L","Mol Neurobiol","2024","2024/06/26","","","10.1007/s12035-024-04318-x"
"38815661","Gut microbiota composition links to variation in functional domains across psychiatric disorders","Mulder D, Jakobi B, Shi Y, Mulders P, Kist JD, Collard RM, Vrijsen JN, van Eijndhoven P, Tendolkar I, Bloemendaal M, Arias Vasquez A.","Brain Behav Immun. 2024 Aug;120:275-287. doi: 10.1016/j.bbi.2024.05.037. Epub 2024 May 28.","Mulder D","Brain Behav Immun","2024","2024/05/30","","","10.1016/j.bbi.2024.05.037"
"38260072","Alterations in gut microbiota caused by major depressive disorder or a low FODMAP diet and where they overlap","O'Neill S, Minehan M, Knight-Agarwal CR, Pyne DB.","Front Nutr. 2024 Jan 8;10:1303405. doi: 10.3389/fnut.2023.1303405. eCollection 2023.","O'Neill S","Front Nutr","2024","2024/01/23","PMC10800578","","10.3389/fnut.2023.1303405"
"38892525","Is the Mediterranean Low Fodmap Diet Effective in Managing Irritable Bowel Syndrome Symptoms and Gut Microbiota? An Innovative Research Protocol","Kasti AN, Katsas K, Petsis K, Lambrinou S, Synodinou KD, Kapetani A, Smart KL, Nikolaki MD, Halvatsiotis P, Triantafyllou K, Muir JG.","Nutrients. 2024 May 23;16(11):1592. doi: 10.3390/nu16111592.","Kasti AN","Nutrients","2024","2024/06/19","PMC11174440","","10.3390/nu16111592"
"38869657","Effects of Bifidobacterium breve 207-1 on regulating lifestyle behaviors and mental wellness in healthy adults based on the microbiome-gut-brain axis: a randomized, double-blind, placebo-controlled trial","Li J, Li Y, Zhao J, Li L, Wang Y, Chen F, Li Y, Cheng R, He F, Ze X, Shen X.","Eur J Nutr. 2024 Oct;63(7):2567-2585. doi: 10.1007/s00394-024-03447-2. Epub 2024 Jun 13.","Li J","Eur J Nutr","2024","2024/06/13","","","10.1007/s00394-024-03447-2"
"38889540","Treating chronic stress and chronic pain by manipulating gut microbiota with diet: can we kill two birds with one stone?","Costa A, Lucarini E.","Nutr Neurosci. 2024 Jun 18:1-24. doi: 10.1080/1028415X.2024.2365021. Online ahead of print.","Costa A","Nutr Neurosci","2024","2024/06/18","","","10.1080/1028415X.2024.2365021"
"38479554","Social isolation induces intestinal barrier disorder and imbalances gut microbiota in mice","Wang Y, Ullah H, Deng T, Ren X, Zhao Z, Xin Y, Qiu J.","Neurosci Lett. 2024 Mar 15;826:137714. doi: 10.1016/j.neulet.2024.137714. Epub 2024 Mar 11.","Wang Y","Neurosci Lett","2024","2024/03/13","","","10.1016/j.neulet.2024.137714"
"39237483","Temperament in Early Childhood Is Associated With Gut Microbiota Composition and Diversity","Ueda E, Matsunaga M, Fujihara H, Kajiwara T, Takeda AK, Watanabe S, Hagihara K, Myowa M.","Dev Psychobiol. 2024 Nov;66(7):e22542. doi: 10.1002/dev.22542.","Ueda E","Dev Psychobiol","2024","2024/09/05","","","10.1002/dev.22542"
"38801922","The impact of depression-mediated gut microbiota composition on Irritable Bowel Syndrome: A Mendelian study","Huang Y, Zheng E, Hu M, Yang X, Lan Q, Yu Y, Xu B.","J Affect Disord. 2024 Sep 1;360:15-25. doi: 10.1016/j.jad.2024.05.119. Epub 2024 May 25.","Huang Y","J Affect Disord","2024","2024/05/27","","","10.1016/j.jad.2024.05.119"
"38848976","Deciphering the gut microbiota's (Coprococcus and Subdoligranulum) impact on depression: Network pharmacology and molecular dynamics simulation","Sabarathinam S.","Pharmacol Biochem Behav. 2024 Aug;241:173805. doi: 10.1016/j.pbb.2024.173805. Epub 2024 Jun 5.","Sabarathinam S","Pharmacol Biochem Behav","2024","2024/06/07","","","10.1016/j.pbb.2024.173805"
"38732043","Nutraceuticals in Psychiatric Disorders: A Systematic Review","Bozzatello P, Novelli R, Montemagni C, Rocca P, Bellino S.","Int J Mol Sci. 2024 Apr 28;25(9):4824. doi: 10.3390/ijms25094824.","Bozzatello P","Int J Mol Sci","2024","2024/05/11","PMC11084672","","10.3390/ijms25094824"
"36271691","Unveiling of dietary and gut-microbiota derived B vitamins: Metabolism patterns and their synergistic functions in gut-brain homeostasis","Zhan Q, Wang R, Thakur K, Feng JY, Zhu YY, Zhang JG, Wei ZJ.","Crit Rev Food Sci Nutr. 2024;64(13):4046-4058. doi: 10.1080/10408398.2022.2138263. Epub 2022 Oct 22.","Zhan Q","Crit Rev Food Sci Nutr","2024","2022/10/22","","","10.1080/10408398.2022.2138263"
"38892645","Explorative Characterization of GI Complaints, General Physical and Mental Wellbeing, and Gut Microbiota in Trained Recreative and Competitive Athletes with or without Self-Reported Gastrointestinal Symptoms","Wardenaar FC, Mohr AE, Ortega-Santos CP, Nyakayiru J, Kersch-Counet C, Chan Y, Clear AM, Kurka J, Schott KD, Seltzer RGN.","Nutrients. 2024 May 30;16(11):1712. doi: 10.3390/nu16111712.","Wardenaar FC","Nutrients","2024","2024/06/19","PMC11174857","","10.3390/nu16111712"
"39063241","Opioid Use and Gut Dysbiosis in Cancer Pain Patients","Coluzzi F, Scerpa MS, Loffredo C, Borro M, Pergolizzi JV, LeQuang JA, Alessandri E, Simmaco M, Rocco M.","Int J Mol Sci. 2024 Jul 22;25(14):7999. doi: 10.3390/ijms25147999.","Coluzzi F","Int J Mol Sci","2024","2024/07/27","PMC11276997","","10.3390/ijms25147999"
"38351227","Systematic identification of the role of gut microbiota in mental disorders: a TwinsUK cohort study","Delanote J, Correa Rojo A, Wells PM, Steves CJ, Ertaylan G.","Sci Rep. 2024 Feb 13;14(1):3626. doi: 10.1038/s41598-024-53929-w.","Delanote J","Sci Rep","2024","2024/02/13","PMC10864280","","10.1038/s41598-024-53929-w"
"39337263","Prenatal Stress and Ethanol Exposure: Microbiota-Induced Immune Dysregulation and Psychiatric Risks","Camarini R, Marianno P, Hanampa-Maquera M, Oliveira SDS, Câmara NOS.","Int J Mol Sci. 2024 Sep 10;25(18):9776. doi: 10.3390/ijms25189776.","Camarini R","Int J Mol Sci","2024","2024/09/28","PMC11431796","","10.3390/ijms25189776"
"38613087","The Power of Psychobiotics in Depression: A Modern Approach through the Microbiota-Gut-Brain Axis: A Literature Review","Dziedzic A, Maciak K, Bliźniewska-Kowalska K, Gałecka M, Kobierecka W, Saluk J.","Nutrients. 2024 Apr 4;16(7):1054. doi: 10.3390/nu16071054.","Dziedzic A","Nutrients","2024","2024/04/13","PMC11013390","","10.3390/nu16071054"
"38776563","Microbiota-brain axis: Exploring the role of gut microbiota in psychiatric disorders - A comprehensive review","Singh J, Vanlallawmzuali, Singh A, Biswal S, Zomuansangi R, Lalbiaktluangi C, Singh BP, Singh PK, Vellingiri B, Iyer M, Ram H, Udey B, Yadav MK.","Asian J Psychiatr. 2024 Jul;97:104068. doi: 10.1016/j.ajp.2024.104068. Epub 2024 May 7.","Singh J","Asian J Psychiatr","2024","2024/05/22","","","10.1016/j.ajp.2024.104068"
