PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35562885","The Gut Microbiome in Depression and Potential Benefit of Prebiotics, Probiotics and Synbiotics: A Systematic Review of Clinical Trials and Observational Studies","Alli SR, Gorbovskaya I, Liu JCW, Kolla NJ, Brown L, Müller DJ.","Int J Mol Sci. 2022 Apr 19;23(9):4494. doi: 10.3390/ijms23094494.","Alli SR","Int J Mol Sci","2022","2022/05/14","PMC9101152","","10.3390/ijms23094494"
"35743087","Drugs, Guts, Brains, but Not Rock and Roll: The Need to Consider the Role of Gut Microbiota in Contemporary Mental Health and Wellness of Emerging Adults","Lee JE, Walton D, O'Connor CP, Wammes M, Burton JP, Osuch EA.","Int J Mol Sci. 2022 Jun 14;23(12):6643. doi: 10.3390/ijms23126643.","Lee JE","Int J Mol Sci","2022","2022/06/24","PMC9223871","","10.3390/ijms23126643"
"35831877","The gut-liver axis in sepsis: interaction mechanisms and therapeutic potential","Zhang X, Liu H, Hashimoto K, Yuan S, Zhang J.","Crit Care. 2022 Jul 13;26(1):213. doi: 10.1186/s13054-022-04090-1.","Zhang X","Crit Care","2022","2022/07/13","PMC9277879","","10.1186/s13054-022-04090-1"
"36458229","Gut-Brain Axis, Neurodegeneration and Mental Health: A Personalized Medicine Perspective","Chunduri A, Reddy SDM, Jahanavi M, Reddy CN.","Indian J Microbiol. 2022 Dec;62(4):505-515. doi: 10.1007/s12088-022-01033-w. Epub 2022 Aug 10.","Chunduri A","Indian J Microbiol","2022","2022/12/02","PMC9705676","","10.1007/s12088-022-01033-w"
"35508109","Microbiota alterations in proline metabolism impact depression","Mayneris-Perxachs J, Castells-Nobau A, Arnoriaga-Rodríguez M, Martin M, de la Vega-Correa L, Zapata C, Burokas A, Blasco G, Coll C, Escrichs A, Biarnés C, Moreno-Navarrete JM, Puig J, Garre-Olmo J, Ramos R, Pedraza S, Brugada R, Vilanova JC, Serena J, Gich J, Ramió-Torrentà L, Pérez-Brocal V, Moya A, Pamplona R, Sol J, Jové M, Ricart W, Portero-Otin M, Deco G, Maldonado R, Fernández-Real JM.","Cell Metab. 2022 May 3;34(5):681-701.e10. doi: 10.1016/j.cmet.2022.04.001.","Mayneris-Perxachs J","Cell Metab","2022","2022/05/04","","","10.1016/j.cmet.2022.04.001"
"35157987","Brain-spleen axis in health and diseases: A review and future perspective","Wei Y, Wang T, Liao L, Fan X, Chang L, Hashimoto K.","Brain Res Bull. 2022 May;182:130-140. doi: 10.1016/j.brainresbull.2022.02.008. Epub 2022 Feb 12.","Wei Y","Brain Res Bull","2022","2022/02/14","","","10.1016/j.brainresbull.2022.02.008"
"36479494","Dietary supplements in neurological diseases and brain aging","Naureen Z, Dhuli K, Medori MC, Caruso P, Manganotti P, Chiurazzi P, Bertelli M.","J Prev Med Hyg. 2022 Oct 17;63(2 Suppl 3):E174-E188. doi: 10.15167/2421-4248/jpmh2022.63.2S3.2759. eCollection 2022 Jun.","Naureen Z","J Prev Med Hyg","2022","2022/12/08","PMC9710403","","10.15167/2421-4248/jpmh2022.63.2S3.2759"
"36228569","The gut microbiome, mild cognitive impairment, and probiotics: A randomized clinical trial in middle-aged and older adults","Aljumaah MR, Bhatia U, Roach J, Gunstad J, Azcarate Peril MA.","Clin Nutr. 2022 Nov;41(11):2565-2576. doi: 10.1016/j.clnu.2022.09.012. Epub 2022 Sep 28.","Aljumaah MR","Clin Nutr","2022","2022/10/13","","","10.1016/j.clnu.2022.09.012"
"35565888","The Role of the Microbiome-Brain-Gut Axis in the Pathogenesis of Depressive Disorder","Młynarska E, Gadzinowska J, Tokarek J, Forycka J, Szuman A, Franczyk B, Rysz J.","Nutrients. 2022 May 4;14(9):1921. doi: 10.3390/nu14091921.","Młynarska E","Nutrients","2022","2022/05/14","PMC9105444","","10.3390/nu14091921"
"34750307","Microbiota-targeted interventions for mental health","Berding K, Cryan JF.","Curr Opin Psychiatry. 2022 Jan 1;35(1):3-9. doi: 10.1097/YCO.0000000000000758.","Berding K","Curr Opin Psychiatry","2022","2021/11/09","PMC8654258","","10.1097/YCO.0000000000000758"
"36039924","The anti-inflammatory effects of a Mediterranean diet: a review","Itsiopoulos C, Mayr HL, Thomas CJ.","Curr Opin Clin Nutr Metab Care. 2022 Nov 1;25(6):415-422. doi: 10.1097/MCO.0000000000000872. Epub 2022 Aug 30.","Itsiopoulos C","Curr Opin Clin Nutr Metab Care","2022","2022/08/30","","","10.1097/MCO.0000000000000872"
"38827186","Gut microbiota and psychiatric disorders","Jaiswal S, Bag A, Bhandari SS.","Open J Psychiatry Allied Sci. 2022 Jul-Dec;13(2):90-93. doi: 10.5958/2394-2061.2022.00016.7. Epub 2024 Feb 28.","Jaiswal S","Open J Psychiatry Allied Sci","2022","2024/06/03","PMC11142532","NIHMS1941040","10.5958/2394-2061.2022.00016.7"
"35713539","The effect of COVID-19 lockdown on mental health, gut microbiota composition and serum cortisol levels","Šik Novak K, Bogataj Jontez N, Kenig S, Hladnik M, Baruca Arbeiter A, Bandelj D, Černelič Bizjak M, Petelin A, Mohorko N, Jenko Pražnikar Z.","Stress. 2022 Jan;25(1):246-257. doi: 10.1080/10253890.2022.2082280.","Šik Novak K","Stress","2022","2022/06/17","","","10.1080/10253890.2022.2082280"
"36048886","Meals, Microbiota and Mental Health in Children and Adolescents (MMM-Study): A protocol for an observational longitudinal case-control study","Asbjornsdottir B, Lauth B, Fasano A, Thorsdottir I, Karlsdottir I, Gudmundsson LS, Gottfredsson M, Smarason O, Sigurdardottir S, Halldorsson TI, Marteinsson VT, Gudmundsdottir V, Birgisdottir BE.","PLoS One. 2022 Sep 1;17(9):e0273855. doi: 10.1371/journal.pone.0273855. eCollection 2022.","Asbjornsdottir B","PLoS One","2022","2022/09/01","PMC9436124","","10.1371/journal.pone.0273855"
"35276981","Effect of Probiotics on Psychiatric Symptoms and Central Nervous System Functions in Human Health and Disease: A Systematic Review and Meta-Analysis","Le Morvan de Sequeira C, Hengstberger C, Enck P, Mack I.","Nutrients. 2022 Jan 30;14(3):621. doi: 10.3390/nu14030621.","Le Morvan de Sequeira C","Nutrients","2022","2022/03/12","PMC8839125","","10.3390/nu14030621"
"36466655","Gut microbiota, pathogenic proteins and neurodegenerative diseases","Wei W, Wang S, Xu C, Zhou X, Lian X, He L, Li K.","Front Microbiol. 2022 Nov 18;13:959856. doi: 10.3389/fmicb.2022.959856. eCollection 2022.","Wei W","Front Microbiol","2022","2022/12/05","PMC9715766","","10.3389/fmicb.2022.959856"
"35889175","Impact of Environmental Pollutants on Gut Microbiome and Mental Health via the Gut-Brain Axis","Singh S, Sharma P, Pal N, Kumawat M, Shubham S, Sarma DK, Tiwari RR, Kumar M, Nagpal R.","Microorganisms. 2022 Jul 19;10(7):1457. doi: 10.3390/microorganisms10071457.","Singh S","Microorganisms","2022","2022/07/27","PMC9317668","","10.3390/microorganisms10071457"
"36432461","The Effects of Walnuts and Academic Stress on Mental Health, General Well-Being and the Gut Microbiota in a Sample of University Students: A Randomised Clinical Trial","Herselman MF, Bailey S, Deo P, Zhou XF, Gunn KM, Bobrovskaya L.","Nutrients. 2022 Nov 11;14(22):4776. doi: 10.3390/nu14224776.","Herselman MF","Nutrients","2022","2022/11/26","PMC9697272","","10.3390/nu14224776"
"35849305","Psychobiotics: the Influence of Gut Microbiota on the Gut-Brain Axis in Neurological Disorders","Oroojzadeh P, Bostanabad SY, Lotfi H.","J Mol Neurosci. 2022 Sep;72(9):1952-1964. doi: 10.1007/s12031-022-02053-3. Epub 2022 Jul 18.","Oroojzadeh P","J Mol Neurosci","2022","2022/07/18","PMC9289355","","10.1007/s12031-022-02053-3"
"36542917","Gut microbiota and its roles in the pathogenesis and therapy of endocrine system diseases","Wu Z, Tian E, Chen Y, Dong Z, Peng Q.","Microbiol Res. 2023 Mar;268:127291. doi: 10.1016/j.micres.2022.127291. Epub 2022 Dec 18.","Wu Z","Microbiol Res","2023","2022/12/21","","","10.1016/j.micres.2022.127291"
"36244525","Combined oral contraceptives and mental health: Are adolescence and the gut-brain axis the missing links?","Kheloui S, Smith A, Ismail N.","Front Neuroendocrinol. 2023 Jan;68:101041. doi: 10.1016/j.yfrne.2022.101041. Epub 2022 Oct 14.","Kheloui S","Front Neuroendocrinol","2023","2022/10/16","","","10.1016/j.yfrne.2022.101041"
"35892042","Marked shifts in gut microbial structure and neurotransmitter metabolism in fresh inmates revealed a close link between gut microbiota and mental health: A case-controlled study","Duan Y, Wu X, Yang Y, Gu L, Liu L, Yang Y, Zhou J, Wu C, Jin F.","Int J Clin Health Psychol. 2022 Sep-Dec;22(3):100323. doi: 10.1016/j.ijchp.2022.100323. Epub 2022 Jul 13.","Duan Y","Int J Clin Health Psychol","2022","2022/07/27","PMC9289638","","10.1016/j.ijchp.2022.100323"
"35153869","The Role of the Oral Microbiota Related to Periodontal Diseases in Anxiety, Mood and Trauma- and Stress-Related Disorders","Martínez M, Postolache TT, García-Bueno B, Leza JC, Figuero E, Lowry CA, Malan-Müller S.","Front Psychiatry. 2022 Jan 27;12:814177. doi: 10.3389/fpsyt.2021.814177. eCollection 2021.","Martínez M","Front Psychiatry","2022","2022/02/14","PMC8833739","","10.3389/fpsyt.2021.814177"
"35345829","Curcumin Alleviates DSS-Induced Anxiety-Like Behaviors via the Microbial-Brain-Gut Axis","Zhang F, Zhou Y, Chen H, Jiang H, Zhou F, Lv B, Xu M.","Oxid Med Cell Longev. 2022 Mar 18;2022:6244757. doi: 10.1155/2022/6244757. eCollection 2022.","Zhang F","Oxid Med Cell Longev","2022","2022/03/29","PMC8957039","","10.1155/2022/6244757"
"35582476","Convergent pathways of the gut microbiota-brain axis and neurodegenerative disorders","Gubert C, Gasparotto J, H Morais L.","Gastroenterol Rep (Oxf). 2022 May 16;10:goac017. doi: 10.1093/gastro/goac017. eCollection 2022.","Gubert C","Gastroenterol Rep (Oxf)","2022","2022/05/18","PMC9109005","","10.1093/gastro/goac017"
"36231182","Biodiversity Effects on Human Mental Health via Microbiota Alterations","Wong YS, Osborne NJ.","Int J Environ Res Public Health. 2022 Sep 20;19(19):11882. doi: 10.3390/ijerph191911882.","Wong YS","Int J Environ Res Public Health","2022","2022/10/14","PMC9565733","","10.3390/ijerph191911882"
"35745252","The Untapped Potential of Ginsenosides and American Ginseng Berry in Promoting Mental Health via the Gut-Brain Axis","St-Laurent T, Hammami R.","Nutrients. 2022 Jun 17;14(12):2523. doi: 10.3390/nu14122523.","St-Laurent T","Nutrients","2022","2022/06/24","PMC9227060","","10.3390/nu14122523"
"35966709","Gut microbiota dysbiosis: The potential mechanisms by which alcohol disrupts gut and brain functions","Chen G, Shi F, Yin W, Guo Y, Liu A, Shuai J, Sun J.","Front Microbiol. 2022 Jul 29;13:916765. doi: 10.3389/fmicb.2022.916765. eCollection 2022.","Chen G","Front Microbiol","2022","2022/08/15","PMC9372561","","10.3389/fmicb.2022.916765"
"34654024","Associations Between the Gut Microbiota and Internalizing Behaviors in Preschool Children","van de Wouw M, Wang Y, Workentine ML, Vaghef-Mehrabani E, Dewey D, Reimer RA, Tomfohr-Madsen L, Giesbrecht GF.","Psychosom Med. 2022 Feb-Mar 01;84(2):159-169. doi: 10.1097/PSY.0000000000001026.","van de Wouw M","Psychosom Med","2022","2021/10/15","","","10.1097/PSY.0000000000001026"
"36211431","Maternal gut microbiota during pregnancy and the composition of immune cells in infancy","Gao Y, O'Hely M, Quinn TP, Ponsonby AL, Harrison LC, Frøkiær H, Tang MLK, Brix S, Kristiansen K, Burgner D, Saffery R, Ranganathan S, Collier F, Vuillermin P.","Front Immunol. 2022 Sep 21;13:986340. doi: 10.3389/fimmu.2022.986340. eCollection 2022.","Gao Y","Front Immunol","2022","2022/10/10","PMC9535361","","10.3389/fimmu.2022.986340"
"35456813","The Gut Microbiome May Help Address Mental Health Disparities in Hispanics: A Narrative Review","Vera-Urbina F, Dos Santos-Torres MF, Godoy-Vitorino F, Torres-Hernández BA.","Microorganisms. 2022 Mar 31;10(4):763. doi: 10.3390/microorganisms10040763.","Vera-Urbina F","Microorganisms","2022","2022/04/23","PMC9029366","","10.3390/microorganisms10040763"
"36139496","Multi-Strain Probiotic Mixture Affects Brain Morphology and Resting State Brain Function in Healthy Subjects: An RCT","Rode J, Edebol Carlman HMT, König J, Hutchinson AN, Thunberg P, Persson J, Brummer RJ.","Cells. 2022 Sep 19;11(18):2922. doi: 10.3390/cells11182922.","Rode J","Cells","2022","2022/09/23","PMC9496704","","10.3390/cells11182922"
"35050172","Gut Microbiota Metabolites in Major Depressive Disorder-Deep Insights into Their Pathophysiological Role and Potential Translational Applications","Ortega MA, Alvarez-Mon MA, García-Montero C, Fraile-Martinez O, Guijarro LG, Lahera G, Monserrat J, Valls P, Mora F, Rodríguez-Jiménez R, Quintero J, Álvarez-Mon M.","Metabolites. 2022 Jan 8;12(1):50. doi: 10.3390/metabo12010050.","Ortega MA","Metabolites","2022","2022/01/20","PMC8778125","","10.3390/metabo12010050"
"35110993","Impending Mental Health Issues During Coronavirus Disease 2019 - Time for Personalized Nutrition Based on the Gut Microbiota to Tide Over the Crisis?","Dhar D.","Front Neurosci. 2022 Jan 17;15:831193. doi: 10.3389/fnins.2021.831193. eCollection 2021.","Dhar D","Front Neurosci","2022","2022/02/03","PMC8801909","","10.3389/fnins.2021.831193"
"36570854","Reviewing the role of gut microbiota in the pathogenesis of depression and exploring new therapeutic options","Han W, Wang N, Han M, Ban M, Sun T, Xu J.","Front Neurosci. 2022 Dec 8;16:1029495. doi: 10.3389/fnins.2022.1029495. eCollection 2022.","Han W","Front Neurosci","2022","2022/12/26","PMC9772619","","10.3389/fnins.2022.1029495"
"37118092","Intermittent fasting protects against Alzheimer's disease in mice by altering metabolism through remodeling of the gut microbiota","Pan RY, Zhang J, Wang J, Wang Y, Li Z, Liao Y, Liao Y, Zhang C, Liu Z, Song L, Yu J, Yuan Z.","Nat Aging. 2022 Nov;2(11):1024-1039. doi: 10.1038/s43587-022-00311-y. Epub 2022 Nov 17.","Pan RY","Nat Aging","2022","2023/04/28","","","10.1038/s43587-022-00311-y"
"36439221","Corrigendum: Gut microbiota: Linking nutrition and perinatal depression","Song J, Zhou B, Kan J, Liu G, Zhang S, Si L, Zhang X, Yang X, Ma J, Cheng J, Liu X, Yang Y.","Front Cell Infect Microbiol. 2022 Nov 11;12:1053553. doi: 10.3389/fcimb.2022.1053553. eCollection 2022.","Song J","Front Cell Infect Microbiol","2022","2022/11/28","PMC9695397","","10.3389/fcimb.2022.1053553"
"35299696","The Role of MicroRNA and Microbiota in Depression and Anxiety","Rosa JM, Formolo DA, Yu J, Lee TH, Yau SY.","Front Behav Neurosci. 2022 Mar 1;16:828258. doi: 10.3389/fnbeh.2022.828258. eCollection 2022.","Rosa JM","Front Behav Neurosci","2022","2022/03/18","PMC8921933","","10.3389/fnbeh.2022.828258"
"36440396","A genetic association study reveals the relationship between the oral microbiome and anxiety and depression symptoms","Li C, Chen Y, Wen Y, Jia Y, Cheng S, Liu L, Zhang H, Pan C, Zhang J, Zhang Z, Yang X, Meng P, Yao Y, Zhang F.","Front Psychiatry. 2022 Nov 10;13:960756. doi: 10.3389/fpsyt.2022.960756. eCollection 2022.","Li C","Front Psychiatry","2022","2022/11/28","PMC9685528","","10.3389/fpsyt.2022.960756"
"35445772","Abnormal gut microbiota and bile acids in patients with first-episode major depressive disorder and correlation analysis","Sun N, Zhang J, Wang J, Liu Z, Wang X, Kang P, Yang C, Liu P, Zhang K.","Psychiatry Clin Neurosci. 2022 Jul;76(7):321-328. doi: 10.1111/pcn.13368. Epub 2022 May 23.","Sun N","Psychiatry Clin Neurosci","2022","2022/04/21","","","10.1111/pcn.13368"
"36014798","The Effects of Physical Activity on the Gut Microbiota and the Gut-Brain Axis in Preclinical and Human Models: A Narrative Review","Cataldi S, Poli L, Şahin FN, Patti A, Santacroce L, Bianco A, Greco G, Ghinassi B, Di Baldassarre A, Fischetti F.","Nutrients. 2022 Aug 11;14(16):3293. doi: 10.3390/nu14163293.","Cataldi S","Nutrients","2022","2022/08/26","PMC9413457","","10.3390/nu14163293"
"35370947","Composition of the Gut Microbiota in Attention Deficit Hyperactivity Disorder: A Systematic Review and Meta-Analysis","Wang N, Gao X, Zhang Z, Yang L.","Front Endocrinol (Lausanne). 2022 Mar 18;13:838941. doi: 10.3389/fendo.2022.838941. eCollection 2022.","Wang N","Front Endocrinol (Lausanne)","2022","2022/04/04","PMC8972063","","10.3389/fendo.2022.838941"
"35115853","Alterations of the Gut Microbiota in Response to Total Sleep Deprivation and Recovery Sleep in Rats","Wang Z, Yuan K, Ji YB, Li SX, Shi L, Wang Z, Zhou XY, Bao YP, Xie W, Han Y, Shi J, Lu L, Yan W, Chen WH.","Nat Sci Sleep. 2022 Jan 25;14:121-133. doi: 10.2147/NSS.S334985. eCollection 2022.","Wang Z","Nat Sci Sleep","2022","2022/02/04","PMC8800865","","10.2147/NSS.S334985"
"35433746","Guts Imbalance Imbalances the Brain: A Review of Gut Microbiota Association With Neurological and Psychiatric Disorders","Mitrea L, Nemeş SA, Szabo K, Teleky BE, Vodnar DC.","Front Med (Lausanne). 2022 Mar 31;9:813204. doi: 10.3389/fmed.2022.813204. eCollection 2022.","Mitrea L","Front Med (Lausanne)","2022","2022/04/18","PMC9009523","","10.3389/fmed.2022.813204"
"35041424","Ancestral Food Sources Rich in Polyphenols, Their Metabolism, and the Potential Influence of Gut Microbiota in the Management of Depression and Anxiety","Álvarez SA, Rocha-Guzmán NE, González-Laredo RF, Gallegos-Infante JA, Moreno-Jiménez MR, Bravo-Muñoz M.","J Agric Food Chem. 2022 Feb 2;70(4):944-956. doi: 10.1021/acs.jafc.1c06151. Epub 2022 Jan 18.","Álvarez SA","J Agric Food Chem","2022","2022/01/18","","","10.1021/acs.jafc.1c06151"
"34480631","Microglial depletion and abnormalities in gut microbiota composition and short-chain fatty acids in mice after repeated administration of colony stimulating factor 1 receptor inhibitor PLX5622","Yang Y, Ishima T, Wan X, Wei Y, Chang L, Zhang J, Qu Y, Hashimoto K.","Eur Arch Psychiatry Clin Neurosci. 2022 Apr;272(3):483-495. doi: 10.1007/s00406-021-01325-0. Epub 2021 Sep 4.","Yang Y","Eur Arch Psychiatry Clin Neurosci","2022","2021/09/04","","","10.1007/s00406-021-01325-0"
"35634468","The Microbiome and Gut Endocannabinoid System in the Regulation of Stress Responses and Metabolism","Srivastava RK, Lutz B, Ruiz de Azua I.","Front Cell Neurosci. 2022 May 11;16:867267. doi: 10.3389/fncel.2022.867267. eCollection 2022.","Srivastava RK","Front Cell Neurosci","2022","2022/05/31","PMC9130962","","10.3389/fncel.2022.867267"
"36160716","A Minireview Exploring the Interplay of the Muscle-Gut-Brain (MGB) Axis to Improve Knowledge on Mental Disorders: Implications for Clinical Neuroscience Research and Therapeutics","Cammisuli DM, Fusi J, Scarfò G, Daniele S, Castelnuovo G, Franzoni F.","Oxid Med Cell Longev. 2022 Sep 15;2022:8806009. doi: 10.1155/2022/8806009. eCollection 2022.","Cammisuli DM","Oxid Med Cell Longev","2022","2022/09/26","PMC9499796","","10.1155/2022/8806009"
"35157946","Stressful events induce long-term gut microbiota dysbiosis and associated post-traumatic stress symptoms in healthcare workers fighting against COVID-19","Gao F, Guo R, Ma Q, Li Y, Wang W, Fan Y, Ju Y, Zhao B, Gao Y, Qian L, Yang Z, He X, Jin X, Liu Y, Peng Y, Chen C, Chen Y, Gao C, Zhu F, Ma X.","J Affect Disord. 2022 Apr 15;303:187-195. doi: 10.1016/j.jad.2022.02.024. Epub 2022 Feb 12.","Gao F","J Affect Disord","2022","2022/02/14","PMC8837476","","10.1016/j.jad.2022.02.024"
"35276927","One Giant Leap from Mouse to Man: The Microbiota-Gut-Brain Axis in Mood Disorders and Translational Challenges Moving towards Human Clinical Trials","Forssten SD, Ouwehand AC, Griffin SM, Patterson E.","Nutrients. 2022 Jan 27;14(3):568. doi: 10.3390/nu14030568.","Forssten SD","Nutrients","2022","2022/03/12","PMC8840472","","10.3390/nu14030568"
"35303781","Anorexia nervosa and gut microbiome: implications for weight change and novel treatments","Wei Y, Peng S, Lian C, Kang Q, Chen J.","Expert Rev Gastroenterol Hepatol. 2022 Apr;16(4):321-332. doi: 10.1080/17474124.2022.2056017. Epub 2022 Mar 22.","Wei Y","Expert Rev Gastroenterol Hepatol","2022","2022/03/19","","","10.1080/17474124.2022.2056017"
"35085752","(R)-ketamine ameliorates demyelination and facilitates remyelination in cuprizone-treated mice: A role of gut-microbiota-brain axis","Wang X, Chang L, Wan X, Tan Y, Qu Y, Shan J, Yang Y, Ma L, Hashimoto K.","Neurobiol Dis. 2022 Apr;165:105635. doi: 10.1016/j.nbd.2022.105635. Epub 2022 Jan 25.","Wang X","Neurobiol Dis","2022","2022/01/27","","","10.1016/j.nbd.2022.105635"
"35279596","Targeting NLRP3 inflammasome modulates gut microbiota, attenuates corticospinal tract injury and ameliorates neurobehavioral deficits after intracerebral hemorrhage in mice","Xiao L, Zheng H, Li J, Zeng M, He D, Liang J, Sun K, Luo Y, Li F, Ping B, Yuan W, Zhou H, Wang Q, Sun H.","Biomed Pharmacother. 2022 May;149:112797. doi: 10.1016/j.biopha.2022.112797. Epub 2022 Mar 10.","Xiao L","Biomed Pharmacother","2022","2022/03/13","","","10.1016/j.biopha.2022.112797"
"36140263","Alterations of the Composition and Neurometabolic Profile of Human Gut Microbiota in Major Depressive Disorder","Kovtun AS, Averina OV, Angelova IY, Yunes RA, Zorkina YA, Morozova AY, Pavlichenko AV, Syunyakov TS, Karpenko OA, Kostyuk GP, Danilenko VN.","Biomedicines. 2022 Sep 2;10(9):2162. doi: 10.3390/biomedicines10092162.","Kovtun AS","Biomedicines","2022","2022/09/23","PMC9496097","","10.3390/biomedicines10092162"
"34357554","Immune-microbiome interplay and its implications in neurodegenerative disorders","Uniyal A, Tiwari V, Rani M, Tiwari V.","Metab Brain Dis. 2022 Jan;37(1):17-37. doi: 10.1007/s11011-021-00807-3. Epub 2021 Aug 6.","Uniyal A","Metab Brain Dis","2022","2021/08/06","","","10.1007/s11011-021-00807-3"
"36334762","Are neuromodulation interventions associated with changes in the gut microbiota? A systematic review","Korenblik V, Brouwer ME, Korosi A, Denys D, Bockting CLH, Brul S, Lok A.","Neuropharmacology. 2023 Feb 1;223:109318. doi: 10.1016/j.neuropharm.2022.109318. Epub 2022 Nov 9.","Korenblik V","Neuropharmacology","2023","2022/11/05","","","10.1016/j.neuropharm.2022.109318"
"36056574","A Pilot Study of the Gut Microbiota Associated With Depressive Symptoms and Sleep Disturbance Among Chinese and Korean Immigrants in the United States","Hope C, Shen N, Zhang W, Noh HI, Hertzberg VS, Kim S, Bai J.","Biol Res Nurs. 2023 Jan;25(1):150-160. doi: 10.1177/10998004221124273. Epub 2022 Sep 2.","Hope C","Biol Res Nurs","2023","2022/09/03","PMC10068504","","10.1177/10998004221124273"
"35631301","Anthocyanins in Chronic Diseases: The Power of Purple","Panchal SK, John OD, Mathai ML, Brown L.","Nutrients. 2022 May 23;14(10):2161. doi: 10.3390/nu14102161.","Panchal SK","Nutrients","2022","2022/05/28","PMC9142943","","10.3390/nu14102161"
"35654260","Special issue on ""Brain-body communication in health and diseases""","Hashimoto K, Yang C.","Brain Res Bull. 2022 Aug;186:47-49. doi: 10.1016/j.brainresbull.2022.05.014. Epub 2022 May 30.","Hashimoto K","Brain Res Bull","2022","2022/06/02","","","10.1016/j.brainresbull.2022.05.014"
