PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31628992","Exercise, diet and stress as modulators of gut microbiota: Implications for neurodegenerative diseases","Gubert C, Kong G, Renoir T, Hannan AJ.","Neurobiol Dis. 2020 Feb;134:104621. doi: 10.1016/j.nbd.2019.104621. Epub 2019 Oct 16.","Gubert C","Neurobiol Dis","2020","2019/10/20","","","10.1016/j.nbd.2019.104621"
"31154909","Unravelled facets of milk derived opioid peptides: a focus on gut physiology, fractures and obesity","Aslam H, Ruusunen A, Berk M, Loughman A, Rivera L, Pasco JA, Jacka FN.","Int J Food Sci Nutr. 2020 Feb;71(1):36-49. doi: 10.1080/09637486.2019.1614540. Epub 2019 Jun 3.","Aslam H","Int J Food Sci Nutr","2020","2019/06/04","","","10.1080/09637486.2019.1614540"
"31704402","Naturally-diverse airborne environmental microbial exposures modulate the gut microbiome and may provide anxiolytic benefits in mice","Liddicoat C, Sydnor H, Cando-Dumancela C, Dresken R, Liu J, Gellie NJC, Mills JG, Young JM, Weyrich LS, Hutchinson MR, Weinstein P, Breed MF.","Sci Total Environ. 2020 Jan 20;701:134684. doi: 10.1016/j.scitotenv.2019.134684. Epub 2019 Oct 28.","Liddicoat C","Sci Total Environ","2020","2019/11/10","","","10.1016/j.scitotenv.2019.134684"
"31821833","The connection between microbiome and schizophrenia","Golofast B, Vales K.","Neurosci Biobehav Rev. 2020 Jan;108:712-731. doi: 10.1016/j.neubiorev.2019.12.011. Epub 2019 Dec 9.","Golofast B","Neurosci Biobehav Rev","2020","2019/12/11","","","10.1016/j.neubiorev.2019.12.011"
"31726457","Gut Microbiota: A Perspective for Psychiatrists","Rea K, Dinan TG, Cryan JF.","Neuropsychobiology. 2020;79(1):50-62. doi: 10.1159/000504495. Epub 2019 Nov 14.","Rea K","Neuropsychobiology","2020","2019/11/15","","","10.1159/000504495"
"31722343","The Gut Microbiome in Bipolar Disorder and Pharmacotherapy Management","Flowers SA, Ward KM, Clark CT.","Neuropsychobiology. 2020;79(1):43-49. doi: 10.1159/000504496. Epub 2019 Nov 13.","Flowers SA","Neuropsychobiology","2020","2019/11/14","","","10.1159/000504496"
"31539679","Antibiotic-induced microbiome depletion is associated with resilience in mice after chronic social defeat stress","Wang S, Qu Y, Chang L, Pu Y, Zhang K, Hashimoto K.","J Affect Disord. 2020 Jan 1;260:448-457. doi: 10.1016/j.jad.2019.09.064. Epub 2019 Sep 13.","Wang S","J Affect Disord","2020","2019/09/21","","","10.1016/j.jad.2019.09.064"
"31870331","The chemo-gut study: investigating the long-term effects of chemotherapy on gut microbiota, metabolic, immune, psychological and cognitive parameters in young adult Cancer survivors; study protocol","Deleemans JM, Chleilat F, Reimer RA, Henning JW, Baydoun M, Piedalue KA, McLennan A, Carlson LE.","BMC Cancer. 2019 Dec 23;19(1):1243. doi: 10.1186/s12885-019-6473-8.","Deleemans JM","BMC Cancer","2019","2019/12/25","PMC6927187","","10.1186/s12885-019-6473-8"
"31683191","Delivery to the gut microbiota: A rapidly proliferating research field","Seifert A, Kashi Y, Livney YD.","Adv Colloid Interface Sci. 2019 Dec;274:102038. doi: 10.1016/j.cis.2019.102038. Epub 2019 Oct 18.","Seifert A","Adv Colloid Interface Sci","2019","2019/11/05","","","10.1016/j.cis.2019.102038"
"31493127","Probiotics and Psychobiotics: the Role of Microbial Neurochemicals","Oleskin AV, Shenderov BA.","Probiotics Antimicrob Proteins. 2019 Dec;11(4):1071-1085. doi: 10.1007/s12602-019-09583-0.","Oleskin AV","Probiotics Antimicrob Proteins","2019","2019/09/08","","","10.1007/s12602-019-09583-0"
"30523432","Obesity and mental health improvement following nutritional education focusing on gut microbiota composition in Japanese women: a randomised controlled trial","Uemura M, Hayashi F, Ishioka K, Ihara K, Yasuda K, Okazaki K, Omata J, Suzutani T, Hirakawa Y, Chiang C, Aoyama A, Ohira T.","Eur J Nutr. 2019 Dec;58(8):3291-3302. doi: 10.1007/s00394-018-1873-0. Epub 2018 Dec 6.","Uemura M","Eur J Nutr","2019","2018/12/08","","","10.1007/s00394-018-1873-0"
"31377365","A possible role for pollutants in mental disorders via gut microbiota","Moulin TC, van Egmond LT.","Sci Total Environ. 2019 Nov 25;693:133639. doi: 10.1016/j.scitotenv.2019.133639. Epub 2019 Jul 27.","Moulin TC","Sci Total Environ","2019","2019/08/05","","","10.1016/j.scitotenv.2019.133639"
"31568686","The role of the brain-gut-microbiota axis in psychology: The importance of considering gut microbiota in the development, perpetuation, and treatment of psychological disorders","Ganci M, Suleyman E, Butt H, Ball M.","Brain Behav. 2019 Nov;9(11):e01408. doi: 10.1002/brb3.1408. Epub 2019 Sep 30.","Ganci M","Brain Behav","2019","2019/10/01","PMC6851798","","10.1002/brb3.1408"
"31736803","Gut Microbiota in Bipolar Depression and Its Relationship to Brain Function: An Advanced Exploration","Lu Q, Lai J, Lu H, Ng C, Huang T, Zhang H, Ding K, Wang Z, Jiang J, Hu J, Lu J, Lu S, Mou T, Wang D, Du Y, Xi C, Lyu H, Chen J, Xu Y, Liu Z, Hu S.","Front Psychiatry. 2019 Oct 29;10:784. doi: 10.3389/fpsyt.2019.00784. eCollection 2019.","Lu Q","Front Psychiatry","2019","2019/11/19","PMC6828946","","10.3389/fpsyt.2019.00784"
"31709198","Characteristics of Gut Microbiota in Patients With Rheumatoid Arthritis in Shanghai, China","Sun Y, Chen Q, Lin P, Xu R, He D, Ji W, Bian Y, Shen Y, Li Q, Liu C, Dong K, Tang YW, Pei Z, Yang L, Lu H, Guo X, Xiao L.","Front Cell Infect Microbiol. 2019 Oct 23;9:369. doi: 10.3389/fcimb.2019.00369. eCollection 2019.","Sun Y","Front Cell Infect Microbiol","2019","2019/11/12","PMC6819506","","10.3389/fcimb.2019.00369"
"31662903","Are Nonnutritive Sweeteners Obesogenic? Associations between Diet, Faecal Microbiota, and Short-Chain Fatty Acids in Morbidly Obese Subjects","Farup PG, Lydersen S, Valeur J.","J Obes. 2019 Oct 1;2019:4608315. doi: 10.1155/2019/4608315. eCollection 2019.","Farup PG","J Obes","2019","2019/10/31","PMC6791210","","10.1155/2019/4608315"
"31488882","Sodium oligomannate therapeutically remodels gut microbiota and suppresses gut bacterial amino acids-shaped neuroinflammation to inhibit Alzheimer's disease progression","Wang X, Sun G, Feng T, Zhang J, Huang X, Wang T, Xie Z, Chu X, Yang J, Wang H, Chang S, Gong Y, Ruan L, Zhang G, Yan S, Lian W, Du C, Yang D, Zhang Q, Lin F, Liu J, Zhang H, Ge C, Xiao S, Ding J, Geng M.","Cell Res. 2019 Oct;29(10):787-803. doi: 10.1038/s41422-019-0216-x. Epub 2019 Sep 6.","Wang X","Cell Res","2019","2019/09/07","PMC6796854","","10.1038/s41422-019-0216-x"
"31330299","Monocyte mobilisation, microbiota & mental illness","van de Wouw M, Boehme M, Dinan TG, Cryan JF.","Brain Behav Immun. 2019 Oct;81:74-91. doi: 10.1016/j.bbi.2019.07.019. Epub 2019 Jul 19.","van de Wouw M","Brain Behav Immun","2019","2019/07/23","","","10.1016/j.bbi.2019.07.019"
"31260640","Microbiota-gut brain axis involvement in neuropsychiatric disorders","Iannone LF, Preda A, Blottière HM, Clarke G, Albani D, Belcastro V, Carotenuto M, Cattaneo A, Citraro R, Ferraris C, Ronchi F, Luongo G, Santocchi E, Guiducci L, Baldelli P, Iannetti P, Pedersen S, Petretto A, Provasi S, Selmer K, Spalice A, Tagliabue A, Verrotti A, Segata N, Zimmermann J, Minetti C, Mainardi P, Giordano C, Sisodiya S, Zara F, Russo E, Striano P.","Expert Rev Neurother. 2019 Oct;19(10):1037-1050. doi: 10.1080/14737175.2019.1638763. Epub 2019 Jul 11.","Iannone LF","Expert Rev Neurother","2019","2019/07/02","","","10.1080/14737175.2019.1638763"
"31215725","Rapid-acting antidepressant ketamine, its metabolites and other candidates: A historical overview and future perspective","Hashimoto K.","Psychiatry Clin Neurosci. 2019 Oct;73(10):613-627. doi: 10.1111/pcn.12902. Epub 2019 Jul 11.","Hashimoto K","Psychiatry Clin Neurosci","2019","2019/06/20","PMC6851782","","10.1111/pcn.12902"
"31646148","Gut microbial metabolites in depression: understanding the biochemical mechanisms","Caspani G, Kennedy S, Foster JA, Swann J.","Microb Cell. 2019 Sep 27;6(10):454-481. doi: 10.15698/mic2019.10.693.","Caspani G","Microb Cell","2019","2019/10/25","PMC6780009","","10.15698/mic2019.10.693"
"31530799","Abnormal composition of gut microbiota is associated with resilience versus susceptibility to inescapable electric stress","Zhang K, Fujita Y, Chang L, Qu Y, Pu Y, Wang S, Shirayama Y, Hashimoto K.","Transl Psychiatry. 2019 Sep 17;9(1):231. doi: 10.1038/s41398-019-0571-x.","Zhang K","Transl Psychiatry","2019","2019/09/19","PMC6748977","","10.1038/s41398-019-0571-x"
"31479418","Antibiotic-induced microbiome depletion protects against MPTP-induced dopaminergic neurotoxicity in the brain","Pu Y, Chang L, Qu Y, Wang S, Zhang K, Hashimoto K.","Aging (Albany NY). 2019 Sep 3;11(17):6915-6929. doi: 10.18632/aging.102221. Epub 2019 Sep 3.","Pu Y","Aging (Albany NY)","2019","2019/09/04","PMC6756889","","10.18632/aging.102221"
"31383280","Improving Mental Health for the Mother-Infant Dyad by Nutrition and the Maternal Gut Microbiome","Bernabé BP, Tussing-Humphreys L, Rackers HS, Welke L, Mantha A, Kimmel MC.","Gastroenterol Clin North Am. 2019 Sep;48(3):433-445. doi: 10.1016/j.gtc.2019.04.007.","Bernabé BP","Gastroenterol Clin North Am","2019","2019/08/07","","","10.1016/j.gtc.2019.04.007"
"31356838","Diet and Alzheimer's dementia - Nutritional approach to modulate inflammation","Szczechowiak K, Diniz BS, Leszek J.","Pharmacol Biochem Behav. 2019 Sep;184:172743. doi: 10.1016/j.pbb.2019.172743. Epub 2019 Jul 26.","Szczechowiak K","Pharmacol Biochem Behav","2019","2019/07/30","","","10.1016/j.pbb.2019.172743"
"31124390","Fecal microbiota transplantation from chronic unpredictable mild stress mice donors affects anxiety-like and depression-like behavior in recipient mice via the gut microbiota-inflammation-brain axis","Li N, Wang Q, Wang Y, Sun A, Lin Y, Jin Y, Li X.","Stress. 2019 Sep;22(5):592-602. doi: 10.1080/10253890.2019.1617267. Epub 2019 May 24.","Li N","Stress","2019","2019/05/25","","","10.1080/10253890.2019.1617267"
"31405122","Health Benefits of Lactobacillus gasseri CP2305 Tablets in Young Adults Exposed to Chronic Stress: A Randomized, Double-Blind, Placebo-Controlled Study","Nishida K, Sawada D, Kuwano Y, Tanaka H, Rokutan K.","Nutrients. 2019 Aug 10;11(8):1859. doi: 10.3390/nu11081859.","Nishida K","Nutrients","2019","2019/08/14","PMC6723420","","10.3390/nu11081859"
"31377712","Biopsychosocial model of resilience in young adults with multiple sclerosis (BPS-ARMS): an observational study protocol exploring psychological reactions early after diagnosis","Gajofatto A, Donisi V, Busch IM, Gobbin F, Butturini E, Calabrese M, Carcereri de Prati A, Cesari P, Del Piccolo L, Donadelli M, Fabene P, Fochi S, Gomez-Lira M, Magliozzi R, Malerba G, Mariotti R, Mariotto S, Milanese C, Romanelli MG, Sbarbati A, Schena F, Mazzi MA, Rimondini M.","BMJ Open. 2019 Aug 2;9(8):e030469. doi: 10.1136/bmjopen-2019-030469.","Gajofatto A","BMJ Open","2019","2019/08/05","PMC6687017","","10.1136/bmjopen-2019-030469"
"31132457","Gut microbiota composition is associated with temperament traits in infants","Aatsinki AK, Lahti L, Uusitupa HM, Munukka E, Keskitalo A, Nolvi S, O'Mahony S, Pietilä S, Elo LL, Eerola E, Karlsson H, Karlsson L.","Brain Behav Immun. 2019 Aug;80:849-858. doi: 10.1016/j.bbi.2019.05.035. Epub 2019 May 24.","Aatsinki AK","Brain Behav Immun","2019","2019/05/28","","","10.1016/j.bbi.2019.05.035"
"31341063","The gut microbiota influences skeletal muscle mass and function in mice","Lahiri S, Kim H, Garcia-Perez I, Reza MM, Martin KA, Kundu P, Cox LM, Selkrig J, Posma JM, Zhang H, Padmanabhan P, Moret C, Gulyás B, Blaser MJ, Auwerx J, Holmes E, Nicholson J, Wahli W, Pettersson S.","Sci Transl Med. 2019 Jul 24;11(502):eaan5662. doi: 10.1126/scitranslmed.aan5662.","Lahiri S","Sci Transl Med","2019","2019/07/26","PMC7501733","NIHMS1626350","10.1126/scitranslmed.aan5662"
"31380217","Gut Microbiota Changes in Patients with Bipolar Depression","Hu S, Li A, Huang T, Lai J, Li J, Sublette ME, Lu H, Lu Q, Du Y, Hu Z, Ng CH, Zhang H, Lu J, Mou T, Lu S, Wang D, Duan J, Hu J, Huang M, Wei N, Zhou W, Ruan L, Li MD, Xu Y.","Adv Sci (Weinh). 2019 May 15;6(14):1900752. doi: 10.1002/advs.201900752. eCollection 2019 Jul 17.","Hu S","Adv Sci (Weinh)","2019","2019/08/06","PMC6662053","","10.1002/advs.201900752"
"31302116","Stress-induced disturbances along the gut microbiota-immune-brain axis and implications for mental health: Does sex matter?","Audet MC.","Front Neuroendocrinol. 2019 Jul;54:100772. doi: 10.1016/j.yfrne.2019.100772. Epub 2019 Jul 11.","Audet MC","Front Neuroendocrinol","2019","2019/07/15","","","10.1016/j.yfrne.2019.100772"
"31218116","A 12-Week Pilot Exercise Program for Inactive Adults With Celiac Disease: Study Protocol","Dowd AJ, Kronlund L, Parmar C, Daun JT, Wytsma-Fisher K, Reimer RA, Millet GY, Culos-Reed SN.","Glob Adv Health Med. 2019 Jun 11;8:2164956119853777. doi: 10.1177/2164956119853777. eCollection 2019.","Dowd AJ","Glob Adv Health Med","2019","2019/06/21","PMC6563390","","10.1177/2164956119853777"
"30991255","The gut-brain relationship: Investigating the effect of multispecies probiotics on anxiety in a randomized placebo-controlled trial of healthy young adults","Tran N, Zhebrak M, Yacoub C, Pelletier J, Hawley D.","J Affect Disord. 2019 Jun 1;252:271-277. doi: 10.1016/j.jad.2019.04.043. Epub 2019 Apr 8.","Tran N","J Affect Disord","2019","2019/04/17","","","10.1016/j.jad.2019.04.043"
"30680947","Abnormal composition of gut microbiota contributes to delirium-like behaviors after abdominal surgery in mice","Zhang J, Bi JJ, Guo GJ, Yang L, Zhu B, Zhan GF, Li S, Huang NN, Hashimoto K, Yang C, Luo AL.","CNS Neurosci Ther. 2019 Jun;25(6):685-696. doi: 10.1111/cns.13103. Epub 2019 Jan 24.","Zhang J","CNS Neurosci Ther","2019","2019/01/26","PMC6515708","","10.1111/cns.13103"
"31179435","Effects of regulating intestinal microbiota on anxiety symptoms: A systematic review","Yang B, Wei J, Ju P, Chen J.","Gen Psychiatr. 2019 May 17;32(2):e100056. doi: 10.1136/gpsych-2019-100056. eCollection 2019.","Yang B","Gen Psychiatr","2019","2019/06/11","PMC6551444","","10.1136/gpsych-2019-100056"
"31083360","A Systematic Review of the Role of Prebiotics and Probiotics in Autism Spectrum Disorders","Ng QX, Loke W, Venkatanarayanan N, Lim DY, Soh AYS, Yeo WS.","Medicina (Kaunas). 2019 May 10;55(5):129. doi: 10.3390/medicina55050129.","Ng QX","Medicina (Kaunas)","2019","2019/05/15","PMC6571640","","10.3390/medicina55050129"
"31053995","Gender specific decrease of a set of circulating N-acylphosphatidyl ethanolamines (NAPEs) in the plasma of Parkinson's disease patients","Hamid Z, Basit A, Pontis S, Piras F, Assogna F, Bossù P, Pontieri FE, Stefani A, Spalletta G, Franceschi P, Reggiani A, Armirotti A.","Metabolomics. 2019 May 3;15(5):74. doi: 10.1007/s11306-019-1536-z.","Hamid Z","Metabolomics","2019","2019/05/05","PMC6499742","","10.1007/s11306-019-1536-z"
"30900006","Microbe and host interaction in gastrointestinal homeostasis","Horne R, St Pierre J, Odeh S, Surette M, Foster JA.","Psychopharmacology (Berl). 2019 May;236(5):1623-1640. doi: 10.1007/s00213-019-05218-y. Epub 2019 Mar 21.","Horne R","Psychopharmacology (Berl)","2019","2019/03/23","PMC6599184","","10.1007/s00213-019-05218-y"
"30718848","The neuroactive potential of the human gut microbiota in quality of life and depression","Valles-Colomer M, Falony G, Darzi Y, Tigchelaar EF, Wang J, Tito RY, Schiweck C, Kurilshikov A, Joossens M, Wijmenga C, Claes S, Van Oudenhove L, Zhernakova A, Vieira-Silva S, Raes J.","Nat Microbiol. 2019 Apr;4(4):623-632. doi: 10.1038/s41564-018-0337-x. Epub 2019 Feb 4.","Valles-Colomer M","Nat Microbiol","2019","2019/02/06","","","10.1038/s41564-018-0337-x"
"30499231","Effect of probiotic interventions on depressive symptoms: A narrative review evaluating systematic reviews","Nadeem I, Rahman MZ, Ad-Dab'bagh Y, Akhtar M.","Psychiatry Clin Neurosci. 2019 Apr;73(4):154-162. doi: 10.1111/pcn.12804. Epub 2019 Jan 6.","Nadeem I","Psychiatry Clin Neurosci","2019","2018/12/01","","","10.1111/pcn.12804"
"30525951","Bifidobacterium infantis M-63 improves mental health in victims with irritable bowel syndrome developed after a major flood disaster","Ma ZF, Yusof N, Hamid N, Lawenko RM, Mohammad WMZW, Liong MT, Sugahara H, Odamaki T, Xiao J, Lee YY.","Benef Microbes. 2019 Mar 13;10(2):111-120. doi: 10.3920/BM2018.0008. Epub 2018 Dec 10.","Ma ZF","Benef Microbes","2019","2018/12/12","","","10.3920/BM2018.0008"
"30826885","The Relationship Between Perinatal Mental Health and Stress: a Review of the Microbiome","Redpath N, Rackers HS, Kimmel MC.","Curr Psychiatry Rep. 2019 Mar 2;21(3):18. doi: 10.1007/s11920-019-0998-z.","Redpath N","Curr Psychiatry Rep","2019","2019/03/04","","","10.1007/s11920-019-0998-z"
"30838027","Current Understanding of Gut Microbiota in Mood Disorders: An Update of Human Studies","Huang TT, Lai JB, Du YL, Xu Y, Ruan LM, Hu SH.","Front Genet. 2019 Feb 19;10:98. doi: 10.3389/fgene.2019.00098. eCollection 2019.","Huang TT","Front Genet","2019","2019/03/07","PMC6389720","","10.3389/fgene.2019.00098"
"30828318","Disentangling What We Know About Microbes and Mental Health","Reid G.","Front Endocrinol (Lausanne). 2019 Feb 15;10:81. doi: 10.3389/fendo.2019.00081. eCollection 2019.","Reid G","Front Endocrinol (Lausanne)","2019","2019/03/05","PMC6384226","","10.3389/fendo.2019.00081"
"30717162","Fecal Microbiota Analysis in Patients Going through a Depressive Episode during Treatment in a Psychiatric Hospital Setting","Liśkiewicz P, Pełka-Wysiecka J, Kaczmarczyk M, Łoniewski I, Wroński M, Bąba-Kubiś A, Skonieczna-Żydecka K, Marlicz W, Misiak B, Samochowiec J.","J Clin Med. 2019 Feb 1;8(2):164. doi: 10.3390/jcm8020164.","Liśkiewicz P","J Clin Med","2019","2019/02/06","PMC6407012","","10.3390/jcm8020164"
"30707176","Gut microbiota analysis and its significance in vasovagal syncope in children","Bai W, Chen S, Tang CS, Qi JG, Cui QH, Xu M, Du JB, Jin HF.","Chin Med J (Engl). 2019 Feb;132(4):411-419. doi: 10.1097/CM9.0000000000000086.","Bai W","Chin Med J (Engl)","2019","2019/02/02","PMC6595724","","10.1097/CM9.0000000000000086"
"30317530","An insight into gut microbiota and its functionalities","Adak A, Khan MR.","Cell Mol Life Sci. 2019 Feb;76(3):473-493. doi: 10.1007/s00018-018-2943-4. Epub 2018 Oct 13.","Adak A","Cell Mol Life Sci","2019","2018/10/15","","","10.1007/s00018-018-2943-4"
"30705252","Key role of gut microbiota in anhedonia-like phenotype in rodents with neuropathic pain","Yang C, Fang X, Zhan G, Huang N, Li S, Bi J, Jiang R, Yang L, Miao L, Zhu B, Luo A, Hashimoto K.","Transl Psychiatry. 2019 Jan 31;9(1):57. doi: 10.1038/s41398-019-0379-8.","Yang C","Transl Psychiatry","2019","2019/02/02","PMC6355832","","10.1038/s41398-019-0379-8"
"30701194","Alterations in Gut Glutamate Metabolism Associated with Changes in Gut Microbiota Composition in Children with Autism Spectrum Disorder","Wang M, Wan J, Rong H, He F, Wang H, Zhou J, Cai C, Wang Y, Xu R, Yin Z, Zhou W.","mSystems. 2019 Jan 29;4(1):e00321-18. doi: 10.1128/mSystems.00321-18. eCollection 2019 Jan-Feb.","Wang M","mSystems","2019","2019/02/01","PMC6351726","","10.1128/mSystems.00321-18"
"30611275","The Australian Research Council Longevity Intervention (ARCLI) study protocol (ANZCTR12611000487910) addendum: neuroimaging and gut microbiota protocol","Simpson T, Deleuil S, Echeverria N, Komanduri M, Macpherson H, Suo C, Gondalia S, Fard MT, Pipingas A, Scholey A, Stough C.","Nutr J. 2019 Jan 5;18(1):1. doi: 10.1186/s12937-018-0428-9.","Simpson T","Nutr J","2019","2019/01/07","PMC6321680","","10.1186/s12937-018-0428-9"
"31784958","Neuroimmune Advance in Depressive Disorder","Zhao G, Liu X.","Adv Exp Med Biol. 2019;1180:85-98. doi: 10.1007/978-981-32-9271-0_4.","Zhao G","Adv Exp Med Biol","2019","2019/12/01","","","10.1007/978-981-32-9271-0_4"
"31636495","The ""systems approach"" to treating the brain: opportunities in developmental psychopharmacology ","Bussone S, Iacono LL.","Dialogues Clin Neurosci. 2019;21(2):211-215. doi: 10.31887/DCNS.2019.21.2/lloiacono.","Bussone S","Dialogues Clin Neurosci","2019","2019/10/23","PMC6787541","","10.31887/DCNS.2019.21.2/lloiacono"
"31273718","The Contribution of Inflammation to Autism Spectrum Disorders: Recent Clinical Evidence","Prata J, Machado AS, von Doellinger O, Almeida MI, Barbosa MA, Coelho R, Santos SG.","Methods Mol Biol. 2019;2011:493-510. doi: 10.1007/978-1-4939-9554-7_29.","Prata J","Methods Mol Biol","2019","2019/07/06","","","10.1007/978-1-4939-9554-7_29"
"30894059","Characterization of gut microbiota composition and functions in patients with chronic alcohol overconsumption","Bjørkhaug ST, Aanes H, Neupane SP, Bramness JG, Malvik S, Henriksen C, Skar V, Medhus AW, Valeur J.","Gut Microbes. 2019;10(6):663-675. doi: 10.1080/19490976.2019.1580097. Epub 2019 Mar 20.","Bjørkhaug ST","Gut Microbes","2019","2019/03/22","PMC6866679","","10.1080/19490976.2019.1580097"
"30747427","Role of the Gut Microbiome in Autism Spectrum Disorders","Pulikkan J, Mazumder A, Grace T.","Adv Exp Med Biol. 2019;1118:253-269. doi: 10.1007/978-3-030-05542-4_13.","Pulikkan J","Adv Exp Med Biol","2019","2019/02/13","","","10.1007/978-3-030-05542-4_13"
"30528936","Role of Actinobacteria and Coriobacteriia in the antidepressant effects of ketamine in an inflammation model of depression","Huang N, Hua D, Zhan G, Li S, Zhu B, Jiang R, Yang L, Bi J, Xu H, Hashimoto K, Luo A, Yang C.","Pharmacol Biochem Behav. 2019 Jan;176:93-100. doi: 10.1016/j.pbb.2018.12.001. Epub 2018 Dec 5.","Huang N","Pharmacol Biochem Behav","2019","2018/12/12","","","10.1016/j.pbb.2018.12.001"
"30394313","Alteration of gut microbiota-associated epitopes in children with autism spectrum disorders","Wang M, Zhou J, He F, Cai C, Wang H, Wang Y, Lin Y, Rong H, Cheng G, Xu R, Zhou W.","Brain Behav Immun. 2019 Jan;75:192-199. doi: 10.1016/j.bbi.2018.10.006. Epub 2018 Oct 27.","Wang M","Brain Behav Immun","2019","2018/11/06","","","10.1016/j.bbi.2018.10.006"
"30659564","Can microbiology affect psychiatry? A link between gut microbiota and psychiatric disorders","Gulas E, Wysiadecki G, Strzelecki D, Gawlik-Kotelnicka O, Polguj M.","Psychiatr Pol. 2018 Dec 29;52(6):1023-1039. doi: 10.12740/PP/OnlineFirst/81103. Epub 2018 Dec 29.","Gulas E","Psychiatr Pol","2018","2019/01/20","","","10.12740/PP/OnlineFirst/81103"
"30544486","Microbiome-The Missing Link in the Gut-Brain Axis: Focus on Its Role in Gastrointestinal and Mental Health","Skonieczna-Żydecka K, Marlicz W, Misera A, Koulaouzidis A, Łoniewski I.","J Clin Med. 2018 Dec 7;7(12):521. doi: 10.3390/jcm7120521.","Skonieczna-Żydecka K","J Clin Med","2018","2018/12/15","PMC6306769","","10.3390/jcm7120521"
