PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38283894","A comparison between children and adolescents with autism spectrum disorders and healthy controls in biomedical factors, trace elements, and microbiota biomarkers: a meta-analysis","Lin P, Zhang Q, Sun J, Li Q, Li D, Zhu M, Fu X, Zhao L, Wang M, Lou X, Chen Q, Liang K, Zhu Y, Qu C, Li Z, Ma P, Wang R, Liu H, Dong K, Guo X, Cheng X, Sun Y, Sun J.","Front Psychiatry. 2024 Jan 9;14:1318637. doi: 10.3389/fpsyt.2023.1318637. eCollection 2023.","Lin P","Front Psychiatry","2024","2024/01/29","PMC10813399","","10.3389/fpsyt.2023.1318637"
"38260914","Rosacea, microbiome and probiotics: the gut-skin axis","Sánchez-Pellicer P, Eguren-Michelena C, García-Gavín J, Llamas-Velasco M, Navarro-Moratalla L, Núñez-Delegido E, Agüera-Santos J, Navarro-López V.","Front Microbiol. 2024 Jan 8;14:1323644. doi: 10.3389/fmicb.2023.1323644. eCollection 2023.","Sánchez-Pellicer P","Front Microbiol","2024","2024/01/23","PMC10800857","","10.3389/fmicb.2023.1323644"
"38260072","Alterations in gut microbiota caused by major depressive disorder or a low FODMAP diet and where they overlap","O'Neill S, Minehan M, Knight-Agarwal CR, Pyne DB.","Front Nutr. 2024 Jan 8;10:1303405. doi: 10.3389/fnut.2023.1303405. eCollection 2023.","O'Neill S","Front Nutr","2024","2024/01/23","PMC10800578","","10.3389/fnut.2023.1303405"
"38436218","Roles of Diet-Associated Gut Microbial Metabolites on Brain Health: Cell-to-Cell Interactions between Gut Bacteria and the Central Nervous System","Kim CS.","Adv Nutr. 2024 Jan;15(1):100136. doi: 10.1016/j.advnut.2023.10.008. Epub 2023 Oct 29.","Kim CS","Adv Nutr","2024","2024/03/04","PMC10694655","","10.1016/j.advnut.2023.10.008"
"38222911","The functional roles of short chain fatty acids as postbiotics in human gut: future perspectives","Ragavan ML, Hemalatha S.","Food Sci Biotechnol. 2023 Aug 28;33(2):275-285. doi: 10.1007/s10068-023-01414-x. eCollection 2024 Jan.","Ragavan ML","Food Sci Biotechnol","2023","2024/01/15","PMC10786766","","10.1007/s10068-023-01414-x"
"37995475","Guardians of Rest? Investigating the gut microbiota in central hypersomnolence disorders","Jezkova J, Sonka K, Kreisinger J, Prochazkova P, Tlaskalova-Hogenova H, Nevsimalova S, Buskova J, Merkova R, Dvorakova T, Prihodova I, Dostalova S, Roubalova R.","Sleep Med. 2024 Jan;113:95-102. doi: 10.1016/j.sleep.2023.11.024. Epub 2023 Nov 19.","Jezkova J","Sleep Med","2024","2023/11/23","","","10.1016/j.sleep.2023.11.024"
"37989444","Gut microbiota-mediated ursodeoxycholic acids regulate the inflammation of microglia through TGR5 signaling after MCAO","Zhang F, Deng Y, Wang H, Fu J, Wu G, Duan Z, Zhang X, Cai Y, Zhou H, Yin J, He Y.","Brain Behav Immun. 2024 Jan;115:667-679. doi: 10.1016/j.bbi.2023.11.021. Epub 2023 Nov 19.","Zhang F","Brain Behav Immun","2024","2023/11/21","","","10.1016/j.bbi.2023.11.021"
"37914097","Priming of microglia with dysfunctional gut microbiota impairs hippocampal neurogenesis and fosters stress vulnerability of mice","He H, He H, Mo L, You Z, Zhang J.","Brain Behav Immun. 2024 Jan;115:280-294. doi: 10.1016/j.bbi.2023.10.031. Epub 2023 Oct 31.","He H","Brain Behav Immun","2024","2023/11/01","","","10.1016/j.bbi.2023.10.031"
"38011787","Cryptotanshinone regulates gut microbiota and PI3K-AKT pathway in rats to alleviate CUMS induced depressive symptoms","Bian LH, Wang SQ, Li WJ, Li J, Yin Y, Ye FF, Guo JY.","Biomed Pharmacother. 2023 Dec 31;169:115921. doi: 10.1016/j.biopha.2023.115921. Epub 2023 Nov 26.","Bian LH","Biomed Pharmacother","2023","2023/11/27","","","10.1016/j.biopha.2023.115921"
"37964605","Clock gene Per3 deficiency disrupts circadian alterations of gut microbiota in mice","Xie X, Xu H, Shu R, Sun L, Zhang M, Hu Q, Zhu K, Li Z, Wu F.","Acta Biochim Biophys Sin (Shanghai). 2023 Dec 25;55(12):2004-2007. doi: 10.3724/abbs.2023257.","Xie X","Acta Biochim Biophys Sin (Shanghai)","2023","2023/11/15","PMC10753358","","10.3724/abbs.2023257"
"38117827","The relationship between sleep, gut microbiota, and metabolome in patients with depression and anxiety: A secondary analysis of the observational study","Tanaka A, Sanada K, Miyaho K, Tachibana T, Kurokawa S, Ishii C, Noda Y, Nakajima S, Fukuda S, Mimura M, Kishimoto T, Iwanami A.","PLoS One. 2023 Dec 20;18(12):e0296047. doi: 10.1371/journal.pone.0296047. eCollection 2023.","Tanaka A","PLoS One","2023","2023/12/20","PMC10732403","","10.1371/journal.pone.0296047"
"37709081","Maternal exposure of mice to glyphosate induces depression- and anxiety-like behavior in the offspring via alterations of the gut-brain axis","Buchenauer L, Haange SB, Bauer M, Rolle-Kampczyk UE, Wagner M, Stucke J, Elter E, Fink B, Vass M, von Bergen M, Schulz A, Zenclussen AC, Junge KM, Stangl GI, Polte T.","Sci Total Environ. 2023 Dec 20;905:167034. doi: 10.1016/j.scitotenv.2023.167034. Epub 2023 Sep 12.","Buchenauer L","Sci Total Environ","2023","2023/09/14","","","10.1016/j.scitotenv.2023.167034"
"38203207","Our Mental Health Is Determined by an Intrinsic Interplay between the Central Nervous System, Enteric Nerves, and Gut Microbiota","Dicks LMT.","Int J Mol Sci. 2023 Dec 19;25(1):38. doi: 10.3390/ijms25010038.","Dicks LMT","Int J Mol Sci","2023","2024/01/11","PMC10778721","","10.3390/ijms25010038"
"38139446","A Pilot Interaction Analysis of Gut Microbiota and Peripheral Markers of Aging in Severe Psychiatric Disorders: A Role for Lachnoclostridium?","Manchia M, Paribello P, Pisanu C, Congiu D, Antoniades A, Vogazianos P, Tozzi F, Pinna F, Aristodimou A, Caria P, Dettori T, Frau DV, Cocco C, Noli B, Panebianco C, Pazienza V, Carpiniello B, Squassina A.","Int J Mol Sci. 2023 Dec 18;24(24):17618. doi: 10.3390/ijms242417618.","Manchia M","Int J Mol Sci","2023","2023/12/23","PMC10744008","","10.3390/ijms242417618"
"37294054","EphB6 deficiency in intestinal neurons promotes tumor growth in colorectal cancer by neurotransmitter GABA signaling","Yu H, Qin XK, Yin KW, Li ZM, Ni ED, Yang JM, Liu XH, Zhou AJ, Li SJ, Gao TM, Li Y, Li JM.","Carcinogenesis. 2023 Dec 2;44(8-9):682-694. doi: 10.1093/carcin/bgad041.","Yu H","Carcinogenesis","2023","2023/06/09","","","10.1093/carcin/bgad041"
"38204948","Neuroendocrine, neurotransmitter, and gut microbiota imbalance contributing to potential psychiatric disorder prevalence in polycystic ovarian syndrome","Sarkisian KI, Ho L, Yang J, Mandelbaum R, Stanczyk FZ.","F S Rep. 2023 Sep 9;4(4):337-342. doi: 10.1016/j.xfre.2023.08.009. eCollection 2023 Dec.","Sarkisian KI","F S Rep","2023","2024/01/11","PMC10774902","","10.1016/j.xfre.2023.08.009"
"38045052","Gut microbiota-derived short-chain fatty acids ameliorate methamphetamine-induced depression- and anxiety-like behaviors in a Sigmar-1 receptor-dependent manner","Zhang K, Chen L, Yang J, Liu J, Li J, Liu Y, Li X, Chen L, Hsu C, Zeng J, Xie X, Wang Q.","Acta Pharm Sin B. 2023 Dec;13(12):4801-4822. doi: 10.1016/j.apsb.2023.09.010. Epub 2023 Sep 21.","Zhang K","Acta Pharm Sin B","2023","2023/12/04","PMC10692394","","10.1016/j.apsb.2023.09.010"
"38010793","Multi-omics analyses demonstrate the modulating role of gut microbiota on the associations of unbalanced dietary intake with gastrointestinal symptoms in children with autism spectrum disorder","Li H, Liu C, Huang S, Wang X, Cao M, Gu T, Ou X, Pan S, Lin Z, Wang X, Zhu Y, Jing J.","Gut Microbes. 2023 Dec;15(2):2281350. doi: 10.1080/19490976.2023.2281350. Epub 2023 Nov 27.","Li H","Gut Microbes","2023","2023/11/27","PMC10730204","","10.1080/19490976.2023.2281350"
"37981054","Neuropsychiatric disturbances in mild cognitive impairment: A scientometric analysis","Amrapala A, Sabé M, Solmi M, Maes M.","Ageing Res Rev. 2023 Dec;92:102129. doi: 10.1016/j.arr.2023.102129. Epub 2023 Nov 21.","Amrapala A","Ageing Res Rev","2023","2023/11/19","","","10.1016/j.arr.2023.102129"
"37956855","Role of the gut-brain axis via the subdiaphragmatic vagus nerve in stress resilience of 3,4-methylenedioxymethamphetamine in mice exposed to chronic restrain stress","Qu Y, Eguchi A, Ma L, Wan X, Mori C, Hashimoto K.","Neurobiol Dis. 2023 Dec;189:106348. doi: 10.1016/j.nbd.2023.106348. Epub 2023 Nov 11.","Qu Y","Neurobiol Dis","2023","2023/11/13","","","10.1016/j.nbd.2023.106348"
"37943628","Gut microbiota and child behavior in early puberty: does child sex play a role?","Ou Y, Rots E, Belzer C, Smidt H, de Weerth C.","Gut Microbes. 2023 Dec;15(2):2278222. doi: 10.1080/19490976.2023.2278222. Epub 2023 Nov 9.","Ou Y","Gut Microbes","2023","2023/11/09","PMC10731618","","10.1080/19490976.2023.2278222"
"37852343","Major depressive disorder as a neuro-immune disorder: Origin, mechanisms, and therapeutic opportunities","Réus GZ, Manosso LM, Quevedo J, Carvalho AF.","Neurosci Biobehav Rev. 2023 Dec;155:105425. doi: 10.1016/j.neubiorev.2023.105425. Epub 2023 Oct 16.","Réus GZ","Neurosci Biobehav Rev","2023","2023/10/18","","","10.1016/j.neubiorev.2023.105425"
"37849234","Microbiota from Alzheimer's patients induce deficits in cognition and hippocampal neurogenesis","Grabrucker S, Marizzoni M, Silajdžić E, Lopizzo N, Mombelli E, Nicolas S, Dohm-Hansen S, Scassellati C, Moretti DV, Rosa M, Hoffmann K, Cryan JF, O'Leary OF, English JA, Lavelle A, O'Neill C, Thuret S, Cattaneo A, Nolan YM.","Brain. 2023 Dec 1;146(12):4916-4934. doi: 10.1093/brain/awad303.","Grabrucker S","Brain","2023","2023/10/18","PMC10689930","","10.1093/brain/awad303"
"37774944","Gut-muscle-brain axis: Molecular mechanisms in neurodegenerative disorders and potential therapeutic efficacy of probiotic supplementation coupled with exercise","Morella I, Negro M, Dossena M, Brambilla R, D'Antona G.","Neuropharmacology. 2023 Dec 1;240:109718. doi: 10.1016/j.neuropharm.2023.109718. Epub 2023 Sep 27.","Morella I","Neuropharmacology","2023","2023/09/29","","","10.1016/j.neuropharm.2023.109718"
"37199590","Healthy Human Fecal Microbiota Transplantation into Mice Attenuates MPTP-Induced Neurotoxicity via AMPK/SOD2 Pathway","Xie Z, Zhang M, Luo Y, Jin D, Guo X, Yang W, Zheng J, Zhang H, Zhang L, Deng C, Zheng W, Tan EK, Jin K, Zhu S, Wang Q.","Aging Dis. 2023 Dec 1;14(6):2193-2214. doi: 10.14336/AD.2023.0309.","Xie Z","Aging Dis","2023","2023/05/18","PMC10676800","","10.14336/AD.2023.0309"
"38432867","Gut microbiota and thyroid-associated ophthalmopathy","Zhao J, Wang P, Jiang M, Yan S.","Zhong Nan Da Xue Xue Bao Yi Xue Ban. 2023 Nov 28;48(11):1753-1759. doi: 10.11817/j.issn.1672-7347.2023.230187.","Zhao J","Zhong Nan Da Xue Xue Bao Yi Xue Ban","2023","2024/03/03","PMC10929947","","10.11817/j.issn.1672-7347.2023.230187"
"38089822","The relationship between gut microbiota and insomnia: a bi-directional two-sample Mendelian randomization research","Li Y, Deng Q, Liu Z.","Front Cell Infect Microbiol. 2023 Nov 28;13:1296417. doi: 10.3389/fcimb.2023.1296417. eCollection 2023.","Li Y","Front Cell Infect Microbiol","2023","2023/12/13","PMC10714008","","10.3389/fcimb.2023.1296417"
"38007616","Fiber intake and fiber intervention in depression and anxiety: a systematic review and meta-analysis of observational studies and randomized controlled trials","Aslam H, Lotfaliany M, So D, Berding K, Berk M, Rocks T, Hockey M, Jacka FN, Marx W, Cryan JF, Staudacher HM.","Nutr Rev. 2023 Nov 25:nuad143. doi: 10.1093/nutrit/nuad143. Online ahead of print.","Aslam H","Nutr Rev","2023","2023/11/26","","","10.1093/nutrit/nuad143"
"38068763","Analysis of the Efficacy of Diet and Short-Term Probiotic Intervention on Depressive Symptoms in Patients after Bariatric Surgery: A Randomized Double-Blind Placebo Controlled Pilot Study","Komorniak N, Kaczmarczyk M, Łoniewski I, Martynova-Van Kley A, Nalian A, Wroński M, Kaseja K, Kowalewski B, Folwarski M, Stachowska E.","Nutrients. 2023 Nov 24;15(23):4905. doi: 10.3390/nu15234905.","Komorniak N","Nutrients","2023","2023/12/09","PMC10707788","","10.3390/nu15234905"
"37995075","Microbiota Alters and Its Correlation with Molecular Regulation Underlying Depression in PCOS Patients","Yu L, Chen X, Bai X, Fang J, Sui M.","Mol Neurobiol. 2023 Nov 23. doi: 10.1007/s12035-023-03744-7. Online ahead of print.","Yu L","Mol Neurobiol","2023","2023/11/23","","","10.1007/s12035-023-03744-7"
"38003647","Unveiling the Connection between Microbiota and Depressive Disorder through Machine Learning","Angelova IY, Kovtun AS, Averina OV, Koshenko TA, Danilenko VN.","Int J Mol Sci. 2023 Nov 17;24(22):16459. doi: 10.3390/ijms242216459.","Angelova IY","Int J Mol Sci","2023","2023/11/25","PMC10671666","","10.3390/ijms242216459"
"37978477","Intricate role of intestinal microbe and metabolite in schizophrenia","Shi L, Ju P, Meng X, Wang Z, Yao L, Zheng M, Cheng X, Li J, Yu T, Xia Q, Yan J, Zhu C, Zhang X.","BMC Psychiatry. 2023 Nov 17;23(1):856. doi: 10.1186/s12888-023-05329-z.","Shi L","BMC Psychiatry","2023","2023/11/18","PMC10657011","","10.1186/s12888-023-05329-z"
"37962812","Microbiota-Gut-Brain Axis and Antidepressant Treatment","Lachmansingh DA, Lavelle A, Cryan JF, Clarke G.","Curr Top Behav Neurosci. 2023 Nov 15. doi: 10.1007/7854_2023_449. Online ahead of print.","Lachmansingh DA","Curr Top Behav Neurosci","2023","2023/11/14","","","10.1007/7854_2023_449"
"37657622","Strain-level structure of gut microbiome showed potential association with cognitive function in major depressive disorder: A pilot study","Dong Z, Xie Q, Yuan Y, Shen X, Hao Y, Li J, Xu H, Kuang W.","J Affect Disord. 2023 Nov 15;341:236-247. doi: 10.1016/j.jad.2023.08.129. Epub 2023 Aug 30.","Dong Z","J Affect Disord","2023","2023/09/01","","","10.1016/j.jad.2023.08.129"
"37619773","The role of the indoles in microbiota-gut-brain axis and potential therapeutic targets: A focus on human neurological and neuropsychiatric diseases","Zhou Y, Chen Y, He H, Peng M, Zeng M, Sun H.","Neuropharmacology. 2023 Nov 15;239:109690. doi: 10.1016/j.neuropharm.2023.109690. Epub 2023 Aug 22.","Zhou Y","Neuropharmacology","2023","2023/08/24","","","10.1016/j.neuropharm.2023.109690"
"37951975","Effect of inulin supplementation on clinical symptoms, inflammatory and oxidative stress markers in women with migraine: study protocol for a randomized clinical trial","Vajdi M, Khorvash F, Rouhani MH, Ghavami A, Clark CCT, Askari G.","Trials. 2023 Nov 11;24(1):722. doi: 10.1186/s13063-023-07765-4.","Vajdi M","Trials","2023","2023/11/11","PMC10640733","","10.1186/s13063-023-07765-4"
"38026003","The importance of the intestinal microbiota in humans and dogs in the neonatal period","Beretta S, Apparicio M, Toniollo GH, Cardozo MV.","Anim Reprod. 2023 Nov 10;20(3):e20230082. doi: 10.1590/1984-3143-AR2023-0082. eCollection 2023.","Beretta S","Anim Reprod","2023","2023/11/29","PMC10681130","","10.1590/1984-3143-AR2023-0082"
"38020771","Effects of the multidomain intervention with nutritional supplements on cognition and gut microbiome in early symptomatic Alzheimer's disease: a randomized controlled trial","Lee EH, Kim GH, Park HK, Kang HJ, Park YK, Lee HA, Hong CH, Moon SY, Kang W, Oh HS, Yoon HJ, Choi SH, Jeong JH.","Front Aging Neurosci. 2023 Nov 2;15:1266955. doi: 10.3389/fnagi.2023.1266955. eCollection 2023.","Lee EH","Front Aging Neurosci","2023","2023/11/29","PMC10652389","","10.3389/fnagi.2023.1266955"
"37925207","Food4healthKG: Knowledge graphs for food recommendations based on gut microbiota and mental health","Fu C, Huang Z, van Harmelen F, He T, Jiang X.","Artif Intell Med. 2023 Nov;145:102677. doi: 10.1016/j.artmed.2023.102677. Epub 2023 Oct 5.","Fu C","Artif Intell Med","2023","2023/11/04","","","10.1016/j.artmed.2023.102677"
"37817414","The gut-microbiota-brain axis: An introduction to a special issue on its role in neurological disorders","De Looze K, Tanasescu R, Vonck K.","Eur J Neurol. 2023 Nov;30(11):3411-3416. doi: 10.1111/ene.16080. Epub 2023 Oct 10.","De Looze K","Eur J Neurol","2023","2023/10/11","","","10.1111/ene.16080"
"37804926","Possible role of tryptophan metabolism along the microbiota-gut-brain axis on cognitive & behavioral aspects in Phenylketonuria","Parolisi S, Montanari C, Borghi E, Cazzorla C, Zuvadelli J, Tosi M, Barone R, Bensi G, Bonfanti C, Dionisi Vici C, Biasucci G, Burlina A, Carbone MT, Verduci E; SIMMESN Working Group for Gut Microbiota in Inborn Errors of Metabolism.","Pharmacol Res. 2023 Nov;197:106952. doi: 10.1016/j.phrs.2023.106952. Epub 2023 Oct 5.","Parolisi S","Pharmacol Res","2023","2023/10/07","","","10.1016/j.phrs.2023.106952"
"37690779","Effect of Ginger Root Powder on Gastrointestinal Bacteria Composition, Gastrointestinal Symptoms, Mental Health, Fatigue, and Quality of Life: A Double-Blind Placebo-Controlled Trial","Crichton M, Marshall S, Marx W, Isenring E, Vázquez-Campos X, Dawson SL, Lohning A.","J Nutr. 2023 Nov;153(11):3193-3206. doi: 10.1016/j.tjnut.2023.09.002. Epub 2023 Sep 9.","Crichton M","J Nutr","2023","2023/09/10","","","10.1016/j.tjnut.2023.09.002"
"37548294","Challenges and priorities for researching the gut microbiota in individuals living with anorexia nervosa","West ML, Hart S, Loughman A, Jacka FN, Staudacher HM, Abbaspour A, Phillipou A, Ruusunen A, Rocks T.","Int J Eat Disord. 2023 Nov;56(11):2001-2011. doi: 10.1002/eat.24033. Epub 2023 Aug 7.","West ML","Int J Eat Disord","2023","2023/08/07","","","10.1002/eat.24033"
"37399128","Gut microbiome characteristics in subjective cognitive decline, mild cognitive impairment and Alzheimer's disease: a systematic review and meta-analysis","Chen G, Zhou X, Zhu Y, Shi W, Kong L.","Eur J Neurol. 2023 Nov;30(11):3568-3580. doi: 10.1111/ene.15961. Epub 2023 Jul 30.","Chen G","Eur J Neurol","2023","2023/07/03","","","10.1111/ene.15961"
"37927130","Lactobacillus reuteri ATG-F4 Alleviates Chronic Stress-induced Anhedonia by Modulating the Prefrontal Serotonergic System","Lee J, Kim EJ, Park GS, Kim J, Kim TE, Lee YJ, Park J, Kang J, Koo JW, Choi TY.","Exp Neurobiol. 2023 Oct 31;32(5):313-327. doi: 10.5607/en23028.","Lee J","Exp Neurobiol","2023","2023/11/06","PMC10628864","","10.5607/en23028"
"37960197","Causality Investigation between Gut Microbiota, Derived Metabolites, and Obstructive Sleep Apnea: A Bidirectional Mendelian Randomization Study","Yan W, Jiang M, Hu W, Zhan X, Liu Y, Zhou J, Ji J, Wang S, Tai J.","Nutrients. 2023 Oct 26;15(21):4544. doi: 10.3390/nu15214544.","Yan W","Nutrients","2023","2023/11/14","PMC10648878","","10.3390/nu15214544"
"36757367","Targeting the gut-microbiota-brain axis in irritable bowel disease to improve cognitive function - recent knowledge and emerging therapeutic opportunities","Tang H, Chen X, Huang S, Yin G, Wang X, Shen G.","Rev Neurosci. 2023 Feb 10;34(7):763-773. doi: 10.1515/revneuro-2022-0155. Print 2023 Oct 26.","Tang H","Rev Neurosci","2023","2023/02/09","","","10.1515/revneuro-2022-0155"
"37954149","Reproducible microbiome composition signatures of anxiety and depressive symptoms","Kouraki A, Kelly A, Vijay A, Gohir S, Astbury S, Georgopoulos V, Millar B, Walsh DA, Ferguson E, Menni C, Valdes AM.","Comput Struct Biotechnol J. 2023 Oct 18;21:5326-5336. doi: 10.1016/j.csbj.2023.10.035. eCollection 2023.","Kouraki A","Comput Struct Biotechnol J","2023","2023/11/13","PMC10637863","","10.1016/j.csbj.2023.10.035"
"37892465","The Gut-Brain Axis in Schizophrenia: The Implications of the Gut Microbiome and SCFA Production","Ju S, Shin Y, Han S, Kwon J, Choi TG, Kang I, Kim SS.","Nutrients. 2023 Oct 16;15(20):4391. doi: 10.3390/nu15204391.","Ju S","Nutrients","2023","2023/10/28","PMC10610543","","10.3390/nu15204391"
"37659269","Disordered gut microbiota and changes in short-chain fatty acids and inflammatory processes in stress-vulnerable mice","Han W, Zheng Y, Wang L, An C.","J Neuroimmunol. 2023 Oct 15;383:578172. doi: 10.1016/j.jneuroim.2023.578172. Epub 2023 Aug 5.","Han W","J Neuroimmunol","2023","2023/09/02","","","10.1016/j.jneuroim.2023.578172"
"37867494","Exploring the gut microbiota: lifestyle choices, disease associations, and personal genomics","Pedroza Matute S, Iyavoo S.","Front Nutr. 2023 Oct 5;10:1225120. doi: 10.3389/fnut.2023.1225120. eCollection 2023.","Pedroza Matute S","Front Nutr","2023","2023/10/23","PMC10585655","","10.3389/fnut.2023.1225120"
"37881577","Repeated Social Defeat Stress Induces an Inflammatory Gut Milieu by Altering the Mucosal Barrier Integrity and Gut Microbiota Homeostasis","Yadav SK, Ahmad R, Moshfegh CM, Sankarasubramanian J, Joshi V, Elkhatib SK, Chhonker YS, Murry DJ, Talmon GA, Guda C, Case AJ, Singh AB.","Biol Psychiatry Glob Open Sci. 2023 Mar 30;3(4):824-836. doi: 10.1016/j.bpsgos.2023.03.005. eCollection 2023 Oct.","Yadav SK","Biol Psychiatry Glob Open Sci","2023","2023/10/26","PMC10593959","","10.1016/j.bpsgos.2023.03.005"
"37836527","Change in Urinary Inflammatory Biomarkers and Psychological Health with Gut Microbiome Modulation after Six Months of a Lifestyle Modification Program in Children","Islam MS, Page-Hefley S, Hernandez AP, Whelchel L, Crasto C, Viator W, Money T, Awosile B, Howard N, Vasylyeva TL.","Nutrients. 2023 Oct 1;15(19):4243. doi: 10.3390/nu15194243.","Islam MS","Nutrients","2023","2023/10/14","PMC10574711","","10.3390/nu15194243"
"37741061","The role of the gut-microbiota-brain axis via the subdiaphragmatic vagus nerve in chronic inflammatory pain and comorbid spatial working memory impairment in complete Freund's adjuvant mice","Yue C, Luan W, Gu H, Qiu D, Ding X, Liu P, Wang X, Hashimoto K, Yang JJ.","J Psychiatr Res. 2023 Oct;166:61-73. doi: 10.1016/j.jpsychires.2023.09.003. Epub 2023 Sep 17.","Yue C","J Psychiatr Res","2023","2023/09/23","","","10.1016/j.jpsychires.2023.09.003"
"37606895","Gastrointestinal involvement in post-acute Coronavirus disease (COVID)-19 syndrome","Ghoshal UC, Ghoshal U.","Curr Opin Infect Dis. 2023 Oct 1;36(5):366-370. doi: 10.1097/QCO.0000000000000959. Epub 2023 Aug 22.","Ghoshal UC","Curr Opin Infect Dis","2023","2023/08/22","","","10.1097/QCO.0000000000000959"
"37604976","Transmission of Alzheimer's disease-associated microbiota dysbiosis and its impact on cognitive function: evidence from mice and patients","Zhang Y, Shen Y, Liufu N, Liu L, Li W, Shi Z, Zheng H, Mei X, Chen CY, Jiang Z, Abtahi S, Dong Y, Liang F, Shi Y, Cheng LL, Yang G, Kang JX, Wilkinson JE, Xie Z.","Mol Psychiatry. 2023 Oct;28(10):4421-4437. doi: 10.1038/s41380-023-02216-7. Epub 2023 Aug 21.","Zhang Y","Mol Psychiatry","2023","2023/08/21","","","10.1038/s41380-023-02216-7"
