PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37690584","An updated overview on the relationship between human gut microbiome dysbiosis and psychiatric and psychological disorders","Borrego-Ruiz A, Borrego JJ.","Prog Neuropsychopharmacol Biol Psychiatry. 2024 Jan 10;128:110861. doi: 10.1016/j.pnpbp.2023.110861. Epub 2023 Sep 9.","Borrego-Ruiz A","Prog Neuropsychopharmacol Biol Psychiatry","2024","2023/09/10","","","10.1016/j.pnpbp.2023.110861"
"38097625","Plasma metabolites of aromatic amino acids associate with clinical severity and gut microbiota of Parkinson's disease","Chen SJ, Wu YJ, Chen CC, Wu YW, Liou JM, Wu MS, Kuo CH, Lin CH.","NPJ Parkinsons Dis. 2023 Dec 14;9(1):165. doi: 10.1038/s41531-023-00612-y.","Chen SJ","NPJ Parkinsons Dis","2023","2023/12/14","PMC10721883","","10.1038/s41531-023-00612-y"
"37490970","The Role of Gut Microbiota in Glaucoma Progression and Other Retinal Diseases","Chen J, Chen DF, Cho KS.","Am J Pathol. 2023 Nov;193(11):1662-1668. doi: 10.1016/j.ajpath.2023.06.015. Epub 2023 Jul 23.","Chen J","Am J Pathol","2023","2023/07/25","PMC10616709","","10.1016/j.ajpath.2023.06.015"
"37388445","Curcumin alleviates 1-methyl- 4-phenyl- 1,2,3,6-tetrahydropyridine- induced Parkinson's disease in mice via modulating gut microbiota and short-chain fatty acids","Cai B, Zhong L, Wang Q, Xu W, Li X, Chen T.","Front Pharmacol. 2023 Jun 14;14:1198335. doi: 10.3389/fphar.2023.1198335. eCollection 2023.","Cai B","Front Pharmacol","2023","2023/06/30","PMC10303117","","10.3389/fphar.2023.1198335"
"37121952","Connecting the Gut Microbiota and Neurodegenerative Diseases: the Role of Bile Acids","Wang S, Xu C, Liu H, Wei W, Zhou X, Qian H, Zhou L, Zhang H, Wu L, Zhu C, Yang Y, He L, Li K.","Mol Neurobiol. 2023 Aug;60(8):4618-4640. doi: 10.1007/s12035-023-03340-9. Epub 2023 May 1.","Wang S","Mol Neurobiol","2023","2023/04/30","","","10.1007/s12035-023-03340-9"
"35730414","The role of nutrition on Parkinson's disease: a systematic review","Bianchi VE, Rizzi L, Somaa F.","Nutr Neurosci. 2023 Jul;26(7):605-628. doi: 10.1080/1028415X.2022.2073107. Epub 2022 Jun 22.","Bianchi VE","Nutr Neurosci","2023","2022/06/22","","","10.1080/1028415X.2022.2073107"
"37423520","Alterations of gut microbiota and its correlation with the liver metabolome in the process of ameliorating Parkinson's disease with Buyang Huanwu decoction","Hu J, Li P, Zhao H, Ji P, Yang Y, Ma J, Zhao X.","J Ethnopharmacol. 2024 Jan 10;318(Pt A):116893. doi: 10.1016/j.jep.2023.116893. Epub 2023 Jul 7.","Hu J","J Ethnopharmacol","2024","2023/07/09","","","10.1016/j.jep.2023.116893"
"37819112","Gut microbiota-associated taurine metabolism dysregulation in a mouse model of Parkinson's disease","Cui C, Song H, Han Y, Yu H, Li H, Yang Y, Zhang B.","mSphere. 2023 Dec 20;8(6):e0043123. doi: 10.1128/msphere.00431-23. Epub 2023 Oct 11.","Cui C","mSphere","2023","2023/10/11","PMC10732050","","10.1128/msphere.00431-23"
"37736791","The link between the gut microbiome, inflammation, and Parkinson's disease","Nie S, Ge Y.","Appl Microbiol Biotechnol. 2023 Nov;107(22):6737-6749. doi: 10.1007/s00253-023-12789-6. Epub 2023 Sep 22.","Nie S","Appl Microbiol Biotechnol","2023","2023/09/22","","","10.1007/s00253-023-12789-6"
"37620311","Gut microbiota and fecal short chain fatty acids differ with adiposity and country of origin: the METS-microbiome study","Ecklu-Mensah G, Choo-Kang C, Maseng MG, Donato S, Bovet P, Viswanathan B, Bedu-Addo K, Plange-Rhule J, Oti Boateng P, Forrester TE, Williams M, Lambert EV, Rae D, Sinyanya N, Luke A, Layden BT, O'Keefe S, Gilbert JA, Dugas LR.","Nat Commun. 2023 Aug 24;14(1):5160. doi: 10.1038/s41467-023-40874-x.","Ecklu-Mensah G","Nat Commun","2023","2023/08/24","PMC10449869","","10.1038/s41467-023-40874-x"
"37807941","The gut microbiota metabolite butyrate mitigates MPTP/MPP(+) -induced Parkinson's disease by inhibiting the JAK2/STAT3 signaling pathway","Ji LL, Huang TT, Mao LL, Xu YF, Chen WY, Wang WW, Wang LH.","Kaohsiung J Med Sci. 2023 Oct;39(10):1002-1010. doi: 10.1002/kjm2.12745.","Ji LL","Kaohsiung J Med Sci","2023","2023/10/09","","","10.1002/kjm2.12745"
"37332996","A review of studies on gut microbiota and levodopa metabolism","Zhong Z, Ye M, Yan F.","Front Neurol. 2023 Jun 2;14:1046910. doi: 10.3389/fneur.2023.1046910. eCollection 2023.","Zhong Z","Front Neurol","2023","2023/06/19","PMC10272754","","10.3389/fneur.2023.1046910"
"37502423","Exploring the alteration of gut microbiota and brain function in gender-specific Parkinson's disease based on metagenomic sequencing","Zhang M, Zhai Z, Yang B, He L, Wang J, Dai W, Xue L, Yang X, Feng Y, Wang H.","Front Aging Neurosci. 2023 Jul 12;15:1148546. doi: 10.3389/fnagi.2023.1148546. eCollection 2023.","Zhang M","Front Aging Neurosci","2023","2023/07/28","PMC10370496","","10.3389/fnagi.2023.1148546"
"38237261","Rubusoside mitigates neuroinflammation and cellular apoptosis in Parkinson's disease, and alters gut microbiota and metabolite composition","Meng T, Zhang Y, Huang J, Pandey V, Fu S, Ma S.","Phytomedicine. 2024 Feb;124:155309. doi: 10.1016/j.phymed.2023.155309. Epub 2023 Dec 20.","Meng T","Phytomedicine","2024","2024/01/18","","","10.1016/j.phymed.2023.155309"
"38022117","The Role of Gut Microbiota in Neurodegenerative Diseases: Current Insights and Therapeutic Implications","Jain A, Madkan S, Patil P.","Cureus. 2023 Oct 28;15(10):e47861. doi: 10.7759/cureus.47861. eCollection 2023 Oct.","Jain A","Cureus","2023","2023/11/29","PMC10680305","","10.7759/cureus.47861"
"37200942","Ketogenic diet protects MPTP-induced mouse model of Parkinson's disease via altering gut microbiota and metabolites","Jiang Z, Wang X, Zhang H, Yin J, Zhao P, Yin Q, Wang Z.","MedComm (2020). 2023 May 16;4(3):e268. doi: 10.1002/mco2.268. eCollection 2023 Jun.","Jiang Z","MedComm (2020)","2023","2023/05/18","PMC10186339","","10.1002/mco2.268"
"37228957","The microbiota-gut-brain axis and three common neurological disorders: a mini-review","Mhanna A, Alshehabi Z.","Ann Med Surg (Lond). 2023 Apr 1;85(5):1780-1783. doi: 10.1097/MS9.0000000000000552. eCollection 2023 May.","Mhanna A","Ann Med Surg (Lond)","2023","2023/05/25","PMC10205337","","10.1097/MS9.0000000000000552"
"37323141","Effects of gut microbiota on neurodegenerative diseases","Khatoon S, Kalam N, Rashid S, Bano G.","Front Aging Neurosci. 2023 May 30;15:1145241. doi: 10.3389/fnagi.2023.1145241. eCollection 2023.","Khatoon S","Front Aging Neurosci","2023","2023/06/16","PMC10268008","","10.3389/fnagi.2023.1145241"
"37340511","Parkinson's disease: Are gut microbes involved?","Omotosho AO, Tajudeen YA, Oladipo HJ, Yusuff SI, AbdulKadir M, Muili AO, Egbewande OM, Yusuf RO, Faniran ZO, Afolabi AO, El-Sherbini MS.","Brain Behav. 2023 Aug;13(8):e3130. doi: 10.1002/brb3.3130. Epub 2023 Jun 20.","Omotosho AO","Brain Behav","2023","2023/06/20","PMC10454343","","10.1002/brb3.3130"
"36692876","Causal effect of gut-microbiota-derived metabolite trimethylamine N-oxide on Parkinson's disease: A Mendelian randomization study","Zhou H, Luo Y, Zhang W, Xie F, Deng C, Zheng W, Zhu S, Wang Q.","Eur J Neurol. 2023 Nov;30(11):3451-3461. doi: 10.1111/ene.15702. Epub 2023 Feb 8.","Zhou H","Eur J Neurol","2023","2023/01/24","","","10.1111/ene.15702"
"36750613","Gut microbiota of Parkinson's disease in an appendectomy cohort: a preliminary study","Nakahara K, Nakane S, Ishii K, Ikeda T, Ando Y.","Sci Rep. 2023 Feb 7;13(1):2210. doi: 10.1038/s41598-023-29219-2.","Nakahara K","Sci Rep","2023","2023/02/07","PMC9905566","","10.1038/s41598-023-29219-2"
"35965446","The gut microbiome and cognition in Parkinson's disease: a systematic review","Grant H, Anderton R, Gasson N, Lawrence BJ.","Nutr Neurosci. 2023 Oct;26(10):932-941. doi: 10.1080/1028415X.2022.2110189. Epub 2022 Aug 13.","Grant H","Nutr Neurosci","2023","2022/08/15","","","10.1080/1028415X.2022.2110189"
"38127816","Autophagic dysfunction and gut microbiota dysbiosis cause chronic immune activation in a Drosophila model of Gaucher disease","Atilano ML, Hull A, Romila CA, Adams ML, Wildfire J, Ureña E, Dyson M, Ivan-Castillo-Quan J, Partridge L, Kinghorn KJ.","PLoS Genet. 2023 Dec 21;19(12):e1011063. doi: 10.1371/journal.pgen.1011063. eCollection 2023 Dec.","Atilano ML","PLoS Genet","2023","2023/12/21","PMC10734978","","10.1371/journal.pgen.1011063"
"37334756","Fibroblast growth factor 21 ameliorates behavior deficits in Parkinson's disease mouse model via modulating gut microbiota and metabolic homeostasis","Yang C, Wang W, Deng P, Wang X, Zhu L, Zhao L, Li C, Gao H.","CNS Neurosci Ther. 2023 Dec;29(12):3815-3828. doi: 10.1111/cns.14302. Epub 2023 Jun 19.","Yang C","CNS Neurosci Ther","2023","2023/06/19","PMC10651963","","10.1111/cns.14302"
"38357211","Gut microbiota and metabolite variations in a migraine mouse model","Wang D, Liu X, Shi S, Ren T, Wang W.","Front Cell Infect Microbiol. 2024 Jan 31;13:1322059. doi: 10.3389/fcimb.2023.1322059. eCollection 2023.","Wang D","Front Cell Infect Microbiol","2024","2024/02/15","PMC10864585","","10.3389/fcimb.2023.1322059"
"37323145","Therapies for Parkinson's disease and the gut microbiome: evidence for bidirectional connection","Hey G, Nair N, Klann E, Gurrala A, Safarpour D, Mai V, Ramirez-Zamora A, Vedam-Mai V.","Front Aging Neurosci. 2023 May 30;15:1151850. doi: 10.3389/fnagi.2023.1151850. eCollection 2023.","Hey G","Front Aging Neurosci","2023","2023/06/16","PMC10261989","","10.3389/fnagi.2023.1151850"
"37049578","Lactobacillus plantarum CCFM405 against Rotenone-Induced Parkinson's Disease Mice via Regulating Gut Microbiota and Branched-Chain Amino Acids Biosynthesis","Chu C, Yu L, Li Y, Guo H, Zhai Q, Chen W, Tian F.","Nutrients. 2023 Apr 1;15(7):1737. doi: 10.3390/nu15071737.","Chu C","Nutrients","2023","2023/04/13","PMC10096885","","10.3390/nu15071737"
"36761177","Sodium butyrate ameliorates gut dysfunction and motor deficits in a mouse model of Parkinson's disease by regulating gut microbiota","Zhang Y, Xu S, Qian Y, Mo C, Ai P, Yang X, Xiao Q.","Front Aging Neurosci. 2023 Jan 25;15:1099018. doi: 10.3389/fnagi.2023.1099018. eCollection 2023.","Zhang Y","Front Aging Neurosci","2023","2023/02/10","PMC9905700","","10.3389/fnagi.2023.1099018"
"37460569","Association of fecal short-chain fatty acids with clinical severity and gut microbiota in essential tremor and its difference from Parkinson's disease","Huang P, Zhang P, Du J, Gao C, Liu J, Tan Y, Chen S.","NPJ Parkinsons Dis. 2023 Jul 17;9(1):115. doi: 10.1038/s41531-023-00554-5.","Huang P","NPJ Parkinsons Dis","2023","2023/07/17","PMC10352256","","10.1038/s41531-023-00554-5"
"37754772","The impact of Parkinson's disease-associated gut microbiota on the transcriptome in Drosophila","Liu X, Yang M, Liu R, Zhou F, Zhu H, Wang X.","Microbiol Spectr. 2023 Sep 27;11(5):e0017623. doi: 10.1128/spectrum.00176-23. Online ahead of print.","Liu X","Microbiol Spectr","2023","2023/09/27","PMC10581176","","10.1128/spectrum.00176-23"
"37863655","Regulation of Pain Perception by Microbiota in Parkinson Disease","Manjarres Z, Calvo M, Pacheco R.","Pharmacol Rev. 2023 Dec 15;76(1):7-36. doi: 10.1124/pharmrev.122.000674.","Manjarres Z","Pharmacol Rev","2023","2023/10/20","","","10.1124/pharmrev.122.000674"
"35830286","Gut microbiota: a new insight into neurological diseases","Liu L, Wang H, Chen X, Xie P.","Chin Med J (Engl). 2023 Jun 5;136(11):1261-1277. doi: 10.1097/CM9.0000000000002212.","Liu L","Chin Med J (Engl)","2023","2022/07/13","PMC10309523","","10.1097/CM9.0000000000002212"
"36839287","Neuroprotective Effects of Sodium Butyrate by Restoring Gut Microbiota and Inhibiting TLR4 Signaling in Mice with MPTP-Induced Parkinson's Disease","Guo TT, Zhang Z, Sun Y, Zhu RY, Wang FX, Ma LJ, Jiang L, Liu HD.","Nutrients. 2023 Feb 13;15(4):930. doi: 10.3390/nu15040930.","Guo TT","Nutrients","2023","2023/02/25","PMC9960062","","10.3390/nu15040930"
"37418977","Low and high doses of oral maslinic acid protect against Parkinson's disease via distinct gut microbiota-related mechanisms","Cao X, Du ZR, Liu X, Wang X, Li C, Zhou SN, Liu JR, Xu PY, Ye JL, Zhao Q, Zhao F, Wong KH, Dong XL.","Biomed Pharmacother. 2023 Sep;165:115100. doi: 10.1016/j.biopha.2023.115100. Epub 2023 Jul 6.","Cao X","Biomed Pharmacother","2023","2023/07/07","","","10.1016/j.biopha.2023.115100"
"37774944","Gut-muscle-brain axis: Molecular mechanisms in neurodegenerative disorders and potential therapeutic efficacy of probiotic supplementation coupled with exercise","Morella I, Negro M, Dossena M, Brambilla R, D'Antona G.","Neuropharmacology. 2023 Dec 1;240:109718. doi: 10.1016/j.neuropharm.2023.109718. Epub 2023 Sep 27.","Morella I","Neuropharmacology","2023","2023/09/29","","","10.1016/j.neuropharm.2023.109718"
"36901907","What the Gut Tells the Brain-Is There a Link between Microbiota and Huntington's Disease?","Wronka D, Karlik A, Misiorek JO, Przybyl L.","Int J Mol Sci. 2023 Feb 24;24(5):4477. doi: 10.3390/ijms24054477.","Wronka D","Int J Mol Sci","2023","2023/03/11","PMC10003333","","10.3390/ijms24054477"
"37470081","Effect of Lacticaseibacillus paracasei strain Shirota supplementation on clinical responses and gut microbiome in Parkinson's disease","Yang X, He X, Xu S, Zhang Y, Mo C, Lai Y, Song Y, Yan Z, Ai P, Qian Y, Xiao Q.","Food Funct. 2023 Jul 31;14(15):6828-6839. doi: 10.1039/d3fo00728f.","Yang X","Food Funct","2023","2023/07/20","","","10.1039/d3fo00728f"
