PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38279293","From the Gut to the Brain: The Role of Enteric Glial Cells and Their Involvement in the Pathogenesis of Parkinson's Disease","Montalbán-Rodríguez A, Abalo R, López-Gómez L.","Int J Mol Sci. 2024 Jan 20;25(2):1294. doi: 10.3390/ijms25021294.","Montalbán-Rodríguez A","Int J Mol Sci","2024","2024/01/27","PMC10816228","","10.3390/ijms25021294"
"37798868","Erythrocytic α-Synuclein and the Gut Microbiome: Kindling of the Gut-Brain Axis in Parkinson's Disease","Yang Y, Stewart T, Zhang C, Wang P, Xu Z, Jin J, Huang Y, Liu Z, Lan G, Liang X, Sheng L, Shi M, Cai Z, Zhang J.","Mov Disord. 2024 Jan;39(1):40-52. doi: 10.1002/mds.29620. Epub 2023 Oct 5.","Yang Y","Mov Disord","2024","2023/10/06","","","10.1002/mds.29620"
"39403202","Trends and hotspots on the relationship between gut microbiota and Parkinson's Disease: a bibliometric analysis","Li X, Hao X, Chen C, Zhai C, Pan T, Zhou X, Liu Y, Wu D, Chen X.","Front Cell Infect Microbiol. 2024 Sep 30;14:1421270. doi: 10.3389/fcimb.2024.1421270. eCollection 2024.","Li X","Front Cell Infect Microbiol","2024","2024/10/15","PMC11472709","","10.3389/fcimb.2024.1421270"
"38587699","The Interaction Between Nutraceuticals and Gut Microbiota: a Novel Therapeutic Approach to Prevent and Treatment Parkinson's Disease","Yao L, Yang Y, Yang X, Rezaei MJ.","Mol Neurobiol. 2024 Nov;61(11):9078-9109. doi: 10.1007/s12035-024-04151-2. Epub 2024 Apr 8.","Yao L","Mol Neurobiol","2024","2024/04/08","","","10.1007/s12035-024-04151-2"
"38679353","Association between increased and decreased gut microbiota abundance and Parkinson's disease: A systematic review and subgroup meta-analysis","Bai F, You L, Lei H, Li X.","Exp Gerontol. 2024 Jun 15;191:112444. doi: 10.1016/j.exger.2024.112444. Epub 2024 Apr 29.","Bai F","Exp Gerontol","2024","2024/04/28","","","10.1016/j.exger.2024.112444"
"38852651","Study on the mechanism of gut microbiota in the pathogenetic interaction between depression and Parkinson 's disease","Zhang P, Jin W, Lyu Z, Lyu X, Li L.","Brain Res Bull. 2024 Sep;215:111001. doi: 10.1016/j.brainresbull.2024.111001. Epub 2024 Jun 7.","Zhang P","Brain Res Bull","2024","2024/06/09","","","10.1016/j.brainresbull.2024.111001"
"37690584","An updated overview on the relationship between human gut microbiome dysbiosis and psychiatric and psychological disorders","Borrego-Ruiz A, Borrego JJ.","Prog Neuropsychopharmacol Biol Psychiatry. 2024 Jan 10;128:110861. doi: 10.1016/j.pnpbp.2023.110861. Epub 2023 Sep 9.","Borrego-Ruiz A","Prog Neuropsychopharmacol Biol Psychiatry","2024","2023/09/10","","","10.1016/j.pnpbp.2023.110861"
"37423520","Alterations of gut microbiota and its correlation with the liver metabolome in the process of ameliorating Parkinson's disease with Buyang Huanwu decoction","Hu J, Li P, Zhao H, Ji P, Yang Y, Ma J, Zhao X.","J Ethnopharmacol. 2024 Jan 10;318(Pt A):116893. doi: 10.1016/j.jep.2023.116893. Epub 2023 Jul 7.","Hu J","J Ethnopharmacol","2024","2023/07/09","","","10.1016/j.jep.2023.116893"
"38785512","The Effect of Gut Microbiota-Targeted Interventions on Neuroinflammation and Motor Function in Parkinson's Disease Animal Models-A Systematic Review","Panaitescu PȘ, Răzniceanu V, Mocrei-Rebrean ȘM, Neculicioiu VS, Dragoș HM, Costache C, Filip GA.","Curr Issues Mol Biol. 2024 Apr 26;46(5):3946-3974. doi: 10.3390/cimb46050244.","Panaitescu PȘ","Curr Issues Mol Biol","2024","2024/05/24","PMC11120577","","10.3390/cimb46050244"
"39177611","The Associations Among Gut Microbiota, Branched Chain Amino Acids, and Parkinson's Disease: Mendelian Randomization Study","Yan Z, Zhao G.","J Parkinsons Dis. 2024;14(6):1129-1138. doi: 10.3233/JPD-240244.","Yan Z","J Parkinsons Dis","2024","2024/08/23","PMC11380289","","10.3233/JPD-240244"
"39168575","Coffee and Parkinson's disease","Asuku AO, Ayinla MT, Olajide TS, Oyerinde TO, Yusuf JA, Bayo-Olugbami AA, Fajemidagba GA.","Prog Brain Res. 2024;289:1-19. doi: 10.1016/bs.pbr.2024.06.001. Epub 2024 Jul 2.","Asuku AO","Prog Brain Res","2024","2024/08/21","","","10.1016/bs.pbr.2024.06.001"
"38237261","Rubusoside mitigates neuroinflammation and cellular apoptosis in Parkinson's disease, and alters gut microbiota and metabolite composition","Meng T, Zhang Y, Huang J, Pandey V, Fu S, Ma S.","Phytomedicine. 2024 Feb;124:155309. doi: 10.1016/j.phymed.2023.155309. Epub 2023 Dec 20.","Meng T","Phytomedicine","2024","2024/01/18","","","10.1016/j.phymed.2023.155309"
"39106786","Gut microbiota modulates neurotransmitter and gut-brain signaling","Qu S, Yu Z, Zhou Y, Wang S, Jia M, Chen T, Zhang X.","Microbiol Res. 2024 Oct;287:127858. doi: 10.1016/j.micres.2024.127858. Epub 2024 Jul 26.","Qu S","Microbiol Res","2024","2024/08/06","","","10.1016/j.micres.2024.127858"
"38974034","Gut-directed therapy in Parkinson's disease","Benvenuti L, Di Salvo C, Bellini G, Seguella L, Rettura F, Esposito G, Antonioli L, Ceravolo R, Bernardini N, Pellegrini C, Fornai M.","Front Pharmacol. 2024 Jun 21;15:1407925. doi: 10.3389/fphar.2024.1407925. eCollection 2024.","Benvenuti L","Front Pharmacol","2024","2024/07/08","PMC11224490","","10.3389/fphar.2024.1407925"
"39036341","The gut microbiota-brain axis in neurological disorders","You M, Chen N, Yang Y, Cheng L, He H, Cai Y, Liu Y, Liu H, Hong G.","MedComm (2020). 2024 Jul 20;5(8):e656. doi: 10.1002/mco2.656. eCollection 2024 Aug.","You M","MedComm (2020)","2024","2024/07/22","PMC11260174","","10.1002/mco2.656"
"37307829","Relationships Between Rapid Eye Movement Sleep Behavior Disorder and Parkinson's Disease: Indication from Gut Microbiota Alterations","Zhang P, Huang P, Li Y, Du J, Luo N, He Y, Liu J, He G, Cui S, Zhang W, Li G, Shen X, Jun L, Chen S.","Aging Dis. 2024 Feb 1;15(1):357-368. doi: 10.14336/AD.2023.0518.","Zhang P","Aging Dis","2024","2023/06/12","PMC10796088","","10.14336/AD.2023.0518"
"39134825","Gut Microbiota-Induced Modulation of the Central Nervous System Function in Parkinson's Disease Through the Gut-Brain Axis and Short-Chain Fatty Acids","Ni Y, Tong Q, Xu M, Gu J, Ye H.","Mol Neurobiol. 2024 Aug 12. doi: 10.1007/s12035-024-04370-7. Online ahead of print.","Ni Y","Mol Neurobiol","2024","2024/08/12","","","10.1007/s12035-024-04370-7"
"38649365","Diet and the gut microbiome in patients with Parkinson's disease","Kwon D, Zhang K, Paul KC, Folle AD, Del Rosario I, Jacobs JP, Keener AM, Bronstein JM, Ritz B.","NPJ Parkinsons Dis. 2024 Apr 22;10(1):89. doi: 10.1038/s41531-024-00681-7.","Kwon D","NPJ Parkinsons Dis","2024","2024/04/22","PMC11035608","","10.1038/s41531-024-00681-7"
"38357211","Gut microbiota and metabolite variations in a migraine mouse model","Wang D, Liu X, Shi S, Ren T, Wang W.","Front Cell Infect Microbiol. 2024 Jan 31;13:1322059. doi: 10.3389/fcimb.2023.1322059. eCollection 2023.","Wang D","Front Cell Infect Microbiol","2024","2024/02/15","PMC10864585","","10.3389/fcimb.2023.1322059"
"38989933","Gut microbiota-astrocyte axis: new insights into age-related cognitive decline","Zhang L, Wei J, Liu X, Li D, Pang X, Chen F, Cao H, Lei P.","Neural Regen Res. 2025 Apr 1;20(4):990-1008. doi: 10.4103/NRR.NRR-D-23-01776. Epub 2024 Apr 16.","Zhang L","Neural Regen Res","2025","2024/07/11","PMC11438350","","10.4103/NRR.NRR-D-23-01776"
"38344171","The interplay between microbiota and brain-gut axis in epilepsy treatment","Zhu H, Wang W, Li Y.","Front Pharmacol. 2024 Jan 26;15:1276551. doi: 10.3389/fphar.2024.1276551. eCollection 2024.","Zhu H","Front Pharmacol","2024","2024/02/12","PMC10853364","","10.3389/fphar.2024.1276551"
"38237031","The contribution of age-related changes in the gut-brain axis to neurological disorders","Khan R, Di Gesù CM, Lee J, McCullough LD.","Gut Microbes. 2024 Jan-Dec;16(1):2302801. doi: 10.1080/19490976.2024.2302801. Epub 2024 Jan 18.","Khan R","Gut Microbes","2024","2024/01/18","PMC10798364","","10.1080/19490976.2024.2302801"
"38848023","The connection between gut microbiota and its metabolites with neurodegenerative diseases in humans","Fabi JP.","Metab Brain Dis. 2024 Jun;39(5):967-984. doi: 10.1007/s11011-024-01369-w. Epub 2024 Jun 7.","Fabi JP","Metab Brain Dis","2024","2024/06/07","","","10.1007/s11011-024-01369-w"
"39113894","Exploring Causal Links Between Gut Microbiota and Geriatric Syndromes: A Two-Sample Mendelian Randomization Analysis","Yao Q, Chen L, Cai Y, Li C, Wen S, Yang C, Zhang Q, Zeng Y, Zheng S, Zou J, Huang G, Zeng Q.","Int J Med Sci. 2024 Jul 22;21(10):1945-1963. doi: 10.7150/ijms.94335. eCollection 2024.","Yao Q","Int J Med Sci","2024","2024/08/08","PMC11302557","","10.7150/ijms.94335"
"38409641","Neuroprotective Effects of Bifidobacterium animalis subsp. lactis NJ241 in a Mouse Model of Parkinson's Disease: Implications for Gut Microbiota and PGC-1α","Dong Y, Qi Y, Chen J, Han S, Su W, Ma X, Yu Y, Wang Y.","Mol Neurobiol. 2024 Oct;61(10):7534-7548. doi: 10.1007/s12035-024-04038-2. Epub 2024 Feb 26.","Dong Y","Mol Neurobiol","2024","2024/02/27","PMC11415479","","10.1007/s12035-024-04038-2"
"38686220","Safety and efficacy of faecal microbiota transplantation in patients with mild to moderate Parkinson's disease (GUT-PARFECT): a double-blind, placebo-controlled, randomised, phase 2 trial","Bruggeman A, Vandendriessche C, Hamerlinck H, De Looze D, Tate DJ, Vuylsteke M, De Commer L, Devolder L, Raes J, Verhasselt B, Laukens D, Vandenbroucke RE, Santens P.","EClinicalMedicine. 2024 Mar 27;71:102563. doi: 10.1016/j.eclinm.2024.102563. eCollection 2024 May.","Bruggeman A","EClinicalMedicine","2024","2024/04/30","PMC11056595","","10.1016/j.eclinm.2024.102563"
"38385354","Gastrodia elata polysaccharide alleviates Parkinson's disease via inhibiting apoptotic and inflammatory signaling pathways and modulating the gut microbiota","Gan QX, Peng MY, Wei HB, Chen LL, Chen XY, Li ZH, An GQ, Ma YT.","Food Funct. 2024 Mar 18;15(6):2920-2938. doi: 10.1039/d3fo05169b.","Gan QX","Food Funct","2024","2024/02/22","","","10.1039/d3fo05169b"
"38211635","Microbiota-microglia crosstalk between Blautia producta and neuroinflammation of Parkinson's disease: A bench-to-bedside translational approach","Liu J, Lv X, Ye T, Zhao M, Chen Z, Zhang Y, Yang W, Xie H, Zhan L, Chen L, Liu WC, Su KP, Sun J.","Brain Behav Immun. 2024 Mar;117:270-282. doi: 10.1016/j.bbi.2024.01.010. Epub 2024 Jan 9.","Liu J","Brain Behav Immun","2024","2024/01/11","","","10.1016/j.bbi.2024.01.010"
"37787835","The gut microbiome: an important role in neurodegenerative diseases and their therapeutic advances","Li S, Zhao L, Xiao J, Guo Y, Fu R, Zhang Y, Xu S.","Mol Cell Biochem. 2024 Sep;479(9):2217-2243. doi: 10.1007/s11010-023-04853-6. Epub 2023 Oct 3.","Li S","Mol Cell Biochem","2024","2023/10/03","","","10.1007/s11010-023-04853-6"
"38755164","Gut microbiota produces biofilm-associated amyloids with potential for neurodegeneration","Fernández-Calvet A, Matilla-Cuenca L, Izco M, Navarro S, Serrano M, Ventura S, Blesa J, Herráiz M, Alkorta-Aranburu G, Galera S, Ruiz de Los Mozos I, Mansego ML, Toledo-Arana A, Alvarez-Erviti L, Valle J.","Nat Commun. 2024 May 16;15(1):4150. doi: 10.1038/s41467-024-48309-x.","Fernández-Calvet A","Nat Commun","2024","2024/05/16","PMC11099085","","10.1038/s41467-024-48309-x"
"38518598","Gut microbiota in neurological diseases: Melatonin plays an important regulatory role","Ahmadi S, Taghizadieh M, Mehdizadehfar E, Hasani A, Khalili Fard J, Feizi H, Hamishehkar H, Ansarin M, Yekani M, Memar MY.","Biomed Pharmacother. 2024 May;174:116487. doi: 10.1016/j.biopha.2024.116487. Epub 2024 Mar 21.","Ahmadi S","Biomed Pharmacother","2024","2024/03/22","","","10.1016/j.biopha.2024.116487"
"38244807","Potential effects of the most prescribed drugs on the microbiota-gut-brain-axis: A review","Garg K, Mohajeri MH.","Brain Res Bull. 2024 Feb;207:110883. doi: 10.1016/j.brainresbull.2024.110883. Epub 2024 Jan 18.","Garg K","Brain Res Bull","2024","2024/01/20","","","10.1016/j.brainresbull.2024.110883"
"38435303","Dysbiosis of the gut microbiota and its effect on α-synuclein and prion protein misfolding: consequences for neurodegeneration","Mahbub NU, Islam MM, Hong ST, Chung HJ.","Front Cell Infect Microbiol. 2024 Feb 16;14:1348279. doi: 10.3389/fcimb.2024.1348279. eCollection 2024.","Mahbub NU","Front Cell Infect Microbiol","2024","2024/03/04","PMC10904658","","10.3389/fcimb.2024.1348279"
"39019779","Exercise perspective: Benefits and mechanisms of gut microbiota on the body","Gao X, Zhang P.","Zhong Nan Da Xue Xue Bao Yi Xue Ban. 2024 Apr 28;49(4):508-515. doi: 10.11817/j.issn.1672-7347.2024.230550.","Gao X","Zhong Nan Da Xue Xue Bao Yi Xue Ban","2024","2024/07/17","PMC11255194","","10.11817/j.issn.1672-7347.2024.230550"
"38875045","The Gut-Brain Axis in Alzheimer's and Parkinson's Diseases: The Catalytic Role of Mitochondria","Candeias E, Pereira-Santos AR, Empadinhas N, Cardoso SM, Esteves ARF.","J Alzheimers Dis. 2024;100(2):413-429. doi: 10.3233/JAD-240524.","Candeias E","J Alzheimers Dis","2024","2024/06/14","","","10.3233/JAD-240524"
"38287957","Causal relationship between gut microflora and dementia: a Mendelian randomization study","Fu J, Qin Y, Xiao L, Dai X.","Front Microbiol. 2024 Jan 15;14:1306048. doi: 10.3389/fmicb.2023.1306048. eCollection 2023.","Fu J","Front Microbiol","2024","2024/01/30","PMC10822966","","10.3389/fmicb.2023.1306048"
"38804299","Neuromodulation and the Gut-Brain Axis: Therapeutic Mechanisms and Implications for Gastrointestinal and Neurological Disorders","Aljeradat B, Kumar D, Abdulmuizz S, Kundu M, Almealawy YF, Batarseh DR, Atallah O, Ennabe M, Alsarafandi M, Alan A, Weinand M.","Pathophysiology. 2024 May 17;31(2):244-268. doi: 10.3390/pathophysiology31020019.","Aljeradat B","Pathophysiology","2024","2024/05/28","PMC11130832","","10.3390/pathophysiology31020019"
"39459534","The Microbiota-Gut-Brain Axis and Neurological Disorders: A Comprehensive Review","Nakhal MM, Yassin LK, Alyaqoubi R, Saeed S, Alderei A, Alhammadi A, Alshehhi M, Almehairbi A, Al Houqani S, BaniYas S, Qanadilo H, Ali BR, Shehab S, Statsenko Y, Meribout S, Sadek B, Akour A, Hamad MIK.","Life (Basel). 2024 Sep 26;14(10):1234. doi: 10.3390/life14101234.","Nakhal MM","Life (Basel)","2024","2024/10/26","PMC11508655","","10.3390/life14101234"
"38488556","Unraveling the gut-brain axis: the impact of steroid hormones and nutrition on Parkinson's disease","Neufeld PM, Nettersheim RA, Matschke V, Vorgerd M, Stahlke S, Theiss C.","Neural Regen Res. 2024 Oct 1;19(10):2219-2228. doi: 10.4103/1673-5374.391304. Epub 2023 Dec 21.","Neufeld PM","Neural Regen Res","2024","2024/03/15","PMC11034592","","10.4103/1673-5374.391304"
"39300699","Microbiota-gut-brain axis in health and neurological disease: Interactions between gut microbiota and the nervous system","He Y, Wang K, Su N, Yuan C, Zhang N, Hu X, Fu Y, Zhao F.","J Cell Mol Med. 2024 Sep;28(18):e70099. doi: 10.1111/jcmm.70099.","He Y","J Cell Mol Med","2024","2024/09/20","PMC11412916","","10.1111/jcmm.70099"
"39161161","Fecal microbiota from patients with Parkinson's disease intensifies inflammation and neurodegeneration in A53T mice","Yang H, Shao Y, Hu Y, Qian J, Wang P, Tian L, Ni Y, Li S, Al-Nusaif M, Liu C, Le W.","CNS Neurosci Ther. 2024 Aug;30(8):e70003. doi: 10.1111/cns.70003.","Yang H","CNS Neurosci Ther","2024","2024/08/20","PMC11333719","","10.1111/cns.70003"
"38314132","Relationship among Parkinson's disease, constipation, microbes, and microbiological therapy","Yuan XY, Chen YS, Liu Z.","World J Gastroenterol. 2024 Jan 21;30(3):225-237. doi: 10.3748/wjg.v30.i3.225.","Yuan XY","World J Gastroenterol","2024","2024/02/05","PMC10835526","","10.3748/wjg.v30.i3.225"
"39317918","Dysbiosis and fecal microbiota transplant: Contemplating progress in health, neurodegeneration and longevity","Ahmadi S, Hasani A, Khabbaz A, Poortahmasbe V, Hosseini S, Yasdchi M, Mehdizadehfar E, Mousavi Z, Hasani R, Nabizadeh E, Nezhadi J.","Biogerontology. 2024 Nov;25(6):957-983. doi: 10.1007/s10522-024-10136-4. Epub 2024 Sep 24.","Ahmadi S","Biogerontology","2024","2024/09/24","","","10.1007/s10522-024-10136-4"
"39064171","The Brain-Gut Axis, an Important Player in Alzheimer and Parkinson Disease: A Narrative Review","Caradonna E, Nemni R, Bifone A, Gandolfo P, Costantino L, Giordano L, Mormone E, Macula A, Cuomo M, Difruscolo R, Vanoli C, Vanoli E, Ferrara F.","J Clin Med. 2024 Jul 15;13(14):4130. doi: 10.3390/jcm13144130.","Caradonna E","J Clin Med","2024","2024/07/27","PMC11278248","","10.3390/jcm13144130"
"38727306","From the Gut to the Brain: Is Microbiota a New Paradigm in Parkinson's Disease Treatment?","Vilela C, Araújo B, Soares-Guedes C, Caridade-Silva R, Martins-Macedo J, Teixeira C, Gomes ED, Prudêncio C, Vieira M, Teixeira FG.","Cells. 2024 Apr 30;13(9):770. doi: 10.3390/cells13090770.","Vilela C","Cells","2024","2024/05/10","PMC11083070","","10.3390/cells13090770"
"38817603","The microbiota-gut-brain-immune interface in the pathogenesis of neuroinflammatory diseases: a narrative review of the emerging literature","Warren A, Nyavor Y, Zarabian N, Mahoney A, Frame LA.","Front Immunol. 2024 May 16;15:1365673. doi: 10.3389/fimmu.2024.1365673. eCollection 2024.","Warren A","Front Immunol","2024","2024/05/31","PMC11137262","","10.3389/fimmu.2024.1365673"
"38141735","Does gut brain axis has an impact on Parkinson's disease (PD)?","Elangovan A, Dahiya B, Kirola L, Iyer M, Jeeth P, Maharaj S, Kumari N, Lakhanpal V, Michel TM, Rao KRSS, Cho SG, Yadav MK, Gopalakrishnan AV, Kadhirvel S, Kumar NS, Vellingiri B.","Ageing Res Rev. 2024 Feb;94:102171. doi: 10.1016/j.arr.2023.102171. Epub 2023 Dec 21.","Elangovan A","Ageing Res Rev","2024","2023/12/23","","","10.1016/j.arr.2023.102171"
"37850544","Influence of gut microbiota on the development of most prevalent neurodegenerative dementias and the potential effect of probiotics in elderly: A scoping review","Mateo D, Marquès M, Domingo JL, Torrente M.","Am J Med Genet B Neuropsychiatr Genet. 2024 Mar;195(2):e32959. doi: 10.1002/ajmg.b.32959. Epub 2023 Oct 18.","Mateo D","Am J Med Genet B Neuropsychiatr Genet","2024","2023/10/18","","","10.1002/ajmg.b.32959"
"38873926","Associations between gut microbiota characteristics and non-motor symptoms following pharmacological and surgical treatments in Parkinson's disease patients","Gorecka-Mazur A, Krygowska-Wajs A, Furgala A, Li J, Misselwitz B, Pietraszko W, Kwinta B, Yilmaz B.","Neurogastroenterol Motil. 2024 Aug;36(8):e14846. doi: 10.1111/nmo.14846. Epub 2024 Jun 14.","Gorecka-Mazur A","Neurogastroenterol Motil","2024","2024/06/14","","","10.1111/nmo.14846"
"37674043","Gut microbiota-induced CXCL1 elevation triggers early neuroinflammation in the substantia nigra of Parkinsonian mice","Ma XZ, Chen LL, Qu L, Li H, Wang J, Song N, Xie JX.","Acta Pharmacol Sin. 2024 Jan;45(1):52-65. doi: 10.1038/s41401-023-01147-x. Epub 2023 Sep 6.","Ma XZ","Acta Pharmacol Sin","2024","2023/09/06","PMC10770039","","10.1038/s41401-023-01147-x"
"38694925","Buty and the beast: the complex role of butyrate in Parkinson's disease","Elford JD, Becht N, Garssen J, Kraneveld AD, Perez-Pardo P.","Front Pharmacol. 2024 Apr 17;15:1388401. doi: 10.3389/fphar.2024.1388401. eCollection 2024.","Elford JD","Front Pharmacol","2024","2024/05/02","PMC11061429","","10.3389/fphar.2024.1388401"
"38449863","Protective effects of fecal microbiota transplantation against ischemic stroke and other neurological disorders: an update","Hediyal TA, Vichitra C, Anand N, Bhaskaran M, Essa SM, Kumar P, Qoronfleh MW, Akbar M, Kaul-Ghanekar R, Mahalakshmi AM, Yang J, Song BJ, Monaghan TM, Sakharkar MK, Chidambaram SB.","Front Immunol. 2024 Feb 21;15:1324018. doi: 10.3389/fimmu.2024.1324018. eCollection 2024.","Hediyal TA","Front Immunol","2024","2024/03/07","PMC10915229","","10.3389/fimmu.2024.1324018"
"39334720","Redox Homeostasis, Gut Microbiota, and Epigenetics in Neurodegenerative Diseases: A Systematic Review","Munteanu C, Galaction AI, Turnea M, Blendea CD, Rotariu M, Poștaru M.","Antioxidants (Basel). 2024 Aug 30;13(9):1062. doi: 10.3390/antiox13091062.","Munteanu C","Antioxidants (Basel)","2024","2024/09/28","PMC11429174","","10.3390/antiox13091062"
"38227539","Gut microbiota dysbiosis contributes to α-synuclein-related pathology associated with C/EBPβ/AEP signaling activation in a mouse model of Parkinson's disease","Fang X, Liu S, Muhammad B, Zheng M, Ge X, Xu Y, Kan S, Zhang Y, Yu Y, Zheng K, Geng D, Liu CF.","Neural Regen Res. 2024 Sep 1;19(9):2081-2088. doi: 10.4103/1673-5374.391191. Epub 2024 Jan 12.","Fang X","Neural Regen Res","2024","2024/01/16","PMC11040317","","10.4103/1673-5374.391191"
"38840699","Correlation between dietary factors and Parkinson's disease revealed by the analysis of Mendelian randomization","Zeng S, Yusufujiang A, Zhang C, Yang C, Li H.","Front Nutr. 2024 May 22;11:1273874. doi: 10.3389/fnut.2024.1273874. eCollection 2024.","Zeng S","Front Nutr","2024","2024/06/06","PMC11151297","","10.3389/fnut.2024.1273874"
"38957302","Mild cognitive impairment and microbiota: what is known and future perspectives","Gallo A, Martone AM, Liperoti R, Cipriani MC, Ibba F, Camilli S, Rognoni FM, Landi F, Montalto M.","Front Med (Lausanne). 2024 Jun 18;11:1410246. doi: 10.3389/fmed.2024.1410246. eCollection 2024.","Gallo A","Front Med (Lausanne)","2024","2024/07/03","PMC11217486","","10.3389/fmed.2024.1410246"
"38773112","Meta-analysis of shotgun sequencing of gut microbiota in Parkinson's disease","Nishiwaki H, Ueyama J, Ito M, Hamaguchi T, Takimoto K, Maeda T, Kashihara K, Tsuboi Y, Mori H, Kurokawa K, Katsuno M, Hirayama M, Ohno K.","NPJ Parkinsons Dis. 2024 May 21;10(1):106. doi: 10.1038/s41531-024-00724-z.","Nishiwaki H","NPJ Parkinsons Dis","2024","2024/05/21","PMC11109112","","10.1038/s41531-024-00724-z"
"39377830","Gut-Brain Axis and Neuroinflammation: The Role of Gut Permeability and the Kynurenine Pathway in Neurological Disorders","Kearns R.","Cell Mol Neurobiol. 2024 Oct 8;44(1):64. doi: 10.1007/s10571-024-01496-z.","Kearns R","Cell Mol Neurobiol","2024","2024/10/08","PMC11461658","","10.1007/s10571-024-01496-z"
"39071627","Gut-brain axis: A cutting-edge approach to target neurological disorders and potential synbiotic application","Ashique S, Mohanto S, Ahmed MG, Mishra N, Garg A, Chellappan DK, Omara T, Iqbal S, Kahwa I.","Heliyon. 2024 Jul 4;10(13):e34092. doi: 10.1016/j.heliyon.2024.e34092. eCollection 2024 Jul 15.","Ashique S","Heliyon","2024","2024/07/29","PMC11279763","","10.1016/j.heliyon.2024.e34092"
"39449004","Gut-first Parkinson's disease is encoded by gut dysbiome","Munoz-Pinto MF, Candeias E, Melo-Marques I, Esteves AR, Maranha A, Magalhães JD, Carneiro DR, Sant'Anna M, Pereira-Santos AR, Abreu AE, Nunes-Costa D, Alarico S, Tiago I, Morgadinho A, Lemos J, Figueiredo PN, Januário C, Empadinhas N, Cardoso SM.","Mol Neurodegener. 2024 Oct 24;19(1):78. doi: 10.1186/s13024-024-00766-0.","Munoz-Pinto MF","Mol Neurodegener","2024","2024/10/25","PMC11515425","","10.1186/s13024-024-00766-0"
