PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35923300","The Role of Gut Microbiota in the Progression of Parkinson's Disease and the Mechanism of Intervention by Traditional Chinese Medicine","Huan P, Wang L, He Z, He J.","Neuropsychiatr Dis Treat. 2022 Jul 26;18:1507-1520. doi: 10.2147/NDT.S367016. eCollection 2022.","Huan P","Neuropsychiatr Dis Treat","2022","2022/08/04","PMC9341349","","10.2147/NDT.S367016"
"36075637","Enteric nervous system and intestinal epithelial regulation of the gut-brain axis","Dowling LR, Strazzari MR, Keely S, Kaiko GE.","J Allergy Clin Immunol. 2022 Sep;150(3):513-522. doi: 10.1016/j.jaci.2022.07.015.","Dowling LR","J Allergy Clin Immunol","2022","2022/09/08","","","10.1016/j.jaci.2022.07.015"
"33649989","The Gut-Brain Axis: Two Ways Signaling in Parkinson's Disease","Dogra N, Mani RJ, Katare DP.","Cell Mol Neurobiol. 2022 Mar;42(2):315-332. doi: 10.1007/s10571-021-01066-7. Epub 2021 Mar 2.","Dogra N","Cell Mol Neurobiol","2022","2021/03/02","","","10.1007/s10571-021-01066-7"
"35275534","Investigating Casual Associations Among Gut Microbiota, Metabolites, and Neurodegenerative Diseases: A Mendelian Randomization Study","Ning J, Huang SY, Chen SD, Zhang YR, Huang YY, Yu JT.","J Alzheimers Dis. 2022;87(1):211-222. doi: 10.3233/JAD-215411.","Ning J","J Alzheimers Dis","2022","2022/03/11","","","10.3233/JAD-215411"
"36430144","What Are the Key Gut Microbiota Involved in Neurological Diseases? A Systematic Review","Bonnechère B, Amin N, van Duijn C.","Int J Mol Sci. 2022 Nov 8;23(22):13665. doi: 10.3390/ijms232213665.","Bonnechère B","Int J Mol Sci","2022","2022/11/26","PMC9696257","","10.3390/ijms232213665"
"36126853","Role of gut microbiota-derived branched-chain amino acids in the pathogenesis of Parkinson's disease: An animal study","Yan Z, Yang F, Sun L, Yu J, Sun L, Si Y, Yao L.","Brain Behav Immun. 2022 Nov;106:307-321. doi: 10.1016/j.bbi.2022.09.009. Epub 2022 Sep 17.","Yan Z","Brain Behav Immun","2022","2022/09/20","","","10.1016/j.bbi.2022.09.009"
"34536490","Gut dysbiosis, defective autophagy and altered immune responses in neurodegenerative diseases: Tales of a vicious cycle","Chidambaram SB, Essa MM, Rathipriya AG, Bishir M, Ray B, Mahalakshmi AM, Tousif AH, Sakharkar MK, Kashyap RS, Friedland RP, Monaghan TM.","Pharmacol Ther. 2022 Mar;231:107988. doi: 10.1016/j.pharmthera.2021.107988. Epub 2021 Sep 16.","Chidambaram SB","Pharmacol Ther","2022","2021/09/18","","","10.1016/j.pharmthera.2021.107988"
"35456966","Biomarker of Neuroinflammation in Parkinson's Disease","Liu TW, Chen CM, Chang KH.","Int J Mol Sci. 2022 Apr 8;23(8):4148. doi: 10.3390/ijms23084148.","Liu TW","Int J Mol Sci","2022","2022/04/23","PMC9028544","","10.3390/ijms23084148"
"34669122","An Alternative Explanation for Alzheimer's Disease and Parkinson's Disease Initiation from Specific Antibiotics, Gut Microbiota Dysbiosis and Neurotoxins","Roe K.","Neurochem Res. 2022 Mar;47(3):517-530. doi: 10.1007/s11064-021-03467-y. Epub 2021 Oct 20.","Roe K","Neurochem Res","2022","2021/10/20","","","10.1007/s11064-021-03467-y"
"36334596","The intestinal barrier in disorders of the central nervous system","Pellegrini C, Fornai M, D'Antongiovanni V, Antonioli L, Bernardini N, Derkinderen P.","Lancet Gastroenterol Hepatol. 2023 Jan;8(1):66-80. doi: 10.1016/S2468-1253(22)00241-2. Epub 2022 Nov 2.","Pellegrini C","Lancet Gastroenterol Hepatol","2023","2022/11/05","","","10.1016/S2468-1253(22)00241-2"
"35849305","Psychobiotics: the Influence of Gut Microbiota on the Gut-Brain Axis in Neurological Disorders","Oroojzadeh P, Bostanabad SY, Lotfi H.","J Mol Neurosci. 2022 Sep;72(9):1952-1964. doi: 10.1007/s12031-022-02053-3. Epub 2022 Jul 18.","Oroojzadeh P","J Mol Neurosci","2022","2022/07/18","PMC9289355","","10.1007/s12031-022-02053-3"
"35931717","Specific gut microbiota alterations in essential tremor and its difference from Parkinson's disease","Zhang P, Huang P, Du J, He Y, Liu J, He G, Cui S, Zhang W, Li G, Chen S.","NPJ Parkinsons Dis. 2022 Aug 5;8(1):98. doi: 10.1038/s41531-022-00359-y.","Zhang P","NPJ Parkinsons Dis","2022","2022/08/05","PMC9355955","","10.1038/s41531-022-00359-y"
"35422756","Gut-Derived Sterile Inflammation and Parkinson's Disease","Shannon KM.","Front Neurol. 2022 Mar 29;13:831090. doi: 10.3389/fneur.2022.831090. eCollection 2022.","Shannon KM","Front Neurol","2022","2022/04/15","PMC9001909","","10.3389/fneur.2022.831090"
"35411052","Multiomics implicate gut microbiota in altered lipid and energy metabolism in Parkinson's disease","Pereira PAB, Trivedi DK, Silverman J, Duru IC, Paulin L, Auvinen P, Scheperjans F.","NPJ Parkinsons Dis. 2022 Apr 11;8(1):39. doi: 10.1038/s41531-022-00300-3.","Pereira PAB","NPJ Parkinsons Dis","2022","2022/04/12","PMC9001728","","10.1038/s41531-022-00300-3"
"36359864","Rifaximin Modifies Gut Microbiota and Attenuates Inflammation in Parkinson's Disease: Preclinical and Clinical Studies","Hong CT, Chan L, Chen KY, Lee HH, Huang LK, Yang YSH, Liu YR, Hu CJ.","Cells. 2022 Nov 2;11(21):3468. doi: 10.3390/cells11213468.","Hong CT","Cells","2022","2022/11/11","PMC9656351","","10.3390/cells11213468"
"35708472","Neuroinflammation: A Distal Consequence of Periodontitis","Li X, Kiprowska M, Kansara T, Kansara P, Li P.","J Dent Res. 2022 Nov;101(12):1441-1449. doi: 10.1177/00220345221102084. Epub 2022 Jun 16.","Li X","J Dent Res","2022","2022/06/16","PMC9608094","","10.1177/00220345221102084"
"36467550","Curcumin Regulates Gut Microbiota and Exerts a Neuroprotective Effect in the MPTP Model of Parkinson's Disease","Zhu H, Zhang H, Hou B, Xu B, Ji L, Wu Y.","Evid Based Complement Alternat Med. 2022 Nov 24;2022:9110560. doi: 10.1155/2022/9110560. eCollection 2022.","Zhu H","Evid Based Complement Alternat Med","2022","2022/12/05","PMC9715342","","10.1155/2022/9110560"
"36362150","Mucosal Immunity and the Gut-Microbiota-Brain-Axis in Neuroimmune Disease","Sterling KG, Dodd GK, Alhamdi S, Asimenios PG, Dagda RK, De Meirleir KL, Hudig D, Lombardi VC.","Int J Mol Sci. 2022 Nov 1;23(21):13328. doi: 10.3390/ijms232113328.","Sterling KG","Int J Mol Sci","2022","2022/11/11","PMC9655506","","10.3390/ijms232113328"
"35730414","The role of nutrition on Parkinson's disease: a systematic review","Bianchi VE, Rizzi L, Somaa F.","Nutr Neurosci. 2023 Jul;26(7):605-628. doi: 10.1080/1028415X.2022.2073107. Epub 2022 Jun 22.","Bianchi VE","Nutr Neurosci","2023","2022/06/22","","","10.1080/1028415X.2022.2073107"
"36558531","The Interaction of Polyphenols and the Gut Microbiota in Neurodegenerative Diseases","Zhang Y, Yu W, Zhang L, Wang M, Chang W.","Nutrients. 2022 Dec 17;14(24):5373. doi: 10.3390/nu14245373.","Zhang Y","Nutrients","2022","2022/12/23","PMC9785743","","10.3390/nu14245373"
"36479494","Dietary supplements in neurological diseases and brain aging","Naureen Z, Dhuli K, Medori MC, Caruso P, Manganotti P, Chiurazzi P, Bertelli M.","J Prev Med Hyg. 2022 Oct 17;63(2 Suppl 3):E174-E188. doi: 10.15167/2421-4248/jpmh2022.63.2S3.2759. eCollection 2022 Jun.","Naureen Z","J Prev Med Hyg","2022","2022/12/08","PMC9710403","","10.15167/2421-4248/jpmh2022.63.2S3.2759"
"36200207","Microbiota- Brain-Gut-Axis Relevance to Parkinson's Disease: Potential Therapeutic Effects of Probiotics","Raj K, Singh S, Chib S, Mallan S.","Curr Pharm Des. 2022;28(37):3049-3067. doi: 10.2174/1381612828666221003112300.","Raj K","Curr Pharm Des","2022","2022/10/06","","","10.2174/1381612828666221003112300"
"34954497","Altered gut microbiota in Parkinson's disease patients with motor complications","Takahashi K, Nishiwaki H, Ito M, Iwaoka K, Takahashi K, Suzuki Y, Taguchi K, Yamahara K, Tsuboi Y, Kashihara K, Hirayama M, Ohno K, Maeda T.","Parkinsonism Relat Disord. 2022 Feb;95:11-17. doi: 10.1016/j.parkreldis.2021.12.012. Epub 2021 Dec 21.","Takahashi K","Parkinsonism Relat Disord","2022","2021/12/26","","","10.1016/j.parkreldis.2021.12.012"
"35599496","Effects of Gut Microbiota Alterations on Motor, Gastrointestinal, and Behavioral Phenotype in a Mouse Model of Parkinson's Disease","Radisavljevic N, Cirstea M, Bauer K, Lo C, Metcalfe-Roach A, Bozorgmehr T, Bar-Yoseph H, Brett Finlay B.","J Parkinsons Dis. 2022;12(5):1479-1495. doi: 10.3233/JPD-223165.","Radisavljevic N","J Parkinsons Dis","2022","2022/05/23","","","10.3233/JPD-223165"
"36569929","Parasite infections, neuroinflammation, and potential contributions of gut microbiota","Alloo J, Leleu I, Grangette C, Pied S.","Front Immunol. 2022 Dec 8;13:1024998. doi: 10.3389/fimmu.2022.1024998. eCollection 2022.","Alloo J","Front Immunol","2022","2022/12/26","PMC9772015","","10.3389/fimmu.2022.1024998"
"35327401","Drosophila Model for Studying Gut Microbiota in Behaviors and Neurodegenerative Diseases","Chiang MH, Ho SM, Wu HY, Lin YC, Tsai WH, Wu T, Lai CH, Wu CL.","Biomedicines. 2022 Mar 3;10(3):596. doi: 10.3390/biomedicines10030596.","Chiang MH","Biomedicines","2022","2022/03/25","PMC8945323","","10.3390/biomedicines10030596"
"35852145","Gut Microbiota in Monozygotic Twins Discordant for Parkinson's Disease","Bolliri C, Fontana A, Cereda E, Barichella M, Cilia R, Ferri V, Caronni S, Calandrella D, Morelli L, Pezzoli G.","Ann Neurol. 2022 Oct;92(4):631-636. doi: 10.1002/ana.26454. Epub 2022 Aug 4.","Bolliri C","Ann Neurol","2022","2022/07/19","","","10.1002/ana.26454"
"35822696","New hope for Parkinson's disease treatment: Targeting gut microbiota","Fan HX, Sheng S, Zhang F.","CNS Neurosci Ther. 2022 Nov;28(11):1675-1688. doi: 10.1111/cns.13916. Epub 2022 Jul 13.","Fan HX","CNS Neurosci Ther","2022","2022/07/13","PMC9532916","","10.1111/cns.13916"
"31340904","Role of the gut microbiota in the development of various neurological diseases","Castillo-Álvarez F, Marzo-Sola ME.","Neurologia (Engl Ed). 2022 Jul-Aug;37(6):492-498. doi: 10.1016/j.nrl.2019.03.017. Epub 2019 Jul 21.","Castillo-Álvarez F","Neurologia (Engl Ed)","2022","2019/07/26","","","10.1016/j.nrl.2019.03.017"
"35779869","Role of the gut microbiota in the development of various neurological diseases","Castillo-Álvarez F, Marzo-Sola ME.","Neurologia (Engl Ed). 2022 Jul-Aug;37(6):492-498. doi: 10.1016/j.nrleng.2019.03.026. Epub 2021 May 25.","Castillo-Álvarez F","Neurologia (Engl Ed)","2022","2022/07/02","","","10.1016/j.nrleng.2019.03.026"
"36018501","Diet, Gut Microbiome, and Cognitive Decline","Ettinger S.","Curr Nutr Rep. 2022 Dec;11(4):643-652. doi: 10.1007/s13668-022-00435-y. Epub 2022 Aug 26.","Ettinger S","Curr Nutr Rep","2022","2022/08/26","","","10.1007/s13668-022-00435-y"
"35367961","Relationship Between the Gut Microbiota and Alzheimer's Disease: A Systematic Review","González Cordero EM, Cuevas-Budhart MA, Pérez Morán D, Trejo Villeda MA, Gomez-Del-Pulgar Gª-Madrid M.","J Alzheimers Dis. 2022;87(2):519-528. doi: 10.3233/JAD-215224.","González Cordero EM","J Alzheimers Dis","2022","2022/04/03","","","10.3233/JAD-215224"
"35890040","Gut Microbes and Neuropathology: Is There a Causal Nexus?","Dinan K, Dinan TG.","Pathogens. 2022 Jul 14;11(7):796. doi: 10.3390/pathogens11070796.","Dinan K","Pathogens","2022","2022/07/27","PMC9319901","","10.3390/pathogens11070796"
"35965446","The gut microbiome and cognition in Parkinson's disease: a systematic review","Grant H, Anderton R, Gasson N, Lawrence BJ.","Nutr Neurosci. 2023 Oct;26(10):932-941. doi: 10.1080/1028415X.2022.2110189. Epub 2022 Aug 13.","Grant H","Nutr Neurosci","2023","2022/08/15","","","10.1080/1028415X.2022.2110189"
"35103734","Neuroprotection of chicoric acid in a mouse model of Parkinson's disease involves gut microbiota and TLR4 signaling pathway","Wang N, Feng BN, Hu B, Cheng YL, Guo YH, Qian H.","Food Funct. 2022 Feb 21;13(4):2019-2032. doi: 10.1039/d1fo02216d.","Wang N","Food Funct","2022","2022/02/01","","","10.1039/d1fo02216d"
"35798742","Oral and gut dysbiosis leads to functional alterations in Parkinson's disease","Jo S, Kang W, Hwang YS, Lee SH, Park KW, Kim MS, Lee H, Yoon HJ, Park YK, Chalita M, Lee JH, Sung H, Lee JY, Bae JW, Chung SJ.","NPJ Parkinsons Dis. 2022 Jul 7;8(1):87. doi: 10.1038/s41531-022-00351-6.","Jo S","NPJ Parkinsons Dis","2022","2022/07/07","PMC9262988","","10.1038/s41531-022-00351-6"
"35795315","A 10-Year Bibliometric Analysis of Global Research on Gut Microbiota and Parkinson's Disease: Characteristics, Impact, and Trends","Cabanillas-Lazo M, Quispe-Vicuña C, Barja-Ore J, Fernandez-Giusti A, Munive-Degregori A, Retamozo-Siancas Y, Guerrero ME, Mayta-Tovalino F.","Biomed Res Int. 2022 Jun 27;2022:4144781. doi: 10.1155/2022/4144781. eCollection 2022.","Cabanillas-Lazo M","Biomed Res Int","2022","2022/07/07","PMC9252757","","10.1155/2022/4144781"
"34839011","Effects of Resistant Starch on Symptoms, Fecal Markers, and Gut Microbiota in Parkinson's Disease - The RESISTA-PD Trial","Becker A, Schmartz GP, Gröger L, Grammes N, Galata V, Philippeit H, Weiland J, Ludwig N, Meese E, Tierling S, Walter J, Schwiertz A, Spiegel J, Wagenpfeil G, Faßbender K, Keller A, Unger MM.","Genomics Proteomics Bioinformatics. 2022 Apr;20(2):274-287. doi: 10.1016/j.gpb.2021.08.009. Epub 2021 Nov 25.","Becker A","Genomics Proteomics Bioinformatics","2022","2021/11/28","PMC9684155","","10.1016/j.gpb.2021.08.009"
"35449203","Plasma branched-chain and aromatic amino acids correlate with the gut microbiota and severity of Parkinson's disease","Zhang Y, He X, Qian Y, Xu S, Mo C, Yan Z, Yang X, Xiao Q.","NPJ Parkinsons Dis. 2022 Apr 21;8(1):48. doi: 10.1038/s41531-022-00312-z.","Zhang Y","NPJ Parkinsons Dis","2022","2022/04/22","PMC9023571","","10.1038/s41531-022-00312-z"
"36243356","Emerging insights between gut microbiome dysbiosis and Parkinson's disease: Pathogenic and clinical relevance","Bi M, Feng L, He J, Liu C, Wang Y, Jiang H, Liu SJ.","Ageing Res Rev. 2022 Dec;82:101759. doi: 10.1016/j.arr.2022.101759. Epub 2022 Oct 13.","Bi M","Ageing Res Rev","2022","2022/10/15","","","10.1016/j.arr.2022.101759"
"36257595","Gut microbiota manipulation as an epilepsy treatment","Iannone LF, Gómez-Eguílaz M, De Caro C.","Neurobiol Dis. 2022 Nov;174:105897. doi: 10.1016/j.nbd.2022.105897. Epub 2022 Oct 17.","Iannone LF","Neurobiol Dis","2022","2022/10/18","","","10.1016/j.nbd.2022.105897"
"35807841","Overlapping Mechanisms of Action of Brain-Active Bacteria and Bacterial Metabolites in the Pathogenesis of Common Brain Diseases","Eicher TP, Mohajeri MH.","Nutrients. 2022 Jun 27;14(13):2661. doi: 10.3390/nu14132661.","Eicher TP","Nutrients","2022","2022/07/09","PMC9267981","","10.3390/nu14132661"
"35645785","Nutritional Intake and Gut Microbiome Composition Predict Parkinson's Disease","Lubomski M, Xu X, Holmes AJ, Muller S, Yang JYH, Davis RL, Sue CM.","Front Aging Neurosci. 2022 May 11;14:881872. doi: 10.3389/fnagi.2022.881872. eCollection 2022.","Lubomski M","Front Aging Neurosci","2022","2022/06/01","PMC9131011","","10.3389/fnagi.2022.881872"
"35225349","Rethinking Parkinson Disease: Exploring Gut-Brain Interactions and the Potential Role of Exercise","Zapanta K, Schroeder ET, Fisher BE.","Phys Ther. 2022 May 5;102(5):pzac022. doi: 10.1093/ptj/pzac022.","Zapanta K","Phys Ther","2022","2022/02/28","","","10.1093/ptj/pzac022"
"36034146","The relationship between Parkinson's disease and gastrointestinal diseases","Zeng J, Wang X, Pan F, Mao Z.","Front Aging Neurosci. 2022 Aug 10;14:955919. doi: 10.3389/fnagi.2022.955919. eCollection 2022.","Zeng J","Front Aging Neurosci","2022","2022/08/29","PMC9399652","","10.3389/fnagi.2022.955919"
"37693045","Neuroprotective effects of an engineered Escherichia coli Nissle 1917 on Parkinson's disease in mice by delivering GLP-1 and modulating gut microbiota","Wu H, Wei J, Zhao X, Liu Y, Chen Z, Wei K, Lu J, Chen W, Jiang M, Li S, Chen T.","Bioeng Transl Med. 2022 Jun 18;8(5):e10351. doi: 10.1002/btm2.10351. eCollection 2023 Sep.","Wu H","Bioeng Transl Med","2022","2023/09/11","PMC10487327","","10.1002/btm2.10351"
"36182642","Gut-oriented disease modifying therapy for Parkinson's disease","Lin CH, Lai HC, Wu MS.","J Formos Med Assoc. 2023 Jan;122(1):9-18. doi: 10.1016/j.jfma.2022.09.010. Epub 2022 Sep 29.","Lin CH","J Formos Med Assoc","2023","2022/10/01","","","10.1016/j.jfma.2022.09.010"
"35463646","A Pilot Study Exploring the Association of Entacapone, Gut Microbiota, and the Subsequent Side Effects in Patients With Parkinson's Disease","Fu SC, Lee CH, Hsieh YC, Wu PH, Lin SH, Wang H.","Front Cell Infect Microbiol. 2022 Apr 5;12:837019. doi: 10.3389/fcimb.2022.837019. eCollection 2022.","Fu SC","Front Cell Infect Microbiol","2022","2022/04/25","PMC9022099","","10.3389/fcimb.2022.837019"
