PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38432179","Combination of vitamin D(3) and fructooligosaccharides upregulates colonic vitamin D receptor in C57BL/6J mice and affects anxiety-related behavior in a sex-specific manner","Renteria KM, Constantine E, Teoh CM, Cooper A, Lozano N, Bauer S, Koh GY.","Nutr Res. 2024 Feb 11;125:16-26. doi: 10.1016/j.nutres.2024.02.003. Online ahead of print.","Renteria KM","Nutr Res","2024","2024/03/03","","","10.1016/j.nutres.2024.02.003"
"38350544","Exploring environmental exposomes and the gut-brain nexus: Unveiling the impact of pesticide exposure","Khoo SC, Zhang N, Luang-In V, Goh MS, Sonne C, Ma NL.","Environ Res. 2024 Feb 11;250:118441. doi: 10.1016/j.envres.2024.118441. Online ahead of print.","Khoo SC","Environ Res","2024","2024/02/13","","","10.1016/j.envres.2024.118441"
"38406183","Gut microbiota, nutrition, and mental health","Merlo G, Bachtel G, Sugden SG.","Front Nutr. 2024 Feb 9;11:1337889. doi: 10.3389/fnut.2024.1337889. eCollection 2024.","Merlo G","Front Nutr","2024","2024/02/26","PMC10884323","","10.3389/fnut.2024.1337889"
"38302874","Chronic intestinal pseudo-obstruction: associations with gut microbiota and genes expression of intestinal serotonergic pathway","Radocchia G, Marazzato M, Harbi KB, Capuzzo E, Pantanella F, De Giorgio R, Guarino M, Costanzini A, Zenzeri L, Parisi P, Ferretti A, Felici E, Palamara AT, Di Nardo G, Schippa S.","BMC Microbiol. 2024 Feb 2;24(1):48. doi: 10.1186/s12866-024-03200-z.","Radocchia G","BMC Microbiol","2024","2024/02/01","PMC10835911","","10.1186/s12866-024-03200-z"
"37307822","Brain-Gut-Microbiota Axis in Amyotrophic Lateral Sclerosis: A Historical Overview and Future Directions","Chen S, Cai X, Lao L, Wang Y, Su H, Sun H.","Aging Dis. 2024 Feb 1;15(1):74-95. doi: 10.14336/AD.2023.0524.","Chen S","Aging Dis","2024","2023/06/12","PMC10796086","","10.14336/AD.2023.0524"
"38273106","Human microbiota from drug-naive patients with obsessive-compulsive disorder drives behavioral symptoms and neuroinflammation via succinic acid in mice","Zhang YD, Shi DD, Liao BB, Li Y, Zhang S, Gao J, Lin LJ, Wang Z.","Mol Psychiatry. 2024 Jan 25. doi: 10.1038/s41380-024-02424-9. Online ahead of print.","Zhang YD","Mol Psychiatry","2024","2024/01/25","","","10.1038/s41380-024-02424-9"
"38278499","Alcohol use associated alterations in the circulating metabolite profile in the general population and in individuals with major depressive disorder","Kärkkäinen O, Tolmunen T, Kivimäki P, Kurkinen K, Ali-Sisto T, Mäntyselkä P, Valkonen-Korhonen M, Koivumaa-Honkanen H, Honkalampi K, Ruusunen A, Velagapudi V, Lehto SM.","Alcohol. 2024 Jan 24:S0741-8329(24)00014-4. doi: 10.1016/j.alcohol.2024.01.005. Online ahead of print.","Kärkkäinen O","Alcohol","2024","2024/01/26","","","10.1016/j.alcohol.2024.01.005"
"38292207","Gut-Brain Axis Impact on Canine Anxiety Disorders: New Challenges for Behavioral Veterinary Medicine","Sacoor C, Marugg JD, Lima NR, Empadinhas N, Montezinho L.","Vet Med Int. 2024 Jan 23;2024:2856759. doi: 10.1155/2024/2856759. eCollection 2024.","Sacoor C","Vet Med Int","2024","2024/01/31","PMC10827376","","10.1155/2024/2856759"
"38132705","Association of homelessness and diet on the gut microbiome: a United States-Veteran Microbiome Project (US-VMP) study","Hoisington AJ, Stearns-Yoder KA, Stamper CE, Holliday R, Brostow DP, Penzenik ME, Forster JE, Postolache TT, Lowry CA, Brenner LA.","mSystems. 2024 Jan 23;9(1):e0102123. doi: 10.1128/msystems.01021-23. Epub 2023 Dec 22.","Hoisington AJ","mSystems","2024","2023/12/22","PMC10804991","","10.1128/msystems.01021-23"
"38318337","Exploring the interplay between running exercises, microbial diversity, and tryptophan metabolism along the microbiota-gut-brain axis","Vazquez-Medina A, Rodriguez-Trujillo N, Ayuso-Rodriguez K, Marini-Martinez F, Angeli-Morales R, Caussade-Silvestrini G, Godoy-Vitorino F, Chorna N.","Front Microbiol. 2024 Jan 22;15:1326584. doi: 10.3389/fmicb.2024.1326584. eCollection 2024.","Vazquez-Medina A","Front Microbiol","2024","2024/02/06","PMC10838991","","10.3389/fmicb.2024.1326584"
"38247868","Psychiatric Comorbidities of Inflammatory Bowel Disease: It Is a Matter of Microglia's Gut Feeling","Fakhfouri G, Mijailović NR, Rahimian R.","Cells. 2024 Jan 17;13(2):177. doi: 10.3390/cells13020177.","Fakhfouri G","Cells","2024","2024/01/22","PMC10814793","","10.3390/cells13020177"
"38170072","Global scientific trends in healthy aging in the early 21st century: A data-driven scientometric and visualized analysis","Zhang Y, Gu Z, Xu Y, He M, Gerber BS, Wang Z, Liu F, Peng C.","Heliyon. 2023 Dec 9;10(1):e23405. doi: 10.1016/j.heliyon.2023.e23405. eCollection 2024 Jan 15.","Zhang Y","Heliyon","2023","2024/01/03","PMC10758827","","10.1016/j.heliyon.2023.e23405"
"38123016","The many faces of microbiota-gut-brain axis in autism spectrum disorder","Gonçalves CL, Doifode T, Rezende VL, Costa MA, Rhoads JM, Soutullo CA.","Life Sci. 2024 Jan 15;337:122357. doi: 10.1016/j.lfs.2023.122357. Epub 2023 Dec 19.","Gonçalves CL","Life Sci","2024","2023/12/20","","","10.1016/j.lfs.2023.122357"
"37879416","Depression-like phenotypes in mice with hepatic ischemia/reperfusion injury: A role of gut-microbiota-liver-brain axis via vagus nerve","Yang Y, Eguchi A, Wan X, Mori C, Hashimoto K.","J Affect Disord. 2024 Jan 15;345:157-167. doi: 10.1016/j.jad.2023.10.142. Epub 2023 Oct 24.","Yang Y","J Affect Disord","2024","2023/10/25","","","10.1016/j.jad.2023.10.142"
"37574818","Ameliorative effect of Lactobacillus plantarum CCFM8661 on oleic acid-induced acne: integrated gut microbiota link to acne pathogenesis","Ai J, Ma W, Pan Z, Mao B, Tang X, Zhang Q, Zhao J, Chen W, Cui S.","J Sci Food Agric. 2024 Jan 15;104(1):328-339. doi: 10.1002/jsfa.12921. Epub 2023 Sep 4.","Ai J","J Sci Food Agric","2024","2023/08/14","","","10.1002/jsfa.12921"
"38283894","A comparison between children and adolescents with autism spectrum disorders and healthy controls in biomedical factors, trace elements, and microbiota biomarkers: a meta-analysis","Lin P, Zhang Q, Sun J, Li Q, Li D, Zhu M, Fu X, Zhao L, Wang M, Lou X, Chen Q, Liang K, Zhu Y, Qu C, Li Z, Ma P, Wang R, Liu H, Dong K, Guo X, Cheng X, Sun Y, Sun J.","Front Psychiatry. 2024 Jan 9;14:1318637. doi: 10.3389/fpsyt.2023.1318637. eCollection 2023.","Lin P","Front Psychiatry","2024","2024/01/29","PMC10813399","","10.3389/fpsyt.2023.1318637"
"38260914","Rosacea, microbiome and probiotics: the gut-skin axis","Sánchez-Pellicer P, Eguren-Michelena C, García-Gavín J, Llamas-Velasco M, Navarro-Moratalla L, Núñez-Delegido E, Agüera-Santos J, Navarro-López V.","Front Microbiol. 2024 Jan 8;14:1323644. doi: 10.3389/fmicb.2023.1323644. eCollection 2023.","Sánchez-Pellicer P","Front Microbiol","2024","2024/01/23","PMC10800857","","10.3389/fmicb.2023.1323644"
"38260072","Alterations in gut microbiota caused by major depressive disorder or a low FODMAP diet and where they overlap","O'Neill S, Minehan M, Knight-Agarwal CR, Pyne DB.","Front Nutr. 2024 Jan 8;10:1303405. doi: 10.3389/fnut.2023.1303405. eCollection 2023.","O'Neill S","Front Nutr","2024","2024/01/23","PMC10800578","","10.3389/fnut.2023.1303405"
"38248533","Long-Term Impact of Childhood Adversity on the Gut Microbiome of Nursing Students","Kazemian N, Zhou T, Chalasani N, Narayan A, Cedeño Laurent JG, Olvera Alvarez HA, Pakpour S.","Int J Environ Res Public Health. 2024 Jan 8;21(1):68. doi: 10.3390/ijerph21010068.","Kazemian N","Int J Environ Res Public Health","2024","2024/01/22","PMC10815413","","10.3390/ijerph21010068"
"38350463","Gut production of GABA by a probiotic formula: an in vitro study","Casertano M, Fryganas C, Valentino V, Troise AD, Vitaglione P, Fogliano V, Ercolini D.","Benef Microbes. 2024 Jan 4;15(1):67-81. doi: 10.1163/18762891-20230025.","Casertano M","Benef Microbes","2024","2024/02/13","","","10.1163/18762891-20230025"
"38166669","Effectiveness of a socioecological model-guided, smart device-based, self-management-oriented lifestyle intervention in community residents: protocol for a cluster-randomized controlled trial","Yang S, Yu B, Liao K, Qiao X, Fan Y, Li M, Hu Y, Chen J, Ye T, Cai C, Ma C, Pang T, Huang Z, Jia P, Reinhardt JD, Dou Q.","BMC Public Health. 2024 Jan 2;24(1):32. doi: 10.1186/s12889-023-17073-w.","Yang S","BMC Public Health","2024","2024/01/03","PMC10763380","","10.1186/s12889-023-17073-w"
"38436218","Roles of Diet-Associated Gut Microbial Metabolites on Brain Health: Cell-to-Cell Interactions between Gut Bacteria and the Central Nervous System","Kim CS.","Adv Nutr. 2024 Jan;15(1):100136. doi: 10.1016/j.advnut.2023.10.008. Epub 2023 Oct 29.","Kim CS","Adv Nutr","2024","2024/03/04","PMC10694655","","10.1016/j.advnut.2023.10.008"
"38405047","Depression and the Aberrant Intestinal Microbiome","Kopera AF, Khiew YC, Amer Alsamman M, Mattar MC, Olsen RS, Doman DB.","Gastroenterol Hepatol (N Y). 2024 Jan;20(1):30-40.","Kopera AF","Gastroenterol Hepatol (N Y)","2024","2024/02/26","PMC10885418","",""
"38332676","Repeated (S)-ketamine administration ameliorates the spatial working memory impairment in mice with chronic pain: role of the gut microbiota-brain axis","Jiang Y, Wang X, Chen J, Zhang Y, Hashimoto K, Yang JJ, Zhou Z.","Gut Microbes. 2024 Jan-Dec;16(1):2310603. doi: 10.1080/19490976.2024.2310603. Epub 2024 Feb 8.","Jiang Y","Gut Microbes","2024","2024/02/09","PMC10860353","","10.1080/19490976.2024.2310603"
"38226944","Gut microbiota composition may be an indicator of erectile dysfunction","Qiao Y, Chen J, Jiang Y, Zhang Z, Wang H, Liu T, Yang Z, Fu G, Chen Y.","Microb Biotechnol. 2024 Jan;17(1):e14403. doi: 10.1111/1751-7915.14403. Epub 2024 Jan 16.","Qiao Y","Microb Biotechnol","2024","2024/01/16","PMC10832513","","10.1111/1751-7915.14403"
"38222911","The functional roles of short chain fatty acids as postbiotics in human gut: future perspectives","Ragavan ML, Hemalatha S.","Food Sci Biotechnol. 2023 Aug 28;33(2):275-285. doi: 10.1007/s10068-023-01414-x. eCollection 2024 Jan.","Ragavan ML","Food Sci Biotechnol","2023","2024/01/15","PMC10786766","","10.1007/s10068-023-01414-x"
"37995475","Guardians of Rest? Investigating the gut microbiota in central hypersomnolence disorders","Jezkova J, Sonka K, Kreisinger J, Prochazkova P, Tlaskalova-Hogenova H, Nevsimalova S, Buskova J, Merkova R, Dvorakova T, Prihodova I, Dostalova S, Roubalova R.","Sleep Med. 2024 Jan;113:95-102. doi: 10.1016/j.sleep.2023.11.024. Epub 2023 Nov 19.","Jezkova J","Sleep Med","2024","2023/11/23","","","10.1016/j.sleep.2023.11.024"
