pmid,title,abstract,journal,year,authors
34841505,Assessment of small intestinal bacterial overgrowth in Alzheimer's disease.,"There is great interest in crosstalk between the gastrointestinal and immune systems. Small intestinal bacterial overgrowth (SIBO) is a bowel disorder prevalent among patients with Parkinson's disease; SIBO treatment has been shown to modulate neurological inflammation, motor and cognitive outcomes there. However, to date, no link between Alzheimer's dementia and SIBO has been established. This pilot study sought to estimate the prevalence of SIBO in Alzheimer's dementia in the outpatient setting in Singapore General Hospital. It entailed performing a hydrogen breath test and objectively scoring gastrointestinal symptoms and their severity in 48 patients, comparing symptom scores and mean breath test values in those with mild to moderate Alzheimer's against age- and sex-matched controls that did not fulfill DSM-V criteria for probable Alzheimer's. Here, the prevalence of positive breath tests and symptoms of SIBO were no greater among Alzheimer's patients than in controls. This suggests that the gut microbiome changes and increased bowel inflammation seen in previous studies on Alzheimer's patients are likely effected through pathways other than SIBO, and are likely more complex than a mere increase in small bowel bacterial volume. Rather, future research could be directed along the lines of qualitative changes in small bowel microbiota, or pathologies in other parts of the gastrointestinal tract such as the colon or stomach, aspects which are not adequately captured by the hydrogen breath test. Keywords: Alzheimer's disease; dementia; gut-brain axis; small intestinal bacterial overgrowth; microbiome.",Acta neurologica Taiwanica,2021,Jingwei Sim; Yu Tien Wang; Kaysar Mamun; Sze Yan Tay; Kinjal Doshi; Shahul Hameed; Simon Kang-Seng Ting
34836918,Footprints of a microbial toxin from the gut microbiome to mesencephalic mitochondria.,"Idiopathic Parkinson's disease (PD) is characterised by alpha-synuclein (aSyn) aggregation and death of dopaminergic neurons in the midbrain. Recent evidence posits that PD may initiate in the gut by microbes or their toxins that promote chronic gut inflammation that will ultimately impact the brain. In this work, we sought to demonstrate that the effects of the microbial toxin β-<i>N</i>-methylamino-L-alanine (BMAA) in the gut may trigger some PD cases, which is especially worrying as this toxin is present in certain foods but not routinely monitored by public health authorities.To test the hypothesis, we treated wild-type mice, primary neuronal cultures, cell lines and isolated mitochondria with BMAA, and analysed its impact on gut microbiota composition, barrier permeability, inflammation and aSyn aggregation as well as in brain inflammation, dopaminergic neuronal loss and motor behaviour. To further examine the key role of mitochondria, we also determined the specific effects of BMAA on mitochondrial function and on inflammasome activation.BMAA induced extensive depletion of segmented filamentous bacteria (SFB) that regulate gut immunity, thus triggering gut dysbiosis, immune cell migration, increased intestinal inflammation, loss of barrier integrity and caudo-rostral progression of aSyn. Additionally, BMAA induced <i>in vitro</i> and <i>in vivo</i> mitochondrial dysfunction with cardiolipin exposure and consequent activation of neuronal innate immunity. These events primed neuroinflammation, dopaminergic neuronal loss and motor deficits.Taken together, our results demonstrate that chronic exposure to dietary BMAA can trigger a chain of events that recapitulate the evolution of the PD pathology from the gut to the brain, which is consistent with 'gut-first' PD.",Gut,2023,A Raquel Esteves; Mário F Munoz-Pinto; Daniela Nunes-Costa; Emanuel Candeias; Diana F Silva; João D Magalhães; A Raquel Pereira-Santos; I Luisa Ferreira; Susana Alarico; Igor Tiago; Nuno Empadinhas; Sandra Morais Cardoso
34829694,Probiotic Enhancement of Antioxidant Capacity and Alterations of Gut Microbiota Composition in 6-Hydroxydopamin-Induced Parkinson's Disease Rats.,"Oxidative stress plays a key role in the degeneration of dopaminergic neurons in Parkinson's disease (PD), which may be aggravated by concomitant PD-associated gut dysbiosis. Probiotics and prebiotics are therapeutically relevant to these conditions due to their antioxidant, anti-inflammatory, and gut microbiome modulation properties. However, the mechanisms by which probiotic/prebiotic supplementation affects antioxidant capacity and the gut microbiome in PD remains poorly characterized. In this study, we assessed the effects of a <i>Lactobacillus salivarius</i> AP-32 probiotic, a prebiotic (dried AP-32 culture medium supernatant), and a probiotic/prebiotic cocktail in rats with unilateral 6-hydroxydopamine (6-OHDA)-induced PD. The neuroprotective effects and levels of oxidative stress were evaluated after eight weeks of daily supplementation. Fecal microbiota composition was analyzed by fecal 16S rRNA gene sequencing. The supplements were associated with direct increases in host antioxidant enzyme activities and short-chain fatty acid production, protected dopaminergic neurons, and improved motor functions. The supplements also altered the fecal microbiota composition, and some specifically enriched commensal taxa correlated positively with superoxide dismutase, glutathione peroxidase, and catalase activity, indicating supplementation also promotes antioxidant activity via an indirect pathway. Therefore, <i>L. salivarius</i> AP-32 supplementation enhanced the activity of host antioxidant enzymes via direct and indirect modes of action in rats with 6-OHDA-induced PD.","Antioxidants (Basel, Switzerland)",2021,Shu-Ping Tsao; Bira Arumndari Nurrahma; Ravi Kumar; Chieh-Hsi Wu; Tu-Hsueh Yeh; Ching-Chi Chiu; Yen-Peng Lee; Yi-Chi Liao; Cheng-Hsieh Huang; Yao-Tsung Yeh; Hui-Yu Huang
34789332,New perspectives on cytoskeletal dysregulation and mitochondrial mislocalization in amyotrophic lateral sclerosis.,"Amyotrophic lateral sclerosis (ALS) is a progressive neurodegenerative disease characterized by selective, early degeneration of motor neurons in the brain and spinal cord. Motor neurons have long axonal projections, which rely on the integrity of neuronal cytoskeleton and mitochondria to regulate energy requirements for maintaining axonal stability, anterograde and retrograde transport, and signaling between neurons. The formation of protein aggregates which contain cytoskeletal proteins, and mitochondrial dysfunction both have devastating effects on the function of neurons and are shared pathological features across several neurodegenerative conditions, including ALS, Alzheimer's disease, Parkinson's disease, Huntington's disease and Charcot-Marie-Tooth disease. Furthermore, it is becoming increasingly clear that cytoskeletal integrity and mitochondrial function are intricately linked. Therefore, dysregulations of the cytoskeletal network and mitochondrial homeostasis and localization, may be common pathways in the initial steps of neurodegeneration. Here we review and discuss known contributors, including variants in genetic loci and aberrant protein activities, which modify cytoskeletal integrity, axonal transport and mitochondrial localization in ALS and have overlapping features with other neurodegenerative diseases. Additionally, we explore some emerging pathways that may contribute to this disruption in ALS.",Translational neurodegeneration,2021,Frances Theunissen; Phillip K West; Samuel Brennan; Bojan Petrović; Kosar Hooshmand; P Anthony Akkari; Matt Keon; Boris Guennewig
34776854,Changes in the Gut Microbiome and Predicted Functional Metabolic Effects in an Australian Parkinson's Disease Cohort.,"<b>Background:</b> There has been increasing recognition of the importance of the gut microbiome in Parkinson's disease (PD), but the influence of geographic location has received little attention. The present study characterized the gut microbiota and associated changes in host metabolic pathways in an Australian cohort of people with PD (PwP). <b>Methods:</b> The study involved recruitment and assessment of 87 PwP from multiple Movement Disorders Clinics in Australia and 47 healthy controls. Illumina sequencing of the V3 and V4 regions of the 16S rRNA gene was used to distinguish inter-cohort differences in gut microbiota; KEGG analysis was subsequently performed to predict functional changes in host metabolic pathways. <b>Results:</b> The current findings identified significant differences in relative abundance and diversity of microbial operational taxonomic units (OTUs), and specific bacterial taxa between PwP and control groups. Alpha diversity was significantly reduced in PwP when compared to controls. Differences were found in two phyla (Synergistetes and Proteobacteria; both increased in PwP), and five genera (C<i>olidextribacter, Intestinibacter, Kineothrix, Agathobaculum</i>, and <i>Roseburia</i>; all decreased in PwP). Within the PD cohort, there was no association identified between microbial composition and gender, constipation or use of gastrointestinal medication. Furthermore, KEGG analysis identified 15 upregulated and 11 downregulated metabolic pathways which were predicted to be significantly altered in PwP. <b>Conclusion:</b> This study provides the first comprehensive characterization of the gut microbiome and predicted functional metabolic effects in a southern hemisphere PD population, further exploring the possible mechanisms whereby the gut microbiota may exert their influence on this disease, and providing evidence for the incorporation of such data in future individualized therapeutic strategies.",Frontiers in neuroscience,2021,Jade E Kenna; Eng Guan Chua; Megan Bakeberg; Alfred Tay; Sarah McGregor; Anastazja Gorecki; Malcolm Horne; Barry Marshall; Frank L Mastaglia; Ryan S Anderton
34704023,Gut microbiome alpha-diversity is not a marker of Parkinson's disease and multiple sclerosis.,"The gut-brain axis may play a central role in the pathogenesis of neurological disorders. Dozens of case-control studies have been carried out to identify bacterial markers by the use of targeted metagenomics. Alterations of several taxonomic profiles have been confirmed across several populations, however, no consensus has been made regarding alpha-diversity. A recent publication has described and validated a novel method based on richness and evenness measures of the gut microbiome in order to reduce the complexity and multiplicity of alpha-diversity indices. We used these recently described richness and evenness composite measures to investigate the potential link between gut microbiome alpha-diversity and neurological disorders and to determine to what extent it could be used as a marker to diagnose neurological disorders from stool samples. We performed an exhaustive review of the literature to identify original published clinical studies including 16S rRNA gene sequencing on Parkinson's disease, multiple Sclerosis and Alzheimer's disease. Richness and evenness factors loadings were quantified from sequencing files in addition with the Shannon diversity index. For each disease, we performed a meta-analysis comparing the indices between patients and healthy controls. Seven studies were meta-analysed for Parkinson's disease, corresponding to 1067 subjects (631 Parkinson's Disease/436 healthy controls). Five studies were meta-analysed for multiple sclerosis, corresponding to 303 subjects (164 Multiple Sclerosis/139 healthy controls). For Alzheimer's disease, the meta-analysis was not done as only two studies matched our criteria. Neither richness nor evenness was significantly altered in Parkinson's disease and multiple sclerosis patients in comparison to healthy controls (<i>P</i>-value > 0.05). Shannon index was neither associated with neurological disorders (<i>P</i>-value > 0.05). After adjusting for age and sex, none of the alpha-diversity measures were associated with Parkinson's Disease. This is the first report investigating systematically alpha-diversity and its potential link to neurological disorders. Our study has demonstrated that unlike in other gastro-intestinal, immune and metabolic disorders, loss of bacterial diversity is not associated with Parkinson's disease and multiple sclerosis.",Brain communications,2021,Jonathan Plassais; Guillaume Gbikpi-Benissan; Marine Figarol; Filip Scheperjans; Guy Gorochov; Pascal Derkinderen; Alessandra C L Cervino
34650532,Cross-Sectional Study on the Gut Microbiome of Parkinson's Disease Patients in Central China.,"Gastrointestinal dysfunction plays an important role in the occurrence and development of Parkinson's disease (PD). This study investigates the composition of the gut microbiome using shotgun metagenomic sequencing in PD patients in central China. Fecal samples from 39 PD patients (PD group) and the corresponding 39 healthy spouses of the patients (SP) were collected for shotgun metagenomics sequencing. Results showed a significantly altered microbial composition in the PD patients. <i>Bilophila wadsworthia</i> enrichment was found in the gut microbiome of PD patients, which has not been reported in previous studies. The random forest (RF) model, which identifies differences in microbiomes, reliably discriminated patients with PD from controls; the area under the receiver operating characteristic curve was 0.803. Further analysis of the microbiome and clinical symptoms showed that <i>Klebsiella</i> and <i>Parasutterella</i> were positively correlated with the duration and severity of PD, whereas hydrogen-generating <i>Prevotella</i> was negatively correlated with disease severity. The Cluster of Orthologous Groups of protein database, the KEGG Orthology database, and the carbohydrate-active enzymes of gene-category analysis showed that branched-chain amino acid-related proteins were significantly increased, and GH43 was significantly reduced in the PD group. Functional analysis of the metagenome confirmed differences in microbiome metabolism in the PD group related to short-chain fatty acid precursor metabolism.",Frontiers in microbiology,2021,Liangwei Mao; Yu Zhang; Jing Tian; Ming Sang; Guimin Zhang; Yuling Zhou; Puqing Wang
34576191,The Role of Gut Microbiota and Gut-Brain Interplay in Selected Diseases of the Central Nervous System.,"The gut microbiome has attracted increasing attention from researchers in recent years. The microbiota can have a specific and complex cross-talk with the host, particularly with the central nervous system (CNS), creating the so-called ""gut-brain axis"". Communication between the gut, intestinal microbiota, and the brain involves the secretion of various metabolites such as short-chain fatty acids (SCFAs), structural components of bacteria, and signaling molecules. Moreover, an imbalance in the gut microbiota composition modulates the immune system and function of tissue barriers such as the blood-brain barrier (BBB). Therefore, the aim of this literature review is to describe how the gut-brain interplay may contribute to the development of various neurological disorders, combining the fields of gastroenterology and neuroscience. We present recent findings concerning the effect of the altered microbiota on neurodegeneration and neuroinflammation, including Alzheimer's and Parkinson's diseases, as well as multiple sclerosis. Moreover, the impact of the pathological shift in the microbiome on selected neuropsychological disorders, i.e., major depressive disorders (MDD) and autism spectrum disorder (ASD), is also discussed. Future research on the effect of balanced gut microbiota composition on the gut-brain axis would help to identify new potential opportunities for therapeutic interventions in the presented diseases.",International journal of molecular sciences,2021,Julia Doroszkiewicz; Magdalena Groblewska; Barbara Mroczko
34576000,"Nuclear and Mitochondrial Genome, Epigenome and Gut Microbiome: Emerging Molecular Biomarkers for Parkinson's Disease.","Parkinson's disease (PD) is currently the second most common neurodegenerative disorder, burdening about 10 million elderly individuals worldwide. The multifactorial nature of PD poses a difficult obstacle for understanding the mechanisms involved in its onset and progression. Currently, diagnosis depends on the appearance of clinical signs, some of which are shared among various neurologic disorders, hindering early diagnosis. There are no effective tools to prevent PD onset, detect the disease in early stages or accurately report the risk of disease progression. Hence, there is an increasing demand for biomarkers that may identify disease onset and progression, as treatment-based medicine may not be the best approach for PD. Over the last few decades, the search for molecular markers to predict susceptibility, aid in accurate diagnosis and evaluate the progress of PD have intensified, but strategies aimed to improve individualized patient care have not yet been established.Genomic variation, regulation by epigenomic mechanisms, as well as the influence of the host gut microbiome seem to have a crucial role in the onset and progress of PD, thus are considered potential biomarkers. As such, the human nuclear and mitochondrial genome, epigenome, and the host gut microbiome might be the key elements to the rise of personalized medicine for PD patients.",International journal of molecular sciences,2021,Gleyce Fonseca Cabral; Ana Paula Schaan; Giovanna C Cavalcante; Camille Sena-Dos-Santos; Tatiane Piedade de Souza; Natacha M Souza Port's; Jhully Azevedo Dos Santos Pinheiro; Ândrea Ribeiro-Dos-Santos; Amanda F Vidal
34422879,Memorable Food: Fighting Age-Related Neurodegeneration by Precision Nutrition.,"Healthcare systems worldwide are seriously challenged by a rising prevalence of neurodegenerative diseases (NDDs), which mostly, but not exclusively, affect the ever-growing population of the elderly. The most known neurodegenerative diseases are Alzheimer's (AD) and Parkinson's disease, multiple sclerosis, and amyotrophic lateral sclerosis, but some viral infections of the brain and traumatic brain injury may also cause NDD. Typical for NDD are the malfunctioning of neurons and their irreversible loss, which often progress irreversibly to dementia and ultimately to death. Numerous factors are involved in the pathogenesis of NDD: genetic variability, epigenetic changes, extent of oxidative/nitrosative stress, mitochondrial dysfunction, and DNA damage. The complex interplay of all the above-mentioned factors may be a fingerprint of neurodegeneration, with different diseases being affected to different extents by particular factors. There is a voluminous body of evidence showing the benefits of regular exercise to brain health and cognitive functions. Moreover, the importance of a healthy diet, balanced in macro- and micro-nutrients, in preventing neurodegeneration and slowing down a progression to full-blown disease is evident. Individuals affected by NDD almost inevitably have low-grade inflammation and anomalies in lipid metabolism. Metabolic and lipid profiles in NDD can be improved by the Mediterranean diet. Many studies have associated the Mediterranean diet with a decreased risk of dementia and AD, but a cause-and-effect relationship has not been deduced. Studies with caloric restriction showed neuroprotective effects in animal models, but the results in humans are inconsistent. The pathologies of NDD are complex and there is a great inter-individual (epi)genetic variance within any population. Furthermore, the gut microbiome, being deeply involved in nutrient uptake and lipid metabolism, also represents a pillar of the gut microbiome-brain axis and is linked with the pathogenesis of NDD. Numerous studies on the role of different micronutrients (omega-3 fatty acids, bioactive polyphenols from fruit and medicinal plants) in the prevention, prediction, and treatment of NDD have been conducted, but we are still far away from a personalized diet plan for individual NDD patients. For this to be realized, large-scale cohorts that would include the precise monitoring of food intake, mapping of genetic variants, epigenetic data, microbiome studies, and metabolome, lipidome, and transcriptome data are needed.",Frontiers in nutrition,2021,Maja Milošević; Aleksandra Arsić; Zorica Cvetković; Vesna Vučić
